longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"New York-Newark CSA, NY-NJ-CT-PA, USA",0.015448059210084557,0.03552202543442657,0.011157200135208547,0.031637898528593715,0.019651853437789805,0.07313832000240394,0.018314715971313605,0.04448253908277218,0.017541586023551554,0.06646425004894954,0.1148855710581371,0.04427486760500764,0.0012273504992621877,0.02221252625886381,0.027397495871049535,0.03159072426531572,0.04062725843343309,0.10879221170157737,0.09513435086791559,0.03645297081916834,0.04419431544412007,0.042451511848066524,0.03076326756853076,0.015013440979630458,0.011623688904827767
"Los Angeles-Long Beach CSA, CA, USA",0.01997599739183234,0.026578625228897444,0.008499406660683747,0.036165410465777204,0.017407854227220958,0.053720708786970224,0.012681008709274546,0.03482010264558219,0.017016635884623932,0.05531377908471264,0.10382982737075828,0.05027523447669437,0.005519922113696655,0.026868730971366727,0.04265057622868733,0.052726706532188174,0.038329653200417216,0.11463198441982163,0.1017542168153636,0.04023218795038108,0.055082622988301695,0.036864059567881226,0.028532826683628377,0.013158692406414011,0.0073632291888243995
"Chicago-Naperville CSA, IL-IN-WI, USA",0.01825858207644372,0.03625344914342353,0.009224561221127999,0.02070800971170667,0.016807187082337537,0.06075442980485627,0.014978793732009383,0.04331155153265852,0.016702489720230057,0.06812723214072958,0.11321496511764552,0.04011333026751481,0.0016674360114819521,0.02605912490570884,0.04237864828133856,0.05703601275747136,0.04265972482630154,0.11053782200943249,0.10016956030162495,0.03150444917460575,0.04980117595186912,0.03054523270232606,0.027066163621124403,0.012822398702694434,0.009297669203336847
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",0.02330978144171632,0.07412130717177644,0.020442511875830124,0.025778242541944354,0.017683569281384197,0.06455662013358295,0.02469278466884871,0.03836859218052132,0.01522179894394764,0.0845650627138781,0.1329935178603713,0.04265354247427454,0.0017092219068721335,0.024039487446836684,0.024596478090555044,0.023804201090069577,0.03142089727294877,0.09970600679956848,0.0789157686362495,0.03067646839793748,0.04292687710712104,0.023355302931643635,0.026802853020120875,0.015869054725922038,0.011790051286078535
"San Jose-San Francisco-Oakland CSA, CA, USA",0.03678828994686889,0.07566732002070538,0.018496198494244706,0.028342802878970768,0.015662801763169115,0.05538318837215847,0.014352444515074848,0.037409506750753115,0.014095562738101822,0.06971458066003162,0.13361248219376962,0.04182084764726496,0.007563742871184489,0.020836302816758117,0.02700149949295524,0.03716963042003591,0.029068090567301315,0.09382343952204006,0.08752852232532103,0.032279690242545664,0.04800192373787567,0.03230732112081795,0.02569235281386373,0.011392152697521035,0.005989305390666597
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",0.026479359530960672,0.04631708270730739,0.020388951634644784,0.022493184436304287,0.02011493482466946,0.07106274793058892,0.013485392129379083,0.048647253345737176,0.018820063277316654,0.06756885101430254,0.12238068496322516,0.04427808424487894,0.002080458050492033,0.02338002137714048,0.02521444425330516,0.042079176336441246,0.02983033223012326,0.10184286722842854,0.09259545694858433,0.03183848995126283,0.04936003876460043,0.03228746496487026,0.027610717497924327,0.011506534858191633,0.0083374074993204
"Dallas-Fort Worth CSA, TX-OK, USA",0.021213686523107466,0.043857883397248706,0.006045688512353107,0.017278611317090787,0.013369684429268553,0.0589328822008398,0.010667033729850377,0.034905537967111336,0.016540291351468426,0.06851204722090247,0.11735069186969849,0.0601127633888023,0.0018000403572156283,0.031047920986689518,0.043562604747449184,0.04718834041558065,0.03934828523769561,0.11591894810742913,0.10361863121941449,0.032340782643831785,0.04919066021543254,0.023726638574492365,0.02544749393038331,0.010669500552321552,0.0073533511043224154
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",0.01859683957754621,0.03692818210031508,0.014547027372254237,0.018871198719273365,0.021458385867377573,0.06731610067996845,0.015297105441601795,0.0517484784179796,0.021356051092076382,0.06707089790069544,0.11013736837493816,0.040034606489941296,0.0030674787173930644,0.02691672057442001,0.03507515078197396,0.04295088096181078,0.035565222341707815,0.11345172794008847,0.0940401244145262,0.03050687572802951,0.04835220704181206,0.03549303201983079,0.02734517969913006,0.01289785276926481,0.010975304976044598
"Houston-The Woodlands CSA, TX, USA",0.030060034675711354,0.029062860292485157,0.011289775858099973,0.015858860923170917,0.012743007186330571,0.06141446908107421,0.011598680437106918,0.03879889494129276,0.017784090181784677,0.06087114468146269,0.10810181606313203,0.07208959472645893,0.0019496132955055137,0.03393600417281369,0.035543305767106195,0.051355332739298445,0.04256688728946923,0.10343170558514257,0.10278739555351114,0.037372241446171725,0.052031248052282604,0.024638177631988608,0.024203444160282316,0.011201067479553446,0.009310347778764405
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",0.012553827069310249,0.02292931668691247,0.0060067864030028135,0.019510160328779134,0.013993863999675317,0.04795663929871731,0.016715727462851698,0.04237072410244335,0.018853810597683006,0.05301113687784335,0.11344829835430865,0.057016879774249025,0.0038667944733985545,0.032819608537930506,0.02900217739823491,0.029458331167082637,0.04551227226586975,0.11639601474479014,0.12122271760054537,0.0517522752846344,0.056507000340813365,0.03228331552979958,0.030888648996722733,0.01669455757356659,0.009229115130834943
