longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"Central District of California, CA, USA",10.634276852652002,0.6748718341238152,0.2491509269592172,0.0202408345750891,0.0007558818282094955,0.011636118182182048,0.043344404331486966
"Middle District of Florida, FL, USA",7.24083502455942,0.047800895386228295,0.9240377598208126,0.008326235334239207,0.0014511274812752787,0.0045952769701584845,0.013788705007286059
"Southern District of Texas, TX, USA",8.172631227567562,0.3580805764925117,0.6067290522923354,0.024383555912978763,0.0007865338501304986,0.0033149079425981325,0.006705373509445441
"Northern District of Illinois, IL, USA",8.339008140782026,0.826812117424113,0.13726312166889826,0.019734446871386375,0.0011081265614536798,0.006744975239054406,0.008337212235094394
"District of New Jersey, NJ, USA",6.9718659603027096,0.7423599347348255,0.14274910373457877,0.022792854081236682,0.075481813618433,0.009995739257666492,0.0066205545732595725
"Eastern District of New York, NY, USA",7.317925072223963,0.6772335250431473,0.08155181316413383,0.026317117024668383,0.1900044539213415,0.01186185832023686,0.013031232526472028
"Northern District of California, CA, USA",7.998820691636828,0.6237785813019185,0.29467213632399286,0.031300626281642034,0.002948440789734964,0.026448199205430168,0.0208520160972817
"Eastern District of California, CA, USA",10.595134761379443,0.5651196335182926,0.2955771220216372,0.0681437433678586,0.005975290295324018,0.05687193753764172,0.00831227325924566
"Western District of Texas, TX, USA",7.386724423806971,0.3402718980025105,0.612739517174347,0.03421605493668983,0.0009483785821187559,0.0070435716217421,0.004780579682591576
"Northern District of Texas, TX, USA",7.409357074441385,0.3492781437550817,0.615629352153428,0.024469483945673217,0.000935394995412408,0.004898052621847599,0.004789572528557019
"District of Arizona, AZ, USA",8.27018570644138,0.33227520728926657,0.6014545043592069,0.028025077683572062,0.000848522064829392,0.028158858720583428,0.009237829882541642
"Northern District of Georgia, GA, USA",7.733473360589244,0.49437522208707313,0.44803410933496307,0.04447961647447474,0.001718648021788281,0.0075104612396902845,0.003881942842010505
"District of Massachusetts, MA, USA",6.036704199111135,0.520281627841515,0.1690126554253574,0.039409162281407006,0.24424366429534516,0.02140325070544657,0.00564963945092898
"Southern District of Florida, FL, USA",6.869798148644959,0.027166741904108414,0.9257210823957719,0.005078480527109801,0.0013329531858824132,0.0018857616735498907,0.03881498031357752
"Eastern District of Michigan, MI, USA",7.695379523939135,0.8059529409698312,0.10435333343127777,0.056683892117892064,0.0056665887465134675,0.022503986949302748,0.0048392577851828445
"Eastern District of Virginia, VA, USA",6.607149460556867,0.3978549279821889,0.5261618704530175,0.03181663353195864,0.028289846061205572,0.010513403157421606,0.005363318814207748
"District of Maryland, MD, USA",7.0998337655893256,0.43501332252909086,0.42639182995749936,0.035775968396301296,0.07685518039466176,0.02008337968044367,0.005880319042002872
"Southern District of Ohio, OH, USA",7.955891073113978,0.5749684196395697,0.31419635709702937,0.05939466527917348,0.022428214034154743,0.024822916325344994,0.004189427624727744
"Western District of Washington, WA, USA",5.480925758285753,0.35442086682646473,0.5527076473490641,0.03374118504473886,0.016741333850256657,0.036998409179904386,0.0053905577495713996
"Eastern District of Pennsylvania, PA, USA",7.512326757193468,0.5095559384316849,0.2688623626736039,0.04259005910212717,0.1523175204473863,0.021408771438288364,0.005265347906909332
"District of Colorado, CO, USA",6.261306457608426,0.6797205816741575,0.24099045115744885,0.04761269959253491,0.001118983946418069,0.025535096956166705,0.005022186673273901
"Northern District of Ohio, OH, USA",7.616191714838207,0.7255884122310094,0.17840351108470145,0.04935990217646443,0.016681509317205197,0.02501936534233716,0.004947299848282449
"District of Minnesota, MN, USA",6.511375447894465,0.6566612267402522,0.18361520859532923,0.10718751045254905,0.015107347960178019,0.029266196990999308,0.008162509260692221
