longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"Tulsa Non-Community, Cherokee OTSA, USA",0.20709056771658754,0.520094056797125,0.2869034654479216,0.1930024777549534,0.7652713223905275,0.1773585167677022,0.05737016084177018
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",0.09271274701242926,0.32125403873221997,0.3384570309167814,0.34028893035099866,0.6348415318384181,0.27196810260411286,0.09319036555746919
"Rogers Non-Community, Cherokee OTSA, USA",0.09227480372164276,0.32956284335846525,0.34896203012634547,0.32147512651518917,0.6611363463849755,0.24136030905094338,0.09750334456408098
"Washington Non-Community, Cherokee OTSA, USA",0.14166358307203955,0.4544205671671096,0.29575115297811655,0.24982827985477382,0.7067991374839661,0.20127193820454617,0.0919289243114878
"Mayes Non-Community, Cherokee OTSA, USA",0.17020468136568107,0.4735766515242722,0.3172889365503416,0.20913441192538618,0.734611850326472,0.20593645870480357,0.05945169096872432
"County District 4, Choctaw OTSA, USA",0.20368316346012505,0.5507287153703067,0.29570900391885396,0.15356228071083944,0.795911526051031,0.16743798257147113,0.03665049137749792
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",0.14759160797708387,0.4322347261662797,0.3094920854365973,0.2582731883971229,0.7128265409186089,0.20873385743070527,0.07843960165068585
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",0.18605109960787633,0.4746069593847987,0.28911421045216945,0.23627883016303186,0.7418658150564751,0.18636305344662574,0.07177113149689923
"County District 9, Choctaw OTSA, USA",0.17947542762579946,0.5227960676621243,0.29229413625725836,0.18490979608061736,0.7898202780549233,0.16283958149573494,0.04734014044934176
"County District 11, Choctaw OTSA, USA",0.20170585787715323,0.5151477531769033,0.2977068507024288,0.18714539612066788,0.7297754125561962,0.21673290263318237,0.053491684810621415
"Sequoyah Non-Community, Cherokee OTSA, USA",0.2045553407517824,0.5726381219317738,0.29332048520520304,0.13404139286302316,0.8216380992776124,0.1461717392572532,0.0321901614651343
"Delaware Non-Community, Cherokee OTSA, USA",0.18988344315643663,0.5378750074260815,0.2763718692710879,0.18575312330283056,0.770829378566694,0.17741677262697192,0.051753848806334046
"Cherokee Non-Community, Cherokee OTSA, USA",0.21783260050899056,0.5323122637867416,0.3122565798407867,0.1554311563724718,0.7947953278110992,0.16353344811785434,0.041671224071046516
"Muskogee Non-Community, Cherokee OTSA, USA",0.15006960865144897,0.4897371134699302,0.308983713739372,0.20127917279069785,0.7212027538091759,0.22574150552261324,0.05305574066821095
"County District 10, Choctaw OTSA, USA",0.17220467856152233,0.5325583108869034,0.28719023556486784,0.18025145354822877,0.7860605196110755,0.1736646885353382,0.040274791853586206
"County District 5, Choctaw OTSA, USA",0.21154142209965657,0.5485264574667934,0.29430041437785154,0.15717312815535514,0.7807194888989478,0.17365190826216187,0.04562860283889032
"County District 1, Choctaw OTSA, USA",0.21978408920252376,0.5931432028785646,0.25933032949149243,0.14752646762994295,0.8064635331653162,0.15890669220027273,0.03462977463441104
"County District 12, Choctaw OTSA, USA",0.16964671168656154,0.4895372679383059,0.3069085878438249,0.20355414421786933,0.7616987900276992,0.18867451343234615,0.04962669653995451
"County District 8, Choctaw OTSA, USA",0.23133850423397184,0.5936414176511466,0.2545170257122999,0.15184155663655333,0.7783071464774455,0.18165230613279268,0.04004054738976175
"Craig Non-Community, Cherokee OTSA, USA",0.19235052972049377,0.5619802539585034,0.3072505811672901,0.1307691648742065,0.8049824749014722,0.16031906251709394,0.034698462581433734
"County District 7, Choctaw OTSA, USA",0.18950980672779355,0.5991766290143724,0.27668830896942204,0.12413506201620542,0.8176666452719848,0.1403466560745703,0.04198669865344472
"County District 2, Choctaw OTSA, USA",0.22890738174478742,0.506555174290124,0.3538787279800707,0.1395660977298052,0.7773046622460474,0.18590698965026065,0.03678834810369183
"Adair Non-Community, Cherokee OTSA, USA",0.2513389740407717,0.6302887269430919,0.2683738354137037,0.10133743764320455,0.8619528407274297,0.11672359320281787,0.021323566069752425
"County District 6, Choctaw OTSA, USA",0.1810859678440961,0.5689565427633116,0.24646716844202926,0.18457628879465907,0.7909539954590433,0.16471331519228355,0.04433268934867318
