longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %,geoid
"Canyon County, Idaho, USA",0.16741427478733736,0.12233367585817859,0.23604805649342267,0.10932533937001124,0.3119608671801944,0.06074809744188003,0.029724401418516316,0.07099058958054816,0.0556906228028839,0.11112048118302348,0.36623492826293297,0.029844990767281674,0.3380705472413884,0.079110792623096,0.0588711591504357,0.17481431032750835,0.14344157891077183,0.042551034914355315,0.08933512836955586,0.15282883544127635,0.17732371688390328,0.2656780214940785,0.3011881543061568,0.7058084307468918,0.6136028540303371,0.7610366759122712,16027
"Linn County, Iowa, USA",0.12077913652363269,0.09447932914624851,0.22277207160290843,0.09508422063132532,0.29993329108602723,0.06704519415983222,0.02662259770735172,0.05989044353396634,0.05004493063703448,0.08353350817861847,0.3849169024777422,0.02635051669291442,0.22805377747382355,0.0584881383369202,0.03610406640774497,0.10836285834394674,0.0927916413078263,0.029271095941121407,0.05965775290345615,0.2205989559477713,0.158331524228413,0.219370927161043,0.3060377590523209,0.7550483940795139,0.69501640115699,0.8104386650687941,19113
"Berkeley County, South Carolina, USA",0.16392069167555562,0.11599737091176836,0.259251310788277,0.09550352297823063,0.334049193996666,0.05569137508826207,0.027256276009194363,0.06363841022790448,0.04831693283055142,0.11101761489115589,0.40356846896924814,0.028265793308594828,0.29267510478794473,0.05608926130132382,0.05274122260114494,0.1454335441611707,0.1297521596081914,0.03903463635953926,0.08297788561212667,0.1917249372774664,0.17374005829064182,0.24533627540825895,0.35704770668389335,0.7653601550410862,0.6651864549374242,0.8340285594098794,45015
"Montgomery County, Alabama, USA",0.2247059054481627,0.1314341786184438,0.27982691863553505,0.11174478625372403,0.4058903669830713,0.0586722210674611,0.03353563592692659,0.07372837132497274,0.06146244716968072,0.14429524931291698,0.37612569574355087,0.037747118871105566,0.33587658490958217,0.05632655488579437,0.07051845885586283,0.1623570694473314,0.17806098293263148,0.05391787916580059,0.10749413958751916,0.14474347559989825,0.18216152797986104,0.3508272188734148,0.4250318771796106,0.7806587450056586,0.6095349199750572,0.8551747499942253,01101
"Barnstable County, Massachusetts, USA",0.12676406645667268,0.10519329481586182,0.33967006361558694,0.10660721725313148,0.3349224821870713,0.09592429576476239,0.03403655229336138,0.06938449531445677,0.0699720102638392,0.097802729911679,0.2878417864020982,0.03309848344478692,0.28763517330054267,0.07969434758928902,0.03801340250756615,0.11140236158135038,0.1332290105052752,0.03171425764032745,0.06450183884425119,0.15702354282120864,0.12635930735930623,0.19979612130195776,0.2833777182609854,0.7684181784493039,0.7477327471490893,0.9025916137472557,25001
"Mahoning County, Ohio, USA",0.20937069098861216,0.14310444568898809,0.329906637864363,0.10752628743632839,0.36778676694135504,0.07804903858975389,0.03671574259274052,0.10063144784916096,0.08168484945462279,0.14296311704936407,0.4094517694748926,0.0406591940688589,0.35777927834226786,0.07666387177640874,0.0649518841507322,0.15718010507507332,0.18519071925754035,0.05231311304904386,0.10245227618209435,0.14839413819772235,0.2158398218524151,0.3326516041283306,0.3768687094967609,0.7959486838947095,0.629482577272848,0.8379025522041798,39099
"Gaston County, North Carolina, USA",0.16944313465474042,0.12347684774916658,0.2716617151090512,0.10226214353566707,0.3449581710263756,0.06655071946344658,0.031491377276813386,0.08009463000388896,0.06374015160691845,0.11366566785461565,0.38590490459219634,0.03443174182196059,0.31472467852065267,0.07843788770377363,0.05817288161527044,0.15230228940472887,0.1519602175285147,0.04543243674013245,0.08858427954836691,0.16953406692890896,0.18549397843841056,0.24290535724531914,0.3243696518396199,0.7812554302436034,0.5941548711213663,0.8523682747540684,37071
"Hinds County, Mississippi, USA",0.23503045350140325,0.12646992931725112,0.2587429289510766,0.11231334539119585,0.4217189778187097,0.056950560912551025,0.03319360082555672,0.06934170726023922,0.058922803786021286,0.14573569978140463,0.42651416429023203,0.039601574549772006,0.3720100087659925,0.05976868876288521,0.08016701434737737,0.17960945284672883,0.18705090933300797,0.058936291208486695,0.1152638119861071,0.12104238190876715,0.1908518880172211,0.32313233319648144,0.3631799414121006,0.7837121814005596,0.5702254579953592,0.8355911330322588,28049
"Tuscaloosa County, Alabama, USA",0.18255838293975257,0.11874927062209714,0.26427408255380225,0.10530902073657267,0.35721779289592454,0.05446059396873201,0.027526480015699413,0.06826894747170757,0.05266494407012486,0.1119363773140583,0.39439243801923146,0.02983204029567603,0.33602255511218876,0.05382948256688666,0.055053967423300765,0.16581565382351016,0.15556266108458086,0.04067897560018344,0.09462315693072526,0.1651752534833525,0.16733105906979745,0.3157924576437494,0.39028354157126965,0.7549702884804055,0.6297145156014946,0.8245286648786512,01125
"Whatcom County, Washington, USA",0.14222624460033154,0.11098117829301148,0.2508156303917999,0.11202165535307157,0.2863407050111464,0.06674703096860336,0.02775318312910092,0.05868700175056337,0.050312859715627774,0.07941175396395596,0.24822565268314753,0.02707712554941252,0.2621118408624346,0.06144466833746814,0.04294922735916765,0.13971313426444862,0.10635737314710988,0.03271912270317228,0.0744988098686444,0.17548568693878028,0.13759437930556828,0.17045653816606518,0.28235563517751144,0.6440120776293098,0.6701472299535278,0.7809944775386335,53073
"Richmond city-County, Virginia, USA",0.19568766843118401,0.1158163859480264,0.23104076636188658,0.11769803897978807,0.33445418671799837,0.05108049807507214,0.030695969682386807,0.06624062199230046,0.050264605389797955,0.12216014196342678,0.3245050228585177,0.03491979066409995,0.2822886008180948,0.046787235322425354,0.06904730510105844,0.16099419513955682,0.13293859480269504,0.05098720524542827,0.10058935274302232,0.19600244826756502,0.16896835298363816,0.23512293070259774,0.34939175288739366,0.7407506857555336,0.5994123556304116,0.823080155197304,51760
"Jefferson County, Missouri, USA",0.16778719659749253,0.12259331231209208,0.26935682334824423,0.09660196524162183,0.3353777529270847,0.06525817628510691,0.026300438757302428,0.07688701082838342,0.05739307276771516,0.10013368042824683,0.3829035894991578,0.02799622350956953,0.3104468847009371,0.07306337537581566,0.04198041480286462,0.15214325609249385,0.13842138422429184,0.03422975483366326,0.07995576984185232,0.17992706118158933,0.20725799907115428,0.25409909315343043,0.3477313742025382,0.7676668744347489,0.5999983073012126,0.8213315428613338,29099
"Cabarrus County, North Carolina, USA",0.14258356620350657,0.10698467314316688,0.24171473468281898,0.0962740875488639,0.309289615667454,0.062486790262027476,0.028050601850059975,0.0648145914773385,0.054100491543135835,0.09899986066493806,0.3370938886093595,0.02926787165692604,0.2806851492046286,0.06761045787049576,0.04777618144521397,0.13282931454890237,0.12744653791074756,0.036577783798428604,0.07361959205790138,0.17153592135309847,0.16175884197081755,0.21851305492123654,0.3376917211750594,0.7683674652629958,0.6514270851879101,0.8593620931222669,37025
"New Hanover County, North Carolina, USA",0.1370294704400542,0.10339161898920182,0.25557669716835096,0.09792360621767797,0.308484077999816,0.06430780871863286,0.02829911252772431,0.062383088775779895,0.054367750488930645,0.09816549998939221,0.3100448958307191,0.029116903793471725,0.2900654234444747,0.06923281084855074,0.04895839917054691,0.13704265131375493,0.12462234065739838,0.0366285386702489,0.07672354858860166,0.19065225117793488,0.14728020102904796,0.1982223007605152,0.2849238134919703,0.7732775314584546,0.6414149366136954,0.8420958244961079,37129
"Jackson County, Oregon, USA",0.16585659622138044,0.12781286895666272,0.29798550606064483,0.11134811887169946,0.32243423917832037,0.07975826022379713,0.03322723324983956,0.07926938713859523,0.06900810603295279,0.10443140710158973,0.3006449142195433,0.03442157035507949,0.3288822233690387,0.08497914962176026,0.052938632044003966,0.14880695306304756,0.15297666368774174,0.04228621596787777,0.0844906163857666,0.14546194947575009,0.15278861379284345,0.21748571374627113,0.3137013291880132,0.7179177501982467,0.6545968318501637,0.8166361284881712,41029
"Shelby County, Alabama, USA",0.13482975194370447,0.09725453744704902,0.27076568748738433,0.09467125609580518,0.3450855024877152,0.06412745351545766,0.024943148580358197,0.05650847744018124,0.04805949620192368,0.0908516597970499,0.3409857307508198,0.02445310061158775,0.25100020502894166,0.052271173729881076,0.03544383960217948,0.11739569680840152,0.11937168955015691,0.028484568424489726,0.06354172920421679,0.17498401942804168,0.1388968264446394,0.2440632922292069,0.33452206243978866,0.7663239524358323,0.6906498720312974,0.873994942767757,01117
"Montgomery County, Tennessee, USA",0.16932613582345654,0.11516090463030842,0.24865945035732406,0.10705016234681779,0.31531527510332946,0.050215570792075205,0.024485284046504435,0.0651797819799061,0.046474350814151105,0.09798096956903583,0.37901435742082024,0.02485247790391317,0.32239657742291583,0.05424827380616668,0.04729494750920511,0.16930168308934324,0.12513376088690528,0.03411194276368263,0.0830288679230082,0.16512151437756317,0.1963169831691068,0.2627654068338744,0.3826026329995089,0.7651654084452578,0.6283860792639192,0.8330937905363476,47125
"Doña Ana County, New Mexico, USA",0.2244379266503662,0.13107447106764467,0.2037741548492247,0.11123010268948692,0.31164459657701754,0.05298943113284425,0.03464333822330898,0.06379633577832092,0.05733515240423784,0.12680935615321892,0.36490986145069126,0.032069248573756905,0.34673101874490736,0.0798002803585983,0.08847050040749802,0.18211520130399264,0.15724006519967465,0.05868537245313755,0.10211745069274651,0.14438148329258263,0.16576341646291726,0.24206966585167064,0.329053515892418,0.6326716479217626,0.6085687954360279,0.759672730236352,35013
"Clay County, Florida, USA",0.17895230729346748,0.12323489349511121,0.26826403942411586,0.10427776663481153,0.3395216390932585,0.06957067636566829,0.03160970520185242,0.07570033914847678,0.06344030106626525,0.1132906419090029,0.35925843432693494,0.03319856531070301,0.3082986938889646,0.07226797181784315,0.05478410305238287,0.14369272355477802,0.1480027989063465,0.04237865245257511,0.08501597775377881,0.1655545366605443,0.1763018427856842,0.26107542037800724,0.383847365952124,0.7343522688377662,0.5554667439017454,0.8355309634740565,12019
"Calcasieu Parish, Louisiana, USA",0.20372718925423727,0.1340930933019847,0.2588154828567254,0.10315898830681909,0.3878180566086304,0.0648024332389627,0.03195262209670351,0.08265640412078537,0.061889537350705126,0.11822726229314295,0.3986518617964793,0.035792430386967056,0.34938862958145295,0.06829114698905842,0.06435602640530337,0.17708821012945336,0.16925152512190567,0.04912869455129756,0.0995130878762366,0.18720644272706363,0.2172124319173065,0.30355421225801543,0.3945264087813643,0.7754141027692161,0.5289470920081547,0.8486265277304392,22019
"Yolo County, California, USA",0.15750159779401313,0.10511533109126756,0.183760382439728,0.10071563132191658,0.2417136340794011,0.05055085237156434,0.025104591080701507,0.05108822013478168,0.04379698996224554,0.08655913770665005,0.2635441648304907,0.02399715876145185,0.2693412256626351,0.05472977953019714,0.0504965982450037,0.14251237001816908,0.10544523045601571,0.03427747497004128,0.0749019160642723,0.16445045550014856,0.11205353898488586,0.1978337907662962,0.31997292769982155,0.5937418789542181,0.6388260337340681,0.7977618771502545,06113
"Johnston County, North Carolina, USA",0.1619600882191379,0.11824351269584876,0.2524087022112175,0.09921657142388625,0.3323287146734009,0.060187842812517885,0.02898756241339998,0.07174941993457365,0.05574912477760736,0.10853252875730719,0.41973623625675616,0.030733891398634017,0.303796489271865,0.06905435807459284,0.053547827726717276,0.14551123646172356,0.14004858611614407,0.04141160458805114,0.08191755282079866,0.17592327558641993,0.18194883126040248,0.24540869401241344,0.33988041223589616,0.7610353122514698,0.6428025891824987,0.8511275897974049,37101
"Lackawanna County, Pennsylvania, USA",0.17457969382368618,0.1274864390873359,0.298551181887501,0.10736003284650074,0.31406323538037484,0.07729197020353122,0.03197609243943936,0.07914155668954162,0.06949261540266304,0.10661199483840653,0.32438347117133065,0.03402174907619217,0.3138267698985271,0.07975182708663239,0.051859012258783484,0.14260095606780426,0.14695613818992323,0.03951814182650027,0.08525776878409251,0.15910888028623427,0.18598622206580967,0.2627717989324889,0.3474340313214846,0.7721209924335732,0.6511171740278038,0.8448550061587151,42069
"Delaware County, Ohio, USA",0.11115660566477004,0.0908462154035178,0.26268607734092086,0.09335011154940516,0.2979036552638373,0.06580888676927055,0.023382679125711233,0.052458007307294476,0.04678909079151581,0.08550084874547341,0.38235180904035165,0.02209777547853082,0.20356052767718574,0.04644170331091586,0.028118525284531667,0.09598130334971558,0.09304913832126216,0.023143454151577814,0.05239241140713916,0.17683518979565407,0.12709846255819968,0.19203308490688092,0.34091274896533835,0.7810456059234322,0.753544813760994,0.874067018559233,39041
"Mohave County, Arizona, USA",0.2038668583761756,0.15078075270102703,0.32072390055436006,0.10895809238552417,0.3573962660693126,0.08744705230900778,0.041479905110085855,0.09966235425148333,0.0844616507572924,0.13193769231253072,0.3561197009835054,0.04255596176716599,0.347535995872171,0.09310003083293138,0.06366845162061582,0.15545688109186623,0.17879039900327726,0.050502576751970896,0.09341421209280178,0.15018101446630672,0.19610858225155797,0.2918036571629904,0.36515704658289166,0.6831608975528799,0.5125985615494579,0.8303317749070167,04015
"Niagara County, New York, USA",0.15188793321527985,0.11879567475982276,0.2873899481700674,0.1213727342789405,0.3371065013913476,0.07454460256855264,0.03152216450267386,0.08565312185622911,0.06698352737691105,0.12369754499085144,0.35397941510422026,0.03216287306079005,0.28628109942992946,0.06812635678524971,0.05091334223639411,0.12861497596761978,0.1419533942428175,0.04094586390083482,0.08525882609028176,0.17030350808041037,0.20601849640249606,0.26651358108942863,0.3262150618605828,0.8127064872719593,0.6686405732472829,0.8594653104207041,36063
