longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %,geoid
"Queens County, New York, USA",0.1733589669423829,0.10374894209100989,0.1893002313767219,0.09461723940391929,0.286390114963624,0.05310919819260794,0.028957304576585786,0.05114656626953155,0.04973267092042976,0.12024965114670008,0.2763849299317555,0.02813420705078889,0.28060277331174716,0.05236089132403014,0.06000005272202063,0.12399053629235283,0.13454929300239254,0.03915122304955048,0.07952911161278575,0.14873573670634424,0.13069555615010225,0.2989906635564839,0.35786458574295194,0.7802598345652334,0.5946221564009924,0.8706382571542525,36081
"King County, Washington, USA",0.11959210126655662,0.09016743810027748,0.20175872894974467,0.10125282575307913,0.24296835288327154,0.058034944130636354,0.024199837653032165,0.04021980949268566,0.03674012493600705,0.06811760667361975,0.24436919505817106,0.022511234818681055,0.20813492060877667,0.047022534207178175,0.03425408288787861,0.1105846994571537,0.08019902262381358,0.02567167763584909,0.05578233712428471,0.1776845046276127,0.0981516936069963,0.14468710520992561,0.2715918258565226,0.6166426548209659,0.7192426046146286,0.8258709743519481,53033
"Clark County, Nevada, USA",0.19644242885007912,0.13536504812152778,0.22139377267714533,0.09896730867445519,0.3108365714035678,0.056256159534980775,0.029438405333876646,0.06954071066850523,0.05347247292758107,0.1067195366495487,0.3175713153718827,0.029419735124783658,0.30721024974515315,0.0640451659350042,0.06019546084472615,0.15658598052440476,0.14424011469584988,0.04235587505153316,0.08448770485919087,0.13526407871734217,0.1783151838681955,0.2504378098398046,0.36423076044798214,0.6863453715206143,0.588514647034731,0.8095043233143141,32003
"San Bernardino County, California, USA",0.20600037900295676,0.12285314815406075,0.195476261642542,0.10092156374121863,0.28575037518516805,0.05064456880430946,0.02854447176289173,0.057965159493607546,0.049384893469625595,0.11099766559166745,0.37946535315995833,0.027573328742723988,0.2965089357235885,0.05845527834504814,0.06490652718062129,0.15692478526636083,0.13159472922112572,0.04470192875021969,0.08599096084885563,0.1614844213124592,0.13444675147262775,0.25356157756858394,0.3719637573214886,0.6202892951794338,0.5903637796729495,0.82240657160588,06071
"Tarrant County, Texas, USA",0.18398047278290833,0.11395158414139255,0.19908985141133012,0.09934158486665173,0.3063059913855129,0.05375415015869827,0.027042616826603118,0.0622236118234715,0.046513500179005886,0.10285725501508056,0.35092616783338704,0.026960393854992312,0.303462725720018,0.057007313588469846,0.05456273149835035,0.143402590961029,0.12986613843254993,0.039794972708146976,0.08240603717661737,0.17519218595202235,0.15769811829262942,0.25183135119791106,0.3432770888351048,0.7059704116812275,0.5531913373949017,0.8285279596913717,48439
"Bexar County, Texas, USA",0.21829283206621553,0.1251652484743112,0.22387063525537415,0.09686904212767329,0.3076359996634917,0.05075722917184349,0.03092139426267364,0.05928123111520838,0.05276231941173793,0.12413074297224277,0.3880657262542463,0.028729569320031498,0.3163216910075721,0.0625505663266482,0.07097999407678855,0.15548183630399243,0.14851049192045712,0.04779355865212637,0.08876971176577596,0.17788715269438313,0.13975413047807342,0.25961485833629144,0.36383080921571453,0.6823890315638402,0.5319824457257903,0.8150730363418952,48029
"Broward County, Florida, USA",0.17895230729346795,0.12323489349511087,0.2682640394241156,0.10427776663481092,0.3395216390932601,0.06957067636566772,0.03160970520185374,0.07570033914847668,0.06344030106626199,0.11329064190900315,0.35925843432694726,0.0331985653107023,0.3082986938889631,0.07226797181784259,0.05478410305238279,0.14369272355477591,0.14800279890634702,0.04237865245257559,0.08501597775377917,0.1655545366605493,0.17630184278568373,0.2610754203780205,0.37114763261025746,0.7343522688377626,0.6017278316055454,0.8355309634740251,12011
"Santa Clara County, California, USA",0.12170538949258665,0.07993405150832268,0.15236171347302851,0.08331652554375313,0.22779826954636814,0.05173718596792758,0.023293999619859423,0.035241385634971666,0.037091808412054464,0.08523971124099705,0.1993731014228654,0.021034546948483588,0.19649749765370375,0.04679243357337405,0.03637011206754378,0.09587604825272124,0.07844022657567956,0.024182497110117454,0.04965394773139598,0.14237218213324002,0.07977976172427134,0.1657643090795201,0.2786154056078882,0.5676377333261338,0.6586122195260656,0.8582202915250086,06085
"Wayne County, Michigan, USA",0.2213502452768606,0.13661316874630444,0.27947934068125274,0.1258704989585408,0.3839043098337603,0.0644451697209192,0.03636268852474674,0.08799960833542267,0.06592413925859196,0.13092160675925338,0.3755662941643905,0.04167011370036201,0.324390672829207,0.06179274215887974,0.07401986749886504,0.15351381169799402,0.17372509245584924,0.05931795650859889,0.11201903992716833,0.15714712651302748,0.2321867221724315,0.2905082902779641,0.3890537202567335,0.7803202038187023,0.614260863505523,0.8555279195154066,26163
"New York County, New York, USA",0.13517637144870318,0.08860343644233042,0.17709312725471804,0.10472752427359318,0.23637329446516595,0.05523706995572866,0.026405821231051774,0.044435667230453564,0.0425397139291339,0.08550669382904576,0.19966230935745466,0.023739081242317345,0.24359944869241487,0.047404184427953404,0.05166102489463758,0.1097944584023055,0.11411714428652762,0.03421335264663315,0.06847898918190144,0.2058227289911502,0.11390554075482814,0.2069327148202227,0.31598520165679844,0.7331747750726281,0.6802892066516062,0.870632376028178,36061
