longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"CA-HD034, USA",0.08285084973569747,0.09104793599624325,0.29753152909631114,0.6114205349074455
"CA-HD027, USA",0.11256563172966913,0.12698760723878794,0.3604602129268772,0.512552179834335
"CA-HD011, USA",0.05274600990213647,0.060919285804222165,0.19119076003977842,0.7478899541559995
"CA-HD032, USA",0.08801722548351248,0.08176703657150686,0.25736482954822254,0.6608681338802705
"CA-HD017, USA",0.08064016895350601,0.049403907439627484,0.18128691518990878,0.7693091773704637
"CA-HD006, USA",0.05667968918933462,0.0758241088258064,0.2479597229223406,0.676216168251853
"CA-HD016, USA",0.02925118009972149,0.027321148959270875,0.0714933858350461,0.9011854652056831
"CA-HD042, USA",0.042828909174474704,0.05324769643352564,0.10787696975298522,0.8388753338134892
"CA-HD047, USA",0.08603368066196991,0.10699161207918177,0.2758440594723055,0.6171643284485128
"CA-HD020, USA",0.06187397453493529,0.05308643923485988,0.19647377784201436,0.7504397829231257
"CA-HD052, USA",0.10886457121189777,0.13321241921529547,0.26482965031964656,0.601957930465058
"CA-HD010, USA",0.06610345223812344,0.07000161204913402,0.27649929943370416,0.6534990885171618
"CA-HD040, USA",0.04243511042249772,0.07548733014994163,0.15863952106562987,0.7658731487844285
"CA-HD033, USA",0.14893734243456364,0.12272532528454876,0.4079249063188935,0.46934976839655757
"CA-HD080, USA",0.08294057580582662,0.1291242511390838,0.23009418183138225,0.6407815670295339
"CA-HD044, USA",0.07833201515784241,0.07703766596826274,0.18257881224211742,0.7403835217896197
"CA-HD001, USA",0.10796502925205288,0.09022041772049577,0.27775999077499897,0.6320195915045052
"CA-HD078, USA",0.040872277955309844,0.07700549192274997,0.14811607129834378,0.7748784367789063
"CA-HD015, USA",0.04944713275120679,0.07055112411980584,0.21120476521340711,0.7182441106667871
"CA-HD074, USA",0.044069400356081284,0.1070198411200068,0.1598823163146075,0.7330978425653857
"CA-HD064, USA",0.08256805523543277,0.1310348645616737,0.227162615249792,0.6418025201885343
"CA-HD077, USA",0.03422804984739025,0.06712710813975829,0.09470703090198794,0.8381658609582537
"CA-HD002, USA",0.08872999712847424,0.09591781686515516,0.2683828412038546,0.6356993419309902
"CA-HD043, USA",0.11218464002543362,0.1562003693330328,0.3217684120199937,0.5220312186469735
