longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"9th Circuit, USA",0.8029612979726,0.01055913608803434,0.02617648322428035,0.03661139615212538,0.11201151984260986,0.24089647402317327,0.3613867199132794,0.29505170487372673,0.10266510118982063,0.06674450866544955,0.9332554913345504,0.6277085470432752,0.00010005439247713998,2.6031615135532916e-05,66882.0,17401.0
"11th Circuit, USA",0.8623449449712076,0.005315991271493179,0.013193324040453529,0.013382146263914475,0.09400519559590206,0.21464130099642614,0.36962831590460876,0.32731817712303657,0.08841220597592853,0.05965717746668637,0.9403428225333137,0.5805852528379922,0.0001485993052612906,3.3437325391724855e-05,55387.0,12463.0
"5th Circuit, USA",0.8763831487270898,0.003461102771294524,0.014882615450594747,0.010569527145246607,0.08285607204543757,0.2538771861041471,0.3662964648958748,0.2979656101943859,0.08186073880559229,0.05708393534151092,0.9429160646584891,0.616457090755472,0.00014328118677896137,2.618366784877613e-05,52675.0,9626.0
"6th Circuit, USA",0.8795513438901047,0.0032494494425230115,0.019087157057599547,0.010411206139129763,0.07965487290483057,0.2799931727605019,0.3953626818799736,0.26507261786063746,0.05957152749888723,0.06914659433986228,0.9308534056601376,0.6042221672091591,0.000120709531871873,1.7454477560092917e-05,40187.0,5811.0
"4th Circuit, USA",0.838404243465091,0.0033970902657648847,0.019624471050432635,0.026430390050127508,0.10233291258560388,0.23339081225096397,0.369244435658081,0.305231791412389,0.09213296067856591,0.06447483970737528,0.9355251602926247,0.6208816528732989,0.00012584698963838745,2.142797572578211e-05,40471.0,6891.0
"7th Circuit, USA",0.8274287794990839,0.00587770622776968,0.025906065863890212,0.04456120296815587,0.08809765267165122,0.2805313879762397,0.3515388920993556,0.2862034619337478,0.08172625799065691,0.08413456328364946,0.9158654367163506,0.5834897815868884,9.901364162232505e-05,1.4637447376689709e-05,25238.0,3731.0
"2nd Circuit, USA",0.6262514573075539,0.007253821510183498,0.05300880482452606,0.20811329254609925,0.09719179752677094,0.21178319453610603,0.3094477077976362,0.3178788475937709,0.1608902500724869,0.2515132955149695,0.7484867044850305,0.4195292243486319,5.601797057804975e-05,1.58123155851884e-05,13696.0,3866.0
"3rd Circuit, USA",0.787518592682159,0.004267675098867366,0.029871372405225693,0.06628052728887857,0.10114682827920289,0.24110343165919193,0.34432466808702655,0.30177571059837777,0.11279618965540389,0.10665965295099529,0.8933403470490047,0.5524727352895662,8.115449855312275e-05,1.763201103845501e-05,18894.0,4105.0
"8th Circuit, USA",0.8645966272469191,0.004363477150458632,0.023731345080757024,0.013141507863427371,0.08649865825545948,0.35076179945007946,0.3780105958753284,0.2232685373086591,0.04795906736593305,0.060453915297403495,0.9395460847025964,0.632140190537655,0.00012382343418195277,1.3669539144742345e-05,26858.0,2965.0
"10th Circuit, USA",0.8440632869861544,0.0076245972205444225,0.02250473831747835,0.014119487380605467,0.1032960208764891,0.3263127574386766,0.3817919701936913,0.23629995200956935,0.055595320358062764,0.049927979295746744,0.9500720207042532,0.6548323166506939,0.00013308512382716824,1.96330471347663e-05,24803.0,3659.0
"1st Circuit, USA",0.7942439402121634,0.00586054511272203,0.03777862217906828,0.05083561944131604,0.10100884382027885,0.24048908852461856,0.338242152876498,0.3117534267556884,0.10951533184319497,0.1111319266525487,0.8888680733474514,0.5296819406926633,6.364345381749358e-05,1.1881952115456867e-05,6915.0,1291.0
"DC Circuit, USA",0.3638125678111709,0.038735538684163864,0.11310571679153879,0.27114931826429806,0.19827949790059166,0.12700740390634427,0.3389566848268929,0.4472945013757721,0.08674140989099062,0.3574049916081762,0.6425950083918238,0.1908638582784149,4.032012438323263e-05,1.8564661586524375e-05,278.0,128.0
