longname,Population,PW Density (r=1km),AW Density,Population [GHS-POP],PW Density (r=1km) [GHS-POP],AW Density [GHS-POP],Area,Compactness
"Belkofski ANVSA, USA",2.0,0.6366197723675814,0.2796154191113217,,,,7.152681373425088,0.4424933684864554
"Council ANVSA, USA",2.0,0.3183098861837907,0.03482768442004486,,,,57.425580635183216,0.152208911077277
"Ekuk ANVSA, USA",2.0,0.6366197723675814,0.18077686304046517,,,,11.063362680169526,0.466234010218238
"Hamilton ANVSA, USA",2.0,0.6366197723675814,0.13890764587499746,,,,14.398055538280401,0.276970509653653
"Kodiak ANVSA, USA",2.0,0.6366197723675814,0.01602846691853374,,,,124.77799718246273,0.2324143783861888
"Paimiut ANVSA, USA",2.0,0.6366197723675814,0.030440846450647107,,,,65.70119537387188,0.08049969366131056
"Telida ANVSA, USA",2.0,0.6366197723675814,0.45678802229611787,,,,4.378398518303262,0.3214390359182743
"Chuloonawick ANVSA, USA",1.0,0.3183098861837907,0.008391036505520684,,,,119.17478839974939,0.2700374840007089
"Georgetown ANVSA, USA",1.0,0.3183098861837907,0.00859714467517792,,,,116.31768892842375,0.17468658960166922
"Ivanof Bay ANVSA, USA",1.0,0.3183098861837907,0.0927436777835779,,,,10.782406131591536,0.335091371123058
"Mary's Igloo ANVSA, USA",1.0,0.3183098861837907,0.7853849535912677,,,,1.2732609600265183,0.5187645054800699
"Ohogamiut ANVSA, USA",1.0,0.3183098861837907,0.04309329735923823,,,,23.205464916358334,0.1966024863437952
"Solomon ANVSA, USA",1.0,0.3183098861837907,0.04514311604570148,,,,22.151771689566825,0.03802259373631436
"Uyak ANVSA, USA",1.0,0.3183098861837907,0.18040672477742437,,,,5.5430306227982555,0.30133687061947584
