longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"CA-HD034, USA",0.8607726056722212,0.19704917678946884,0.07347635417357556,0.09250915511431623,0.07152280927939206,0.03301721239576058,0.03160208292311495,0.03552201987509074,0.011777540479518067
"CA-HD027, USA",0.690780419206232,0.13387655721063918,0.03830767781929861,0.05882242177184626,0.04999125906438751,0.025062876374405404,0.03729825731592895,0.03646888365279338,0.010580225762736102
"CA-HD011, USA",0.8932651060758527,0.2650044501523322,0.0842543295864727,0.12336606073916472,0.08926176453878609,0.052376624874381425,0.027336121392538715,0.05955694709939047,0.019184078776318655
"CA-HD032, USA",0.8838218615023372,0.2572677718137059,0.092894551976764,0.11864076808064455,0.09332806518840182,0.045298938544659516,0.011549991420005123,0.015710868627786923,0.001939264522854256
"CA-HD017, USA",0.8742763895624645,0.5505688957103305,0.2327642696637641,0.2958725153507413,0.16227407055653206,0.09242230980305716,-0.03387118707134684,-0.013325131373304488,-0.0033591254085566236
"CA-HD006, USA",0.89680036974408,0.35872622491985673,0.13477561099480392,0.17514224549417953,0.12624621878831493,0.05733776063736226,0.009962023155377642,0.012825209723671294,0.008006642386293089
"CA-HD016, USA",0.9671070261394148,0.6652618623238954,0.29335337702657366,0.3849906406599295,0.15670255265746905,0.1235686690064968,-0.013238993389027565,-0.06478360420927876,-0.06582563898518606
"CA-HD042, USA",0.9473658263618339,0.5136347658242775,0.2141052452812689,0.24344455628953532,0.16875855545747528,0.10143165407726694,0.002680641703855846,-0.018955098000873916,-0.028122326123902947
"CA-HD047, USA",0.8772292694771583,0.2839674721788086,0.11503080758926497,0.12162146572588893,0.10606937754846676,0.056276628904452904,0.01114275176533841,-0.026192445571992795,-0.017357710553618816
"CA-HD020, USA",0.8624393081489631,0.3518839188219912,0.11647397283313658,0.1920071270374717,0.088305852197801,0.07157093958671851,-0.003998008571562961,0.02340517979297685,-0.003435800777521314
"CA-HD052, USA",0.7623843022683522,0.3374579027509436,0.10824505638343408,0.13104836347096827,0.15938284577063483,0.04702669350934056,-0.009237133842343814,0.02321821669650409,0.021700782141255634
"CA-HD010, USA",0.8442252460912765,0.27014501528107204,0.08840883485960958,0.13184478563101643,0.08323072491456832,0.0550695047354873,-0.0009215757001113101,0.00955009065634227,0.009662972168308068
"CA-HD040, USA",0.9006089421073501,0.3896406573441701,0.13293047648343753,0.18467004821201558,0.1297223785561276,0.07524823057602695,0.0035502677734776666,0.018409277539127245,0.008625866888349765
