longname,2020 Presidential Election,2016 Presidential Election,2016-2020 Swing,geoid
"Oakland County, Michigan, USA",0.14045148784291117,0.08105349058091438,0.05939799726199679,26125
"Cuyahoga County, Ohio, USA",0.34127488534086026,0.3552129934813538,-0.013938108140493566,39035
"Allegheny County, Pennsylvania, USA",0.20474548688054808,0.16631551569113473,0.03842997118941335,42003
"Salt Lake County, Utah, USA",0.10926566298705691,0.09030844773918341,0.0189572152478735,49035
"Contra Costa County, California, USA",0.45367583294133823,0.4403920282848609,0.013283804656477327,06013
"Fairfax County, Virginia, USA",0.4186606264292491,0.35818011466702254,0.060480511762226574,51059
"Wake County, North Carolina, USA",0.26456786492831363,0.20213639496348448,0.06243146996482915,37183
"Mecklenburg County, North Carolina, USA",0.35075380960863256,0.2940501801090696,0.05670362949956298,37119
"Fulton County, Georgia, USA",0.4648676231298967,0.41630081423855386,0.04856680889134285,13121
"Collin County, Texas, USA",-0.04341487888630622,-0.16569485696920322,0.122279978082897,48085
"Montgomery County, Maryland, USA",0.596466322531731,0.5536910936714439,0.04277522886028717,24031
"Pima County, Arizona, USA",0.1868246742390893,0.13573901906839878,0.051085655170690525,04019
"Honolulu County, Hawaii, USA",0.26866533786090124,0.29884837435150624,-0.030183036490604997,15003
"Fresno County, California, USA",0.07840862242949376,0.06202398575443298,0.01638463667506078,06019
"Westchester County, New York, USA",0.36242238260573345,0.33604417143701204,0.02637821116872141,36119
"St. Louis County, Missouri, USA",0.23992266690521843,0.16418747321943286,0.07573519368578557,29189
"Duval County, Florida, USA",0.03806350424348621,-0.013643799120188146,0.05170730336367435,12031
"Marion County, Indiana, USA",0.2918951420187335,0.22497608203249442,0.0669190599862391,18097
"Capitol Planning Region, Connecticut, USA",0.2689962988430413,0.21691087665999925,0.052085422183042074,09110
"Prince George's County, Maryland, USA",0.8052588971997465,0.7972606211507591,0.007998276048987396,24033
"Pinellas County, Florida, USA",0.0022074763156812826,-0.011049676006701377,0.01325715232238266,12103
"Gwinnett County, Georgia, USA",0.18223825297683915,0.05887411889639377,0.12336413408044539,13135
"Bergen County, New Jersey, USA",0.16446539168174198,0.13279878653743377,0.03166660514430822,34003
"Erie County, New York, USA",0.14726520749105715,0.0640929359165133,0.08317227157454385,36029
"Milwaukee County, Wisconsin, USA",0.3981505841723942,0.3690010399815304,0.029149544190863796,55079
"DuPage County, Illinois, USA",0.18061740306433427,0.1450827835034756,0.03553461956085868,17043
"Shelby County, Tennessee, USA",0.3045173521733136,0.27460778995977586,0.029909562213537744,47157
"Pierce County, Washington, USA",0.11156673080777436,0.0737879679182747,0.03777876288949966,53053
"Kern County, California, USA",-0.10200510533438459,-0.12766312582418826,0.025658020489803673,06029
"Denton County, Texas, USA",-0.08064592719766475,-0.1997930182932877,0.11914709109562294,48121
"Macomb County, Michigan, USA",-0.08075569737302804,-0.11530958359204681,0.03455388621901877,26099
"San Francisco County, California, USA",0.7255184617837726,0.762078826485801,-0.0365603647020285,06075
"Hidalgo County, Texas, USA",0.1705510584741319,0.4023152607678546,-0.23176420229372272,48215
"El Paso County, Texas, USA",0.35175364906016865,0.42760741594994117,-0.07585376688977252,48141
"Essex County, New Jersey, USA",0.5541311097926104,0.5713878538433451,-0.01725674405073474,34013
"Middlesex County, New Jersey, USA",0.22113088401066075,0.21493581762761693,0.006195066383043818,34023
"Worcester County, Massachusetts, USA",0.17844830359963773,0.10539207135246241,0.07305623224717532,25027
"Montgomery County, Pennsylvania, USA",0.262764207881105,0.21475452451994223,0.048009683361162764,42091
"Baltimore County, Maryland, USA",0.2704226234660123,0.17644785272932856,0.09397477073668375,24005
"Ventura County, California, USA",0.2109943534348812,0.17826169600677189,0.032732657428109324,06111
"Hamilton County, Ohio, USA",0.15874563553970672,0.10319544167374102,0.0555501938659657,39061
"Snohomish County, Washington, USA",0.20578046801644384,0.1665176144633236,0.03926285355312023,53061
"Fort Bend County, Texas, USA",0.10556351054139591,0.06635675415620274,0.03920675638519318,48157
"Multnomah County, Oregon, USA",0.6130669306537786,0.5627795331029753,0.05028739755080325,41051
"Essex County, Massachusetts, USA",0.2904020537263576,0.22309757549721387,0.0673044782291437,25009
"Suffolk County, Massachusetts, USA",0.6318682262421413,0.6237073485212878,0.008160877720853499,25025
"Oklahoma County, Oklahoma, USA",-0.011284521951552388,-0.10497112527469146,0.09368660332313908,40109
"Jefferson County, Kentucky, USA",0.2012247698701432,0.13335335465793616,0.06787141521220705,21111
"San Joaquin County, California, USA",0.138808567882232,0.14553671196337645,-0.006728144081144444,06077
"Cobb County, Georgia, USA",0.14320653416161813,0.022012280953531558,0.12119425320808658,13067
"DeKalb County, Georgia, USA",0.6738466527301544,0.6397142833445981,0.034132369385556305,13089
"San Mateo County, California, USA",0.5770888922453421,0.5778701603214406,-0.0007812680760984625,06081
"Lee County, Florida, USA",-0.19167841023382517,-0.2039714666150708,0.012293056381245615,12071
"Monroe County, New York, USA",0.21019809286747834,0.1495416252938431,0.06065646757363524,36055
"El Paso County, Colorado, USA",-0.1079236955953648,-0.22327660407463368,0.11535290847926888,08041
"Norfolk County, Massachusetts, USA",0.36299669031174425,0.2778006614206083,0.08519602889113598,25021
"Polk County, Florida, USA",-0.14399202385866033,-0.13937742404232023,-0.004614599816340104,12105
"Hudson County, New Jersey, USA",0.4632939763858289,0.5236421652421636,-0.06034818885633464,34017
"Jackson County, Missouri, USA",0.22018544271670384,0.1750504355571556,0.04513500715954824,29095
"Davidson County, Tennessee, USA",0.32141504597667087,0.25822522198921366,0.0631898239874572,47037
"Denver County, Colorado, USA",0.613663797710308,0.5480336564114974,0.06563014129881062,08031
"Lake County, Illinois, USA",0.24071990327870765,0.20205587770163486,0.0386640255770728,17097
"Will County, Illinois, USA",0.08345238267723445,0.0631338278994404,0.020318554777794054,17197
"District of Columbia, District of Columbia, USA",0.867518296611184,0.8677600409870583,-0.00024174437587431985,11001
"Bernalillo County, New Mexico, USA",0.244409458736105,0.17734415552430272,0.06706530321180229,35001
"Jefferson County, Alabama, USA",0.13148937204891967,0.07267146641140625,0.05881790563751342,01073
"Tulsa County, Oklahoma, USA",-0.15591703749242752,-0.228347667321265,0.07243062982883747,40143
"Providence County, Rhode Island, USA",0.23080703005604974,0.21035746230014804,0.020449567755901704,44007
"Utah County, Utah, USA",-0.4039941880373029,-0.36551004409550725,-0.03848414394179567,49049
"Kent County, Michigan, USA",0.06145122894143845,-0.030816006022372954,0.09226723496381141,26081
"Arapahoe County, Colorado, USA",0.24641865699058038,0.14135851825595688,0.1050601387346235,08005
"Bucks County, Pennsylvania, USA",0.04373594347499495,0.0077050622470446915,0.036030881227950264,42017
"Monmouth County, New Jersey, USA",-0.02782437773270269,-0.0939750637644775,0.06615068603177482,34025
"Ocean County, New Jersey, USA",-0.28785102353246583,-0.33510781232972536,0.04725678879725953,34029
"Western Connecticut Planning Region, Connecticut, USA",0.2661638349755351,0.19138735332923668,0.07477648164629841,09190
"Montgomery County, Texas, USA",-0.438254714722896,-0.5074160773952916,0.06916136267239559,48339
"Johnson County, Kansas, USA",0.08247360326265299,-0.025952262792580432,0.10842586605523342,20091
"Williamson County, Texas, USA",0.014000477535517277,-0.096303070152511,0.11030354768802828,48491
"Brevard County, Florida, USA",-0.1640633424857521,-0.195405448823954,0.03134210633820189,12009
"Washington County, Oregon, USA",0.3461047373761048,0.26019938194568343,0.08590535543042138,41067
"Anne Arundel County, Maryland, USA",0.14535301367942627,0.022281105031104996,0.12307190864832127,24003
"Baltimore city-County, Maryland, USA",0.7659147789411236,0.7412437697383712,0.024671009202752336,24510
"Douglas County, Nebraska, USA",0.11344203148925028,0.024328220480611597,0.08911381100863869,31055
"Jefferson County, Colorado, USA",0.1854403552551329,0.06871029622297829,0.1167300590321546,08059
"Bristol County, Massachusetts, USA",0.11998344460534703,0.09557817744119337,0.024405267164153657,25005
"Delaware County, Pennsylvania, USA",0.2682279382353276,0.22419629728150497,0.044031640953822615,42045
"Union County, New Jersey, USA",0.3566941117922218,0.3572337016524231,-0.0005395898602012505,34039
"New Castle County, Delaware, USA",0.3708940895467272,0.296000178667107,0.07489391087962022,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.25667811416348674,0.21309485941303535,0.04358325475045138,09170
"Pasco County, Florida, USA",-0.20007950261828977,-0.21359446056929068,0.013514957951000911,12101
"Dane County, Wisconsin, USA",0.5260215066243443,0.4733116102253743,0.05270989639897,55025
"Volusia County, Florida, USA",-0.1403594182578251,-0.12882200563662846,-0.011537412621196647,12127
"Lancaster County, Pennsylvania, USA",-0.15830059342204733,-0.1941877633630836,0.03588716994103627,42071
"Stanislaus County, California, USA",0.007934238823611805,0.01851547456910739,-0.010581235745495585,06099
"Ramsey County, Minnesota, USA",0.45356227004125377,0.39116506738228557,0.0623972026589682,27123
"Guilford County, North Carolina, USA",0.23123153696468618,0.19884326058509397,0.03238827637959221,37081
"Summit County, Ohio, USA",0.0957052982966703,0.08645600388915775,0.009249294407512543,39153
"Spokane County, Washington, USA",-0.043363910232544434,-0.08654937820687565,0.04318546797433122,53063
"Montgomery County, Ohio, USA",0.02246646795827248,-0.007351484860134487,0.029817952818406965,39113
"Chester County, Pennsylvania, USA",0.1710751348543772,0.09511904761904731,0.07595608723532989,42029
"Plymouth County, Massachusetts, USA",0.17356398690582595,0.0742201491701598,0.09934383773566614,25023
"Greenville County, South Carolina, USA",-0.18202557044783152,-0.2479739649465758,0.06594839449874429,45045
"Passaic County, New Jersey, USA",0.165685597429929,0.22495822705030705,-0.05927262962037805,34031
"Sedgwick County, Kansas, USA",-0.11867422481313133,-0.18105506835316326,0.06238084354003193,20173
"Camden County, New Jersey, USA",0.3357998004655812,0.32695770371416294,0.008842096751418282,34007
"Adams County, Colorado, USA",0.16281902759447622,0.085076504641075,0.07774252295340123,08001
"Kane County, Illinois, USA",0.14401176556845946,0.10481904180041826,0.0391927237680412,17089
"Morris County, New Jersey, USA",0.04263761063337784,-0.043161999700090534,0.08579961033346838,34027
"Clark County, Washington, USA",0.050910847013287436,0.0015787370103923382,0.0493321100028951,53011
"Lake County, Indiana, USA",0.15060816404508517,0.20288073765839224,-0.05227257361330706,18089
"Richmond County, New York, USA",-0.14911402565888665,-0.15299414628202945,0.003880120623142802,36085
"Ada County, Idaho, USA",-0.039168970156792646,-0.09237538904987273,0.05320641889308009,16001
"Polk County, Iowa, USA",0.15246082201310326,0.11363175055602402,0.03882907145707924,19153
"Sonoma County, California, USA",0.5149450366751541,0.47640439102213034,0.038540645653023786,06097
"Washoe County, Nevada, USA",0.04509128118889625,0.012559916902521574,0.032531364286374674,32031
"Prince William County, Virginia, USA",0.27029231390181646,0.2108668844837996,0.05942542941801687,51153
"Knox County, Tennessee, USA",-0.15025506807573494,-0.2373471672434871,0.08709209916775215,47093
"Onondaga County, New York, USA",0.20026433061660073,0.13763193245058622,0.06263239816601451,36067
"Tulare County, California, USA",-0.07797173958979553,-0.09572139481278417,0.017749655222988645,06107
"Seminole County, Florida, USA",0.02786264066102561,-0.016295733793673464,0.04415837445469907,12117
"Hampden County, Massachusetts, USA",0.17704747288853667,0.16449359581130932,0.012553877077227354,25013
"Burlington County, New Jersey, USA",0.19598695204916308,0.14822579392810012,0.04776115812106296,34005
"Virginia Beach city-County, Virginia, USA",0.05407780770870102,-0.03542525576423709,0.08950306347293811,51810
"East Baton Rouge Parish, Louisiana, USA",0.13044835768702348,0.09246225017939676,0.037986107507626724,22033
"York County, Pennsylvania, USA",-0.24581185972298403,-0.29130135057722467,0.045489490854240644,42133
"Solano County, California, USA",0.3034530070889544,0.30748813932660907,-0.0040351322376546706,06095
"Naugatuck Valley Planning Region, Connecticut, USA",-0.026421994173760736,-0.10212350446383119,0.07570151029007045,09140
"Santa Barbara County, California, USA",0.32054094754394696,0.285490824581633,0.03505012296231397,06083
"Jefferson Parish, Louisiana, USA",-0.11083063799338068,-0.14714739525357493,0.036316757260194246,22051
"Dakota County, Minnesota, USA",0.13924021673231346,0.04709643968199214,0.09214377705032131,27037
"Monterey County, California, USA",0.41281890128933413,0.4104933826118485,0.0023255186774856496,06053
"Sarasota County, Florida, USA",-0.10421095031063184,-0.11483150773536768,0.010620557424735846,12115
"Lucas County, Ohio, USA",0.16776661720577335,0.17830179033335894,-0.01053517312758559,39095
"Berks County, Pennsylvania, USA",-0.08161541225250842,-0.09935815147625106,0.017742739223742643,42011
"Pinal County, Arizona, USA",-0.17283869580413125,-0.19241614879595567,0.019577452991824423,04021
"Hillsborough County, New Hampshire, USA",0.07672522419146137,-0.001979855900108702,0.07870508009157007,33011
"Clackamas County, Oregon, USA",0.11073467376076249,0.0640508706601315,0.046683803100630986,41005
"Loudoun County, Virginia, USA",0.25032795330737473,0.1685312579541972,0.08179669535317752,51107
"Cameron County, Texas, USA",0.13196847675376916,0.32381712354029624,-0.19184864678652708,48061
"Richland County, South Carolina, USA",0.3831253827507487,0.329137950686324,0.05398743206442469,45079
"Mobile County, Alabama, USA",-0.11869504395771004,-0.13261771540756864,0.013922671449858606,01097
"Charleston County, South Carolina, USA",0.12879141701422,0.07859468093769251,0.0501967360765275,45019
"Waukesha County, Wisconsin, USA",-0.20793017977662498,-0.26649297517530524,0.058562795398680256,55133
"Genesee County, Michigan, USA",0.09342297890798221,0.0946215954635254,-0.0011986165555431944,26049
"St. Charles County, Missouri, USA",-0.17504684853508182,-0.2641466197063827,0.08909977117130088,29183
"Placer County, California, USA",-0.06637551127230601,-0.11952405805470243,0.053148546782396416,06061
"Orange County, New York, USA",0.001115351771492306,-0.05484391996571835,0.05595927173721066,36071
"Manatee County, Florida, USA",-0.16011716450853422,-0.1699519244068002,0.009834759898265988,12081
"Pulaski County, Arkansas, USA",0.22511708912895298,0.17722937111956658,0.047887718009386404,05119
"Butler County, Ohio, USA",-0.23987679121468064,-0.2791500863428158,0.039273295128135155,39017
"Osceola County, Florida, USA",0.13794243700967712,0.24830278343516762,-0.1103603464254905,12097
"Madison County, Alabama, USA",-0.07955146405705459,-0.16340145297418598,0.0838499889171314,01089
"Mercer County, New Jersey, USA",0.40141219904419,0.3742565275444163,0.027155671499773715,34021
"Allen County, Indiana, USA",-0.11178371085706122,-0.19174615141255277,0.07996244055549155,18003
"Orleans Parish, Louisiana, USA",0.6815357189051796,0.6616167708006668,0.01991894810451278,22071
"Lake County, Florida, USA",-0.20044083260653658,-0.2308462399501251,0.030405407343588514,12069
"Lane County, Oregon, USA",0.24310133046573215,0.18552748111487766,0.057573849350854495,41039
"Forsyth County, North Carolina, USA",0.13897777623891808,0.10372082092666698,0.03525695531225109,37067
"Marion County, Florida, USA",-0.25873851939773634,-0.26032924897596016,0.0015907295782238151,12083
"Collier County, Florida, USA",-0.24643234869037997,-0.2573348254503088,0.010902476759928809,12021
"Stark County, Ohio, USA",-0.18537559192402514,-0.17312602328803253,-0.012249568635992608,39151
"Lehigh County, Pennsylvania, USA",0.07607027856417474,0.04741821072965859,0.028652067834516147,42077
"Washtenaw County, Michigan, USA",0.46650175698168983,0.41283712840310016,0.05366462857858967,26161
"Brazoria County, Texas, USA",-0.18196991639412213,-0.2441569456745435,0.06218702928042136,48039
"Bell County, Texas, USA",-0.0851985276842363,-0.14834745718435857,0.06314892950012227,48027
"Hamilton County, Tennessee, USA",-0.09698145650607387,-0.16443836905993503,0.06745691255386116,47065
"Chesterfield County, Virginia, USA",0.06674873947931279,-0.022516188294530098,0.08926492777384289,51041
"Anoka County, Minnesota, USA",-0.0189881211753779,-0.09603354902615187,0.07704542785077396,27003
"Davis County, Utah, USA",-0.2693781008422735,-0.24165414185791073,-0.02772395898436275,49011
"Larimer County, Colorado, USA",0.15436974565164785,0.04940785076104677,0.10496189489060108,08069
"Douglas County, Colorado, USA",-0.07174715571770894,-0.18088533333333282,0.10913817761562387,08035
"Westmoreland County, Pennsylvania, USA",-0.28367219177849834,-0.31229752405738004,0.0286253322788817,42129
"Nueces County, Texas, USA",-0.028926040803658307,-0.015007878096197722,-0.013918162707460584,48355
"Horry County, South Carolina, USA",-0.3318044777535749,-0.37524166486879834,0.04343718711522343,45051
"Galveston County, Texas, USA",-0.22562001838156798,-0.24476388537258326,0.01914386699101528,48167
"Hamilton County, Indiana, USA",-0.06807103692661629,-0.1932536578485032,0.12518262092188692,18057
"Marion County, Oregon, USA",0.011296772868412163,-0.040843320666470694,0.05214009353488286,41047
"Somerset County, New Jersey, USA",0.21083246969187266,0.12854427390212228,0.08228819578975038,34035
"San Juan Municipio, Puerto Rico, USA",,,,72127
"Rutherford County, Tennessee, USA",-0.153877698541776,-0.2588424736587352,0.1049647751169592,47149
"Rockland County, New York, USA",0.01735876099852707,0.06241163102297143,-0.04505287002444436,36087
"Cumberland County, North Carolina, USA",0.1660686374447829,0.15943617307307859,0.006632464371704311,37051
"Henrico County, Virginia, USA",0.2901733305780089,0.20844161742351072,0.0817317131544982,51087
"Howard County, Maryland, USA",0.44270793501655153,0.33979888157935206,0.10290905343719947,24027
"Boulder County, Colorado, USA",0.5656563696260765,0.4833399771452843,0.08231639248079214,08013
"St. Lucie County, Florida, USA",-0.01563107415767223,-0.02400118315691682,0.008370108999244587,12111
"Weld County, Colorado, USA",-0.1801711905018302,-0.22248426011840994,0.04231306961657974,08123
"Spartanburg County, South Carolina, USA",-0.2733238711013001,-0.2995922466936503,0.026268375592350235,45083
"Greater Bridgeport Planning Region, Connecticut, USA",0.3195889869582425,0.248997295736988,0.0705916912212545,09120
"Luzerne County, Pennsylvania, USA",-0.14385504921047684,-0.1943726247008861,0.05051757549040925,42079
"Durham County, North Carolina, USA",0.6237924786286757,0.5947343076451327,0.02905817098354302,37063
"Lancaster County, Nebraska, USA",0.07816594166223799,0.002338404906123371,0.07582753675611462,31109
"Fayette County, Kentucky, USA",0.20783949081289152,0.09458378291091363,0.11325570790197789,21067
"Escambia County, Florida, USA",-0.15068244603643002,-0.20332485795086042,0.05264241191443039,12033
"Albany County, New York, USA",0.3140208650011016,0.25211919012571915,0.06190167487538245,36001
"Rockingham County, New Hampshire, USA",0.021226177179718107,-0.0575201119239625,0.07874628910368062,33015
"Lorain County, Ohio, USA",-0.02448212528039508,0.0009303368548266331,-0.025412462135221713,39093
"Northampton County, Pennsylvania, USA",0.007212972821189458,-0.038049915692368104,0.04526288851355756,42095
"Lubbock County, Texas, USA",-0.32182241480733004,-0.3800309050326744,0.058208490225344356,48303
"McHenry County, Illinois, USA",-0.025055835580990126,-0.07625396825396628,0.051198132672976154,17111
"Cumberland County, Maine, USA",0.3604492160459003,0.26624110379031835,0.09420811225558196,23005
"Gloucester County, New Jersey, USA",0.019472470953466946,-0.004830086998895876,0.024302557952362823,34015
"St. Louis city-County, Missouri, USA",0.6623291203575691,0.6372283854405442,0.025100734917024914,29510
"Greene County, Missouri, USA",-0.20149843384033586,-0.27442095445359793,0.07292252061326207,29077
"Clayton County, Georgia, USA",0.7091058151180474,0.7085850377961982,0.0005207773218491862,13063
"Ottawa County, Michigan, USA",-0.2147224347227906,-0.30472066921686436,0.08999823449407376,26139
"Dutchess County, New York, USA",0.09642604270749909,0.0035463426911036726,0.09287970001639542,36027
"Cleveland County, Oklahoma, USA",-0.14067691896675585,-0.21661946094106962,0.07594254197431377,40027
"Chatham County, Georgia, USA",0.18777982074863742,0.14927072264152028,0.03850909810711714,13051
"Thurston County, Washington, USA",0.18634541496663215,0.15588389848845297,0.030461516478179185,53067
"Lexington County, South Carolina, USA",-0.3009130752962367,-0.36679335369662874,0.06588027840039207,45063
"Leon County, Florida, USA",0.2818572993750627,0.24829519525392452,0.03356210412113819,12073
"Anchorage Municipality, Alaska, USA",0.021548666542065605,-0.053019115180615285,0.07456778172268089,02020
"Dauphin County, Pennsylvania, USA",0.08533060094457542,0.02936456996148981,0.05596603098308561,42043
"Winnebago County, Illinois, USA",0.02501781393637254,0.0007413268918449378,0.0242764870445276,17201
"Ingham County, Michigan, USA",0.32232764343303205,0.26873980082051013,0.05358784261252192,26065
"Benton County, Arkansas, USA",-0.2644814943508806,-0.33943158309787835,0.07495008874699777,05007
"San Luis Obispo County, California, USA",0.13074429900811596,0.08226904487221062,0.04847525413590534,06079
"York County, South Carolina, USA",-0.1646648593632046,-0.22002151158214875,0.05535665221894415,45091
"Merced County, California, USA",0.10599727853390352,0.1227116419103049,-0.016714363376401378,06047
"Southeastern Connecticut Planning Region, Connecticut, USA",0.1689424052899114,0.08465512856815793,0.08428727672175346,09180
"Alachua County, Florida, USA",0.2707641544387538,0.22279784780937942,0.04796630662937437,12001
"Kitsap County, Washington, USA",0.18037691724062313,0.11326888700033388,0.06710803024028925,53035
"Atlantic County, New Jersey, USA",0.06692020978742581,0.07020006778531736,-0.0032798579978915443,34001
"St. Johns County, Florida, USA",-0.266006235859216,-0.3306883124577509,0.06468207659853487,12109
"St. Joseph County, Indiana, USA",0.05854676696960346,0.002065413708624397,0.05648135326097906,18141
"Frederick County, Maryland, USA",0.09610282633612985,-0.023863962303520496,0.11996678863965035,24021
"Erie County, Pennsylvania, USA",0.010343321182677797,-0.015817029651013975,0.026160350833691774,42049
"Santa Cruz County, California, USA",0.6030390079910006,0.5730538555326355,0.029985152458365083,06087
"Buncombe County, North Carolina, USA",0.21109995609227905,0.14187130903047074,0.06922864706180831,37021
"Brown County, Wisconsin, USA",-0.07196505543334962,-0.10719157907791572,0.035226523644566105,55009
"Washington County, Minnesota, USA",0.09233988464259649,0.018428259437723495,0.07391162520487299,27163
"Webb County, Texas, USA",0.2325561035398494,0.5098549969610158,-0.27729889342116637,48479
"Cherokee County, Georgia, USA",-0.3921356072636907,-0.4997339825961507,0.10759837533246003,13057
"Madison County, Illinois, USA",-0.13267947642833755,-0.1528894829427162,0.020210006514378653,17119
"St. Tammany Parish, Louisiana, USA",-0.4419384769110023,-0.5080551803974576,0.06611670348645526,22103
"Marin County, California, USA",0.6654779760856069,0.6294654423156663,0.036012533769940624,06041
"Weber County, Utah, USA",-0.2266777981256085,-0.20112421651751572,-0.02555358160809279,49057
"Kalamazoo County, Michigan, USA",0.18736050663988504,0.1275861249891141,0.05977438165077095,26077
"Harford County, Maryland, USA",-0.1203554991699636,-0.23028756957328336,0.10993207040331976,24025
"McLennan County, Texas, USA",-0.2335192905018794,-0.26806196648751374,0.03454267598563435,48309
"Cumberland County, Pennsylvania, USA",-0.10570288498887752,-0.18082176011577436,0.07511887512689684,42041
"St. Clair County, Illinois, USA",0.08724334452338216,0.056674607738435856,0.0305687367849463,17163
"Yakima County, Washington, USA",-0.07669036926147887,-0.1343279742765267,0.05763760501504783,53077
"Jefferson County, Texas, USA",-0.015797971696620564,-0.004782231555882716,-0.011015740140737848,48245
"Clay County, Missouri, USA",-0.04113713960546454,-0.11112328366929536,0.06998614406383082,29047
"Forsyth County, Georgia, USA",-0.3319206527203123,-0.47625354194899494,0.14433288922868265,13117
"Chesapeake city-County, Virginia, USA",0.06416064093299656,-0.012979213406181531,0.0771398543391781,51550
"Williamson County, Tennessee, USA",-0.2613364811562487,-0.35003905110519606,0.08870256994894737,47187
"Washington County, Arkansas, USA",-0.039038465618567705,-0.09907037539243135,0.06003190977386365,05143
"Warren County, Ohio, USA",-0.3080127851868168,-0.3760833818642726,0.0680705966774558,39165
"Lafayette Parish, Louisiana, USA",-0.2867072414666302,-0.33587114002443313,0.049163898557802954,22055
"Hays County, Texas, USA",0.10824488286082327,-0.008250134646935784,0.11649501750775906,48209
"Henry County, Georgia, USA",0.20445167155969615,0.044034024412145115,0.16041764714755102,13151
"Arlington County, Virginia, USA",0.635245870282099,0.5919778471884551,0.04326802309364386,51013
"Union County, North Carolina, USA",-0.24163619848715062,-0.3062296301757868,0.06459343168863618,37179
"Norfolk city-County, Virginia, USA",0.45612532125810973,0.4253882592792471,0.030737061978862612,51710
"Caddo Parish, Louisiana, USA",0.06727814258562333,0.042087930814490464,0.025190211771132863,22017
"Sussex County, Delaware, USA",-0.11246830354381541,-0.21997108379085656,0.10750278024704114,10005
"Yavapai County, Arizona, USA",-0.29272941817191733,-0.3122761031017893,0.019546684929871994,04025
"Saratoga County, New York, USA",0.05401982586408163,-0.03209634161305485,0.08611616747713649,36091
"Brazos County, Texas, USA",-0.14320311306004138,-0.23236125576551298,0.0891581427054716,48041
"Smith County, Texas, USA",-0.3943284260487526,-0.43209867478283137,0.03777024873407875,48423
"Lake County, Ohio, USA",-0.1361392967720174,-0.15401067673971314,0.01787137996769575,39085
"Oneida County, New York, USA",-0.15576101023569264,-0.19442033205506917,0.038659321819376535,36065
"Baldwin County, Alabama, USA",-0.5376234283682432,-0.5716011132699672,0.03397768490172404,01003
"Canyon County, Idaho, USA",-0.39683663311580525,-0.41683039087723683,0.019993757761431585,16027
"Linn County, Iowa, USA",0.13736161845877162,0.09003812625720449,0.04732349220156713,19113
