longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"California, USA",0.12250709264100412,0.30464197005994303,0.27003286001455507,0.42532516992550196,0.6129840090266853,0.2244845393145008,0.16253145165881405
"Texas, USA",0.14030571159860003,0.3740709965359937,0.2993168024447078,0.32661220101929855,0.6514849513611538,0.23174304089132394,0.11677200774752242
"Florida, USA",0.1311516951044105,0.407230923989811,0.30989142390750213,0.28287765210268684,0.6973408040545793,0.20704520960785153,0.09561398633756914
"New York, USA",0.134504097076579,0.3509821146721018,0.26600534552979727,0.3830125397981009,0.6063857474567722,0.24499718494793488,0.1486170675952929
"Pennsylvania, USA",0.11797981838793209,0.3751191516136195,0.30287689479309177,0.3220039535932887,0.6520405591748497,0.24195613857302176,0.10600330225212842
"Illinois, USA",0.11838032673868128,0.3521671491422119,0.29120757734496716,0.35662527351282103,0.6191092879869021,0.24949850786228403,0.13139220415081374
"Ohio, USA",0.13351448399213225,0.40816019403612974,0.31234793235065306,0.27949187361321715,0.6770268005644614,0.23466293126314383,0.08831026817239465
"Georgia, USA",0.13916990088892278,0.3896795721631271,0.3027324813305431,0.30758794650632987,0.6686541907642616,0.2241587657672632,0.10718704346847528
"North Carolina, USA",0.13670465639786233,0.4189540703360467,0.3034982778492737,0.2775476518146796,0.6894539097441424,0.21467154897448806,0.09587454128136956
"Michigan, USA",0.13299468934063347,0.399770127732515,0.3113394241990807,0.2888904480684042,0.6781329224520588,0.2277683054132707,0.09409877213467047
"New Jersey, USA",0.09757214484469488,0.28611790943855825,0.2602239085082607,0.45365818205318104,0.5604366011258819,0.2583881315744197,0.1811752672996985
"Virginia, USA",0.09939517121879185,0.31059856849497547,0.2856921466585246,0.4037092848464999,0.5938055444594792,0.2435601068401052,0.16263434870041563
"Washington, USA",0.09987252663975245,0.29360996697364605,0.2970121616752311,0.4093778713511229,0.584944417444346,0.2559786995003485,0.15907688305530554
"Arizona, USA",0.13498022964993767,0.3770782584457867,0.31660404455727975,0.30631769699693356,0.670016385554703,0.22576587838277176,0.1042177360625252
"Massachusetts, USA",0.09896649282140249,0.297083185666639,0.2513286819239444,0.4515881324094166,0.5613944835948824,0.26432961947568406,0.17427589692943352
"Tennessee, USA",0.14282726167135662,0.4311323022376781,0.3097483244461881,0.25911937331613394,0.7083495284276903,0.20779255856576323,0.0838579130065465
"Indiana, USA",0.12502135195951836,0.40399992831533016,0.326102714218006,0.26989735746666377,0.6904483397494184,0.22765177118120697,0.08189988906937457
"Maryland, USA",0.09157571386287648,0.26853396798340545,0.27301457725002454,0.4584514547665699,0.5457599980177892,0.2719678978756648,0.18227210410654596
"Missouri, USA",0.1276866890964888,0.4127450648026447,0.31495494086772224,0.2722999943296331,0.6902642393189318,0.22321008580146096,0.08652567487960738
"Wisconsin, USA",0.10662780714153647,0.36623696308520104,0.3312033512070368,0.3025596857077622,0.6495459111554417,0.2630991597894986,0.08735492905505973
"Colorado, USA",0.09561742184620534,0.3007220633047581,0.3023433057096728,0.3969346309855691,0.5899823133419047,0.2653826876230841,0.1446349990350113
"Minnesota, USA",0.09230208637216157,0.31357948315405987,0.3095664372617531,0.376854079584187,0.6045705768945393,0.2734768214841066,0.12195260162135418
"South Carolina, USA",0.145234122982723,0.43321824801699815,0.30697152154720264,0.2598102304357992,0.7039678062624877,0.2110810180438831,0.08495117569362919
"Alabama, USA",0.1578534571229488,0.4606021353559933,0.29353817661752385,0.24585968802648284,0.71591519601127,0.2040359155301678,0.08004888845856216
"Louisiana, USA",0.18768130686680923,0.4723849609913936,0.2751412975211259,0.2524737414874804,0.7053175213041137,0.20673445718358952,0.0879480215122967
"Kentucky, USA",0.16267845917340354,0.4554169250924579,0.30333842111155307,0.241244653795989,0.7206204034861836,0.20782285252092217,0.07155674399289419
"Oregon, USA",0.12075289480632641,0.3572416469362007,0.3092878102999233,0.3334705427638759,0.6507593043862221,0.23554052829216976,0.11370016732160827
"Oklahoma, USA",0.15213173638316965,0.43870011896320293,0.31360264351475897,0.24769723752203812,0.7037945490650843,0.2166335926431983,0.0795718582917173
"Connecticut, USA",0.10031623846773832,0.30696875845533933,0.2703990055331834,0.42263223601147726,0.5757024930466135,0.2595883109053714,0.16470919604801526
"Puerto Rico, USA",0.42673355531560775,0.7940027337010681,0.1526882893793316,0.053308976919600334,0.9222000789349201,0.05968132287339997,0.01811859819167999
"Utah, USA",0.08750014138974177,0.2907132097777683,0.3326732136862442,0.3766135765359875,0.6550967655515479,0.23695324219981276,0.1079499922486393
"Iowa, USA",0.1101261817585306,0.3785074453735541,0.33026750675801186,0.2912250478684341,0.666373914031537,0.25061063700182573,0.0830154489666373
"Nevada, USA",0.12882574328087606,0.3787006809393039,0.3180772922154346,0.30322202684526145,0.6756545184885184,0.22633927148431274,0.09800621002716887
"Arkansas, USA",0.16010840765245202,0.4823192130857798,0.29923054150753337,0.21845024540668675,0.7377387951564868,0.1949137363941801,0.06734746844933319
"Mississippi, USA",0.19384072479673642,0.5069434664029231,0.2876454714990422,0.20541106209803478,0.7520569899912043,0.18774537017654205,0.060197639832253645
"Kansas, USA",0.11478190284358028,0.3860764491488395,0.32105097838275115,0.2928725724684094,0.6688647261828432,0.23926544824396845,0.0918698255731883
"New Mexico, USA",0.18325224170785734,0.46787095221139524,0.29295156946624606,0.2391774783223587,0.7167952334647063,0.20054977339028068,0.08265499314501304
"Nebraska, USA",0.1028972643557622,0.37002124183219604,0.32882199761893277,0.3011567605488712,0.6579071011724854,0.25382802838909935,0.08826487043841529
"Idaho, USA",0.11374184038744999,0.38391206222483304,0.3414026154274609,0.27468532234770604,0.709971400169672,0.20879207821517004,0.08123652161515799
"West Virginia, USA",0.16882673262770864,0.49274025989950077,0.29538102962285223,0.2118787104776471,0.7425399762551749,0.19289907031838052,0.06456095342644458
"Hawaii, USA",0.09453271842065937,0.27545561894367726,0.28724504145110746,0.4372993396052152,0.6106974077368394,0.2671712216882254,0.12213137057493523
"New Hampshire, USA",0.07396589946617482,0.29081250834346806,0.29598184130770594,0.41320565034882606,0.5985688120988459,0.2686326345163844,0.1327985533847696
"Maine, USA",0.11047756013620519,0.3990637893208785,0.31842153271627743,0.28251467796284413,0.6867771783346526,0.23139432209133173,0.0818284995740158
"Rhode Island, USA",0.11258375785530698,0.3495862611327014,0.28797979923412387,0.3624339396331747,0.6321712381125842,0.25633681139252223,0.1114919504948936
"Montana, USA",0.12485664157736039,0.4137751700532211,0.3217390905904266,0.2644857393563523,0.6993220812587553,0.2184522977896857,0.08222562095155904
"Delaware, USA",0.11436085146079723,0.34077792423633163,0.31357201332407314,0.3456500624395953,0.6270107825449412,0.25816615046601304,0.11482306698904558
"South Dakota, USA",0.1245828815893574,0.3908189913210461,0.3341990115073501,0.2749819971716038,0.6882053793238964,0.23532943563416106,0.07646518504194263
"North Dakota, USA",0.10723002711189074,0.36583365460195516,0.31607790626709825,0.3180884391309465,0.6319247170911401,0.2684412229778887,0.0996340599309712
"Alaska, USA",0.10436971324349169,0.2904279651202727,0.3137680523980769,0.39580398248165044,0.6079118522058118,0.2599412495684284,0.13214689822575973
"District of Columbia, USA",0.15442337070826054,0.2929499187980442,0.2353282785503293,0.47172180265162644,0.4442333531783993,0.2731583608326781,0.2826082859889226
"Vermont, USA",0.10526799446745613,0.3656261444762274,0.31656803188246,0.3178058236413125,0.6629353112454742,0.2469568122835433,0.09010787647098245
"Wyoming, USA",0.10735522256657117,0.36196364235453254,0.3259224896272756,0.31211386801819185,0.6433649401333738,0.26016643301000303,0.09646862685662322
