longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"Central District of California, CA, USA",0.12759288996939258,0.3180029063441749,0.2797923126613512,0.40220478099447404,0.6405943776190162,0.21882752901471605,0.14057809336626784
"Middle District of Florida, FL, USA",0.12580849473245728,0.40389441832095363,0.31676578868856275,0.2793397929904836,0.6952336278044744,0.21165954618539048,0.09310682601013523
"Southern District of Texas, TX, USA",0.16258800427245668,0.3890389459316194,0.28768984320991003,0.32327121085847044,0.6591652241005573,0.22175429579424402,0.11908048010519859
"Northern District of Illinois, IL, USA",0.11135232939751091,0.3246044062298403,0.2832177726609733,0.39217782110918636,0.5960703075936055,0.2534223411162693,0.15050735129012519
"District of New Jersey, NJ, USA",0.0975760047262457,0.2861241323773381,0.260227039808429,0.45364882781423294,0.5604423180899147,0.25838541959015876,0.18117226231992659
"Eastern District of New York, NY, USA",0.11885134697583855,0.3074068502331409,0.2518270316023183,0.4407661181645408,0.5825431536748978,0.2537153224278982,0.163741523897204
"Northern District of California, CA, USA",0.08656757587960398,0.22807390691777316,0.21913260220716552,0.5527934908750615,0.5121304051609109,0.232077408271274,0.25579218656781516
"Eastern District of California, CA, USA",0.15157551300407643,0.3637311367463758,0.30029083285042213,0.33597803040320207,0.664968206116408,0.22338232057932614,0.11164947330426592
"Western District of Texas, TX, USA",0.13604298631663983,0.37170471602803346,0.30385253928918393,0.32444274468278256,0.6505760318336499,0.2368316859206814,0.11259228224566874
"Northern District of Texas, TX, USA",0.12865778189190358,0.37363233095856163,0.31364911436075826,0.3127185546806801,0.6579430893159354,0.23685832975557605,0.10519858092848848
"District of Arizona, AZ, USA",0.13497696675016269,0.37706682966619776,0.3166091218327038,0.30632404850109834,0.6700127374146632,0.22576840285696131,0.10421885972837541
"Northern District of Georgia, GA, USA",0.11606596759611483,0.3444126703077474,0.30655765929918855,0.34902967039306404,0.6362774363937603,0.23661256180463386,0.12711000180160587
"District of Massachusetts, MA, USA",0.09896373560858433,0.2970766983034685,0.2513242732204738,0.4515990284760579,0.5613839730831688,0.26433227020768185,0.17428375670914936
"Southern District of Florida, FL, USA",0.13453123229182246,0.4066527296453548,0.2965445756025771,0.29680269475206805,0.6972521952844571,0.19914252716060724,0.10360527755493548
"Eastern District of Michigan, MI, USA",0.13855062295677095,0.39973067947150837,0.30059563548019774,0.2996736850482939,0.6656184736581732,0.2293749890417102,0.10500653730011655
"Eastern District of Virginia, VA, USA",0.08589596510792355,0.2634599042780194,0.275342992966862,0.4611971027551187,0.5484785944461557,0.2559273746820498,0.19559403087179453
"District of Maryland, MD, USA",0.09157563045256324,0.2685335415921778,0.27301454741439624,0.458451910993426,0.5457596067710206,0.2719680550604809,0.18227233816849842
"Southern District of Ohio, OH, USA",0.13159654577810687,0.38791345890478246,0.31022831482785485,0.30185822626736264,0.6605311402465224,0.24086183113057713,0.09860702862290058
"Western District of Washington, WA, USA",0.09043405783658806,0.26743028461569907,0.29058761925297744,0.44198209613132355,0.5568982909692121,0.2649874511451202,0.17811425788566773
