longname,Silent %,Boomer %,Gen X %,Millennial %,Gen Z %,Gen Alpha %,geoid
"Palm Beach County, Florida, USA",0.11937824771659916,0.2532613032520875,0.18458743492752197,0.1766393268310934,0.16405049036849745,0.10208319690420052,12099
"Bronx County, New York, USA",0.05577423091324063,0.18946315629704685,0.18719468340598203,0.22101406012815394,0.21003224431623907,0.1365216249393375,36005
"Hillsborough County, Florida, USA",0.05555375185769192,0.20896306511579987,0.20055535828814514,0.22359327336926801,0.19073646415584197,0.12059808721325314,12057
"Orange County, Florida, USA",0.046050601830279016,0.18822737560011094,0.20215341122267513,0.24026400954927998,0.20358183168327462,0.11972277011438026,12095
"Nassau County, New York, USA",0.07620870946054434,0.24613195077480196,0.19994850206965054,0.17497259596634931,0.18817394594859976,0.11456429578005417,36059
"Franklin County, Ohio, USA",0.04482421562761203,0.18920324178325562,0.1813918717903039,0.2534618658067382,0.19703821108131964,0.1340805939107707,39049
"Travis County, Texas, USA",0.03393529711033707,0.1707318612236203,0.20599466001995614,0.28475818251373447,0.18715565213618984,0.11742434699616226,48453
"Hennepin County, Minnesota, USA",0.05564822956774187,0.21262191181020304,0.18534688726842752,0.24200040463424435,0.17979458120749378,0.12458798551188936,27053
"Oakland County, Michigan, USA",0.06684759151655267,0.24612750327637958,0.20045550923243535,0.19701285315920095,0.18069266649004045,0.10886387632539096,26125
"Cuyahoga County, Ohio, USA",0.07636381713701638,0.24743228657695002,0.17976439075887693,0.2017952772154406,0.18265689014752048,0.11198733816419552,39035
"Allegheny County, Pennsylvania, USA",0.07980890431790558,0.25205862179176336,0.17631774688199234,0.2165478879392631,0.17265552508149667,0.10261131398757899,42003
"Salt Lake County, Utah, USA",0.04073275145717619,0.1697884058292164,0.18440320762001414,0.241510707549703,0.2175421939759541,0.14602273356793624,49035
"Contra Costa County, California, USA",0.06401219526391988,0.2271151974637978,0.2081221550355744,0.1937538041227433,0.19021210473243588,0.11678454338152873,06013
"Fairfax County, Virginia, USA",0.052695298779489204,0.21109867495169368,0.2104390047591872,0.20747060640129236,0.19114878690503767,0.12714762820329978,51059
"Wake County, North Carolina, USA",0.043363048945846194,0.1901925000202178,0.21827272049263113,0.2199153010693843,0.20309502436464488,0.12516140510727575,37183
"Mecklenburg County, North Carolina, USA",0.042135035568182495,0.18238684667533786,0.20539535542750836,0.2459554362279564,0.19341153004948272,0.13071579605153216,37119
"Fulton County, Georgia, USA",0.04432447401181582,0.18793802312806346,0.2042038084763163,0.24685771324854713,0.19971595158559494,0.1169600295496623,13121
"Collin County, Texas, USA",0.039953436764122274,0.18249915594259947,0.23264977537893725,0.20434815930375444,0.20846061735088084,0.13208885525970587,48085
"Montgomery County, Maryland, USA",0.06563414109044859,0.22290171972803052,0.20603089958004386,0.19515119729833522,0.18629074396507722,0.12399129833806466,24031
"Pima County, Arizona, USA",0.08350216363641638,0.23844055869063008,0.16484890291701992,0.18880783102091442,0.21266048540040525,0.11174005833461388,04019
"Honolulu County, Hawaii, USA",0.0798002121498967,0.21832841029635694,0.18083326265994137,0.21722662429488598,0.1828151307363039,0.12099635986261519,15003
"Fresno County, California, USA",0.04855206100782533,0.17733539351044167,0.17096944624432994,0.22057419129741343,0.22819518516672588,0.15437372277326367,06019
"Westchester County, New York, USA",0.07633030702753298,0.23247256889418702,0.2072269001136152,0.1774178620966556,0.19333990997964923,0.11321245188835989,36119
"St. Louis County, Missouri, USA",0.07603279262149344,0.2452368165942187,0.18219413321742306,0.1906933123125393,0.1879803572261651,0.11786258802816045,29189
"Duval County, Florida, USA",0.05332597220543943,0.21641063017480963,0.18564503805368945,0.23058027441998563,0.18519168453477178,0.12884640061130406,12031
"Marion County, Indiana, USA",0.04809796790649607,0.19653609642491013,0.17466391347667276,0.23875809402790132,0.20215937009433313,0.13978455806968657,18097
"Capitol Planning Region, Connecticut, USA",0.07224229838017997,0.23558104074313715,0.18954275470176038,0.1920352552173416,0.2049157066950809,0.10568294426250004,09110
"Prince George's County, Maryland, USA",0.048774910808161154,0.21830779302272846,0.20098625239750384,0.21391215191168628,0.19209682521949534,0.12592206664042502,24033
"Pinellas County, Florida, USA",0.11170712109023634,0.2990935993264694,0.18444244733943121,0.1786832324564579,0.13936875869443768,0.08670484109296753,12103
"Gwinnett County, Georgia, USA",0.034739941605932176,0.18521853664143612,0.2178253324621748,0.20212697909242794,0.2236268808078077,0.13646232939022115,13135
"Bergen County, New Jersey, USA",0.07517374464704883,0.23966845019669997,0.20979685806297868,0.18166507341714802,0.18535455660617872,0.10834131706994585,34003
"Erie County, New York, USA",0.07522888445480987,0.24919054663767548,0.1781829285627793,0.20293456457989992,0.1834497717736377,0.11101330399119783,36029
"Milwaukee County, Wisconsin, USA",0.053729592693710006,0.20215570016096743,0.17557429351090503,0.23214940612145846,0.20283202426439817,0.13355898324856094,55079
"DuPage County, Illinois, USA",0.06196913800966536,0.2354923594413419,0.1975839690652116,0.19242817104060156,0.19152141005080797,0.1210049523923717,17043
"Shelby County, Tennessee, USA",0.050225037613890786,0.21045160346026223,0.18438555368293288,0.21238341846234,0.20495642384989762,0.13759796293067647,47157
"Pierce County, Washington, USA",0.05187146821427774,0.20940216719821303,0.18860047037455865,0.2259165149283004,0.19273759432771406,0.13147178495693618,53053
"Kern County, California, USA",0.04164545654307884,0.17250925055845703,0.17336832957716297,0.2222463922545963,0.23453961425364453,0.15569095681306033,06029
"Denton County, Texas, USA",0.03635990983121272,0.18191413318341018,0.22118009024618376,0.22402885490569388,0.20769340157660607,0.1288236102568933,48121
"Macomb County, Michigan, USA",0.06952041978198728,0.2454377828813478,0.1973079989944535,0.19634340132154413,0.17983604114555105,0.11155435587511615,26099
"San Francisco County, California, USA",0.06856273168457469,0.20834822769928565,0.20127611526642802,0.317541184654591,0.1247948485661311,0.07947689212898952,06075
"Hidalgo County, Texas, USA",0.04723932829450237,0.1470687103850516,0.17536794901562586,0.19588021860347482,0.2606087489906744,0.17383504471067096,48215
"El Paso County, Texas, USA",0.05059472274356916,0.17558237505592753,0.17626803488730258,0.21431285844610826,0.23915350064208,0.14408850822501243,48141
"Essex County, New Jersey, USA",0.05638697910732077,0.20300183754831638,0.20957200586174052,0.2052396065036317,0.19435855838545485,0.13144101259353577,34013
"Middlesex County, New Jersey, USA",0.06209113033757562,0.22078903548097867,0.2043911641068046,0.2018805966673266,0.19413346996285313,0.11671460344446136,34023
"Worcester County, Massachusetts, USA",0.06251794346321146,0.23838022169367643,0.20111150272273787,0.19139227269862674,0.1969953014385109,0.10960275798323661,25027
"Montgomery County, Pennsylvania, USA",0.07589817720269337,0.24262360587149967,0.19778702299944761,0.18769288627202138,0.1815428551281602,0.11445545252617784,42091
"Baltimore County, Maryland, USA",0.07240225276764409,0.23648491317760928,0.18452376666346312,0.2004247206001164,0.18744198922633454,0.11872235756483258,24005
"Ventura County, California, USA",0.06414767546392763,0.22566429034534477,0.1940869003149522,0.19617582748469423,0.2019435034525371,0.11798180293854399,06111
"Hamilton County, Ohio, USA",0.06161177566250218,0.22392022157984398,0.17180541612743283,0.2181980914137804,0.1979087797385077,0.12655571547793282,39061
"Snohomish County, Washington, USA",0.049149753385233724,0.2203925946800672,0.20365883140295352,0.22504883447210705,0.17741973456187993,0.12433025149775857,53061
"Fort Bend County, Texas, USA",0.03700323745779589,0.19298025907101937,0.22037527727939507,0.19296661983863603,0.21606156005539925,0.14061304629775453,48157
"Multnomah County, Oregon, USA",0.048046294503689704,0.20140909421523082,0.21241786080278344,0.27476533365584643,0.1610180721032185,0.10234334471923119,41051
"Essex County, Massachusetts, USA",0.06947307916786098,0.24468595937235385,0.1954337450650884,0.18611290242097464,0.19291887331918703,0.11137544065453513,25009
"Suffolk County, Massachusetts, USA",0.049321888396570784,0.17670405543502715,0.16828619055274677,0.30305384561509957,0.2096209351463117,0.093013084854244,25025
"Oklahoma County, Oklahoma, USA",0.05300415456078738,0.2022927207948027,0.1756193279372087,0.22256611769822685,0.20433586450518235,0.14218181450379203,40109
"Jefferson County, Kentucky, USA",0.06320848639693269,0.23264044159195565,0.18312407345002688,0.21324391472088478,0.18663871694370793,0.12114436689649219,21111
"San Joaquin County, California, USA",0.05001516711044499,0.18902108617252228,0.1853913503395101,0.2086929580532165,0.22415563270184555,0.14272380562246068,06077
"Cobb County, Georgia, USA",0.044407868852458926,0.20362491803278607,0.20996327868852416,0.21883934426229534,0.19833311475409884,0.12483147540983648,13067
"DeKalb County, Georgia, USA",0.0457210966292587,0.19928395564289617,0.1980516989822294,0.2420896803610245,0.1841252743232636,0.13072829406132777,13089
"San Mateo County, California, USA",0.06920821166570419,0.2242698471750144,0.20584494579692494,0.22426907344933789,0.16484979278572023,0.11155812912729833,06081
"Lee County, Florida, USA",0.12785360334309814,0.2983325775681009,0.1678480625536116,0.16107260061627926,0.15302717328288376,0.09186598263602627,12071
"Monroe County, New York, USA",0.07227545919659423,0.24089837340658676,0.17844576970993253,0.20219793980936263,0.1965454111575776,0.1096370467199463,36055
"El Paso County, Colorado, USA",0.047822441389386745,0.19830477518762063,0.17877758960395015,0.22784253171282395,0.2152874631954133,0.1319651989108053,08041
"Norfolk County, Massachusetts, USA",0.07125674050018678,0.23625994837837588,0.20193541494297781,0.19404147835725818,0.18822050194973777,0.10828591587146369,25021
"Polk County, Florida, USA",0.08569890120984681,0.23587109548088234,0.17946485161565293,0.192864594726481,0.18906173753554667,0.11703881943159038,12105
"Hudson County, New Jersey, USA",0.04947157940855693,0.17812587809291558,0.19449204608413478,0.29520679349698475,0.15765475899254702,0.12504894392486104,34017
"Jackson County, Missouri, USA",0.06024011923239228,0.21936572966046003,0.17990855671880973,0.2221628677465439,0.18809106191699984,0.1302316647247941,29095
"Davidson County, Tennessee, USA",0.04605278145469818,0.19224019166418155,0.17847319404769488,0.2783547421655056,0.1833068719063044,0.12157221876161534,47037
"Denver County, Colorado, USA",0.04399848136754819,0.17074746168845156,0.18956508813611364,0.3230540677148676,0.16299560898380316,0.10963929210921591,08031
"Lake County, Illinois, USA",0.056244786447282376,0.22497914578912895,0.20060771129934296,0.17522855655270156,0.22020227184933414,0.12273752806220994,17097
"Will County, Illinois, USA",0.04985475364121082,0.21046290725341427,0.21670785450378544,0.1843573333256754,0.21871531282892287,0.1199018384469911,17197
"District of Columbia, District of Columbia, USA",0.05009188568915752,0.17182016578757245,0.17499104636341542,0.31702687770193844,0.17185475819301205,0.1142152662649042,11001
"Bernalillo County, New Mexico, USA",0.06385210669724808,0.23026911377513445,0.18213444872644005,0.21732830161841687,0.19478189234559912,0.1116341368371613,35001
"Jefferson County, Alabama, USA",0.06186824506698586,0.22715474529258295,0.1834794380553721,0.20983714018824873,0.19067042008659565,0.12699001131021473,01073
"Tulsa County, Oklahoma, USA",0.05707789596793081,0.20715658008824667,0.18041399203569677,0.21416768803421202,0.20222470960689526,0.13895913426701847,40143
"Providence County, Rhode Island, USA",0.06442711490410011,0.21916705532561476,0.1843367006832388,0.22024333908584992,0.20018161985007998,0.1116441701511164,44007
"Utah County, Utah, USA",0.029989279075686534,0.11379605562540034,0.14823567522540973,0.21056666640957006,0.31287667851881545,0.18453564514511794,49049
"Kent County, Michigan, USA",0.0539408633836064,0.20689876297411514,0.1790496489851251,0.22543430265757516,0.20055789836905535,0.13411852363052293,26081
"Arapahoe County, Colorado, USA",0.04792802739367072,0.2054745620536334,0.20173627047154888,0.22980781895235056,0.19095042494893988,0.12410289617985662,08005
"Bucks County, Pennsylvania, USA",0.07720856005916286,0.2703030372148782,0.2002944314015101,0.16972155953675347,0.1817566434768768,0.10071576831081851,42017
"Monmouth County, New Jersey, USA",0.07252221334177221,0.26422939336443074,0.20241348202708467,0.1659062201999561,0.18734204849290853,0.10758664257384781,34025
"Ocean County, New Jersey, USA",0.10086326967639109,0.2568537309463472,0.16217237038935242,0.1616889584822326,0.18072034396684622,0.13770132653883038,34029
"Western Connecticut Planning Region, Connecticut, USA",0.06682696097990157,0.23977632556561243,0.2116937478159071,0.17595274121464566,0.19167866535252595,0.11407155907140736,09190
"Montgomery County, Texas, USA",0.04785863134643324,0.20723553821634588,0.2069246824419123,0.19232597422035266,0.20611053636601326,0.13954463740894277,48339
"Johnson County, Kansas, USA",0.05616091110692497,0.21506095968959926,0.19716799360162846,0.2097317377064351,0.1910505425065358,0.1308278553888763,20091
"Williamson County, Texas, USA",0.04501663684033523,0.1820284947081493,0.21748380675241094,0.22356229478554634,0.1980417703828751,0.13386699653068312,48491
"Brevard County, Florida, USA",0.10421179142016045,0.29608376705736406,0.17982356256015486,0.164734786966836,0.1628081712443874,0.09233792075109741,12009
"Washington County, Oregon, USA",0.051114882012298614,0.1986669324537787,0.20801917687518143,0.2343991061512405,0.18926610929545828,0.11853379321204265,41067
"Anne Arundel County, Maryland, USA",0.05795541249690085,0.22378362594076967,0.20021484201052733,0.20838066361027985,0.18726602913257157,0.12239942680895086,24003
"Baltimore city-County, Maryland, USA",0.05458433089041283,0.2143375218102276,0.1691009125914751,0.26261864877900226,0.18263384858702858,0.11672473734185355,24510
"Douglas County, Nebraska, USA",0.04963448410511227,0.1976671256852884,0.17999865231671927,0.22524798236262808,0.20487550343745553,0.1425762520927964,31055
"Jefferson County, Colorado, USA",0.06211518662777828,0.2457384898455079,0.19465856608443044,0.22619475588454901,0.16691068899328354,0.1043823125644508,08059
"Bristol County, Massachusetts, USA",0.06946384072705034,0.24070278503368014,0.20130200546772659,0.1913365097257735,0.1910608540406682,0.10613400500510116,25005
"Delaware County, Pennsylvania, USA",0.06868294822179623,0.2345578207272847,0.1835951623139089,0.19467543158951514,0.19952049409962144,0.1189681430478735,42045
"Union County, New Jersey, USA",0.060050480121353396,0.21502463252454979,0.21036806567075764,0.1953154271146789,0.19175995681312039,0.12748143775553988,34039
"New Castle County, Delaware, USA",0.06298915529511903,0.2305547709380905,0.19122685877160686,0.20801907918140788,0.19356955907721246,0.11364057673656318,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.07208115337670001,0.23681935702803394,0.18429783372344755,0.20196476220476056,0.20218547268162715,0.10265142098543084,09170
"Pasco County, Florida, USA",0.09761110716895637,0.2595267221170729,0.19228852411265335,0.1756730961365945,0.16894827621942274,0.10595227424530015,12101
"Dane County, Wisconsin, USA",0.0514425517665993,0.2031688251835376,0.17948994912453178,0.22830051451552974,0.22817809654457308,0.1094200628652286,55025
"Volusia County, Florida, USA",0.10395001302882906,0.2938265215941456,0.17349116135157233,0.1714338818804517,0.16057713158024275,0.09672129056475859,12127
"Lancaster County, Pennsylvania, USA",0.07909097514896109,0.23195938090393767,0.17468391222206126,0.18973804679552383,0.19616879813980553,0.12835888678971044,42071
"Stanislaus County, California, USA",0.051547720629618154,0.19082623772262683,0.18080281766852427,0.21035202701476063,0.22289355676185943,0.14357764020261077,06099
"Ramsey County, Minnesota, USA",0.057539722267222405,0.2085962826984021,0.1677136101438541,0.2355704734635772,0.19849393039752333,0.13208598102942076,27123
"Guilford County, North Carolina, USA",0.06057580833420637,0.2169888445507786,0.19304165153293718,0.19707362310384263,0.21290098704009133,0.11941908543814403,37081
"Summit County, Ohio, USA",0.07180238527324084,0.25276052737218524,0.18741247615929302,0.19383536175904179,0.18133922344501172,0.11285002599122737,39153
"Spokane County, Washington, USA",0.061443863045813535,0.2301266094299476,0.17958255954632052,0.21558035437093226,0.19236015857694752,0.12090645503003854,53063
"Montgomery County, Ohio, USA",0.07471611680618338,0.2378183893638923,0.1756606532670819,0.1972186161720161,0.19330916036229623,0.1212770640285299,39113
"Chester County, Pennsylvania, USA",0.06587499811925432,0.23972172486947552,0.2014861652347929,0.17625784270947736,0.20231369333313284,0.11434557573386701,42029
"Plymouth County, Massachusetts, USA",0.0715101187902114,0.26019631336127164,0.19856952897178745,0.17059370317563888,0.1883344480166392,0.11079588768445149,25023
"Greenville County, South Carolina, USA",0.06150495640749916,0.22316410030761105,0.19410338356113505,0.20359221965407573,0.1896098712203625,0.1280254688493166,45045
"Passaic County, New Jersey, USA",0.06014258073231412,0.21382699692675733,0.1940046667428053,0.19660251537276688,0.20563961000946487,0.1297836302158915,34031
"Sedgwick County, Kansas, USA",0.056939248790028714,0.21434404102469493,0.1739975829399364,0.2055461729562104,0.21057242822311578,0.13860052606601386,20173
"Camden County, New Jersey, USA",0.0636634343449847,0.22784989850228482,0.1927669927128875,0.20581779529311509,0.18539353868233321,0.12450834046439486,34007
"Adams County, Colorado, USA",0.03783557660992546,0.17547752697234667,0.19491318358541776,0.24099946399724076,0.21169959151235754,0.13907465732271185,08001
"Kane County, Illinois, USA",0.053354105289136367,0.2131079267634313,0.20532615569712093,0.1854186268914559,0.21492418750289183,0.1278689978559638,17089
"Morris County, New Jersey, USA",0.0741155570504269,0.24623855840002665,0.2146341934167535,0.1693139739960129,0.18963838452650278,0.1060593326102772,34027
"Clark County, Washington, USA",0.056447812058151664,0.226532445507901,0.19786543241207316,0.2009550971411542,0.19158741092540937,0.12661180195531066,53011
"Lake County, Indiana, USA",0.06614104955386393,0.23620103846347673,0.18856077027776408,0.18708272420224803,0.200838836517619,0.12117558098502812,18089
"Richmond County, New York, USA",0.06480577279239538,0.23797852634756914,0.20250048963304138,0.1929850991126026,0.1867965215004446,0.11493359061394696,36085
"Ada County, Idaho, USA",0.05424052954583856,0.21374519315975776,0.195599757648697,0.21777819909901394,0.203777053288436,0.11485926725825664,16001
"Polk County, Iowa, USA",0.04994569119460966,0.19866999678851877,0.1899335407500141,0.22583258160128097,0.19968048830877688,0.13593770135679958,19153
"Sonoma County, California, USA",0.0752504870385115,0.2675378328431814,0.1894512834201965,0.19150619708872038,0.1735263908311886,0.10272780877820173,06097
"Washoe County, Nevada, USA",0.05886301010092627,0.23671309285097925,0.1869275759862261,0.21374943200530266,0.18727358376514794,0.11647330529141768,32031
"Prince William County, Virginia, USA",0.03567204174876071,0.17933896592417195,0.21763179682713035,0.20908544896308204,0.21351401384753355,0.14475773268932135,51153
"Knox County, Tennessee, USA",0.06197561364744292,0.2209968557205452,0.18513186672142568,0.2030858070072604,0.21616554109843583,0.11264431580489015,47093
"Onondaga County, New York, USA",0.07097452493673911,0.2425893502394539,0.1775037345587323,0.1942644762873952,0.2000185411096436,0.11464937286803584,36067
"Tulare County, California, USA",0.044743194783853156,0.16728910252463466,0.17017870526264334,0.20901105947146364,0.24259287174707336,0.16618506621033183,06107
"Seminole County, Florida, USA",0.06216114441720054,0.22406297204428105,0.2058551677214777,0.21557526819603615,0.18078573843237483,0.11155970918862987,12117
"Hampden County, Massachusetts, USA",0.06913981808922794,0.23691775420551736,0.18680837626854688,0.19051114115769366,0.2030310481005227,0.11359186217849127,25013
"Burlington County, New Jersey, USA",0.07116030793171929,0.24699088462993068,0.2026333291313666,0.18791268023177427,0.1827725156595708,0.10853028241563835,34005
"Virginia Beach city-County, Virginia, USA",0.05690398831658409,0.21118039898281057,0.18561465986509626,0.23310269577892073,0.18952688919408045,0.1236713678625079,51810
"East Baton Rouge Parish, Louisiana, USA",0.05394700151719077,0.2082854865659447,0.16359971632264586,0.20954139559597484,0.23387353523022453,0.13075286476801934,22033
"York County, Pennsylvania, USA",0.07060635056807565,0.24667788519703895,0.19349765180761408,0.18685232234577237,0.18754963099833863,0.11481615908316027,42133
"Solano County, California, USA",0.05995808892590687,0.23312924205638955,0.18735712133831947,0.21170630349642877,0.18764952418082892,0.12019972000212643,06095
"Naugatuck Valley Planning Region, Connecticut, USA",0.078674087109543,0.25589457743700983,0.2023473691429609,0.1784718902386477,0.1806470750658763,0.10396500100596233,09140
"Santa Barbara County, California, USA",0.06599560818584113,0.1994656551644023,0.16481142675879237,0.19047874348543778,0.2561437369736698,0.1231048294318566,06083
"Jefferson Parish, Louisiana, USA",0.0680789866102122,0.24433211092802398,0.18345811140096568,0.20739108244572002,0.17012211170171423,0.12661759691336405,22051
"Dakota County, Minnesota, USA",0.055191654258333445,0.2242929544375179,0.19569910728829865,0.20235716268644063,0.19064935541672517,0.13180976591268398,27037
"Monterey County, California, USA",0.054732117327780466,0.19356128548194954,0.18329394050116776,0.2074741839706577,0.2201702361728212,0.1407682365456234,06053
"Sarasota County, Florida, USA",0.1771339929565661,0.34513760784094477,0.15349283544822676,0.12482764082210682,0.12782762218868193,0.07158030074347364,12115
"Lucas County, Ohio, USA",0.06361072173234801,0.23624085106157613,0.1806522570800771,0.20017431453197965,0.19264254740060188,0.12667930819341722,39095
"Berks County, Pennsylvania, USA",0.0717807231003804,0.23757339560200286,0.19022781620125107,0.1816323041359172,0.19888188080109206,0.11990388015935645,42011
"Pinal County, Arizona, USA",0.08070162324783468,0.24167223343687227,0.1739935228471738,0.20025280699713321,0.18586828605470476,0.11751152741628125,04021
"Hillsborough County, New Hampshire, USA",0.06199227593554408,0.24607138100945486,0.20412885489793184,0.1990849076346477,0.18480442516599188,0.10391815535642977,33011
"Clackamas County, Oregon, USA",0.06856052583061276,0.2515191718529055,0.2012276312056071,0.18913015298285465,0.1761575683104278,0.11340494981759211,41005
"Loudoun County, Virginia, USA",0.03739760675909669,0.16408035670687343,0.2466157792650793,0.19702755192731783,0.20769991243327376,0.147178792908359,51107
"Cameron County, Texas, USA",0.057346888243392194,0.17477258037367954,0.1777311196549799,0.18107014131774657,0.24865454128858047,0.16042472912162128,48061
"Richland County, South Carolina, USA",0.04674972692353133,0.19724922176220505,0.17438313653341125,0.21369650293331138,0.25338120510514456,0.11454020674239639,45079
"Mobile County, Alabama, USA",0.06325744189548596,0.2323690644415172,0.18511866829787207,0.19519970177773674,0.1959663487022413,0.12808877488514683,01097
"Charleston County, South Carolina, USA",0.06084596892419583,0.2363139253455852,0.18112979151066433,0.23826673088555422,0.17252517621347685,0.11091840712052364,45019
"Waukesha County, Wisconsin, USA",0.07590567732130696,0.26610038190915114,0.19762565008437458,0.1676008802660538,0.18288218053348854,0.10988522988562498,55133
"Genesee County, Michigan, USA",0.06985974409448807,0.24784448818897578,0.18664616141732318,0.18464566929133847,0.1924261811023627,0.11857775590551187,26049
"St. Charles County, Missouri, USA",0.06053775439451058,0.23006533673644333,0.19724039892936235,0.19629849618641193,0.19301799059091393,0.12284002316235791,29183
"Placer County, California, USA",0.0824644668148779,0.2466939774685893,0.1997377163839827,0.17514550495840916,0.1817275747508306,0.11423075962331036,06061
"Orange County, New York, USA",0.0554212269350225,0.21307783276463368,0.19416888246120173,0.17664841303916634,0.22432126384400777,0.1363623809559679,36071
"Manatee County, Florida, USA",0.12320679593945678,0.3012760115899736,0.17361659878832097,0.15477782505622747,0.15234889469738427,0.09477387392863679,12081
"Pulaski County, Arkansas, USA",0.059663610022843254,0.225948719752923,0.18140079561532,0.21359733220080881,0.1890729799889922,0.13031656241911282,05119
"Butler County, Ohio, USA",0.057027563623236945,0.22086996880076323,0.18675708428950766,0.17705180104684975,0.2350024495268556,0.12329113271278676,39017
"Osceola County, Florida, USA",0.05028251707065692,0.18971632604231572,0.2087155661778819,0.213874230604395,0.20865772182651376,0.1287536382782366,12097
"Madison County, Alabama, USA",0.06033248811327501,0.2312108627786543,0.19145673546182232,0.20432082773996552,0.196355348306551,0.11632373759973183,01089
"Mercer County, New Jersey, USA",0.06456665913324028,0.221137235648174,0.20139446319141918,0.18687313450283272,0.21330247226270377,0.11272603526163014,34021
"Allen County, Indiana, USA",0.056369307482996525,0.2113272871550581,0.18335738360932247,0.20084119223023272,0.20648755103590744,0.14161727848648276,18003
"Orleans Parish, Louisiana, USA",0.05507664581456038,0.22867694166792463,0.17928297228458187,0.25270200586498065,0.17294660575976536,0.11131482860818706,22071
"Lake County, Florida, USA",0.11874665052698441,0.28222492994435705,0.17977438216387165,0.16048408383747645,0.15756187693136145,0.101208076595949,12069
"Lane County, Oregon, USA",0.07356280155151215,0.25157411203262653,0.1725925809130374,0.19444619637770277,0.21117015126191926,0.09665415786320178,41039
"Forsyth County, North Carolina, USA",0.06336093658946207,0.22764380283341765,0.18962286442707899,0.19124974551549526,0.20853769248422363,0.1195849581503225,37067
"Marion County, Florida, USA",0.1283385353104451,0.29490350242458996,0.1589861004611577,0.1627363839599099,0.1564373116758284,0.09859816616806898,12083
