longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"CA-SD003, USA",1039211.0,956866.0,0.0860569818553486,849146.0,0.22383076644063565,1859.4939143176366,1775.6308135378606,0.04723003235829341,1778.86540647496,0.045325805735045355,125.00669103649176,115.10141099865544,102.14377221456742,8313.24300630144,0.24938168730007643
"CA-SD023, USA",1036642.0,945547.0,0.09634105972521725,691195.0,0.49978226115640306,1643.7626498728728,1508.608472442044,0.08958863740971126,1321.9121346867921,0.24347345541414406,154.63708297964868,141.04833674514236,103.10635549217403,6703.708968284336,0.262077583441113
"CA-SD004, USA",1036270.0,986464.0,0.05048942485483505,872815.0,0.18727336262552774,1254.467575897315,1161.9011456330943,0.07966807728189595,1089.4001974075734,0.15152134071808476,15.724582855856443,14.968815947889615,13.24428168849271,65901.27124510988,0.18073875713413792
"CA-SD010, USA",1035025.0,930214.0,0.11267407284775331,878160.0,0.17862917919285778,3454.307584511506,3180.0589041136723,0.08624012594328677,3110.6185165523434,0.11048898028810376,1304.7142872443083,1172.5934117481963,1106.976061917791,793.2962872554114,0.24290198184312758
"CA-SD039, USA",1033627.0,980375.0,0.054317990564834884,952290.0,0.08541200684665386,3516.2805433036406,3381.2740011055475,0.039927714273954446,3357.6391180220926,0.04724790833834459,1619.4497016089476,1536.016378456515,1492.013808022802,638.2581681747052,0.19008857995137982
"CA-SD024, USA",1033200.0,1000190.0,0.03300372929143463,971171.0,0.06387031737974054,3936.830428083833,3680.7490643591195,0.06957316547448514,3629.7319871028767,0.08460636820352989,773.9179763816824,749.1918513329412,727.4551829661003,1335.0251984461522,0.1896481396135462
"CA-SD025, USA",1031657.0,1016471.0,0.014939924503502806,998585.0,0.033118863191415854,3549.3506073770586,3504.6980627048606,0.01274076792730499,3560.1501944309516,-0.003033463888907412,583.1833438500092,574.5988799635564,564.4881384204841,1769.0097134621444,0.11155986047409348
"CA-SD033, USA",1031541.0,1042419.0,-0.010435343177743306,1047207.0,-0.014959793049511701,5586.703728467506,5799.20863488257,-0.036643776727885664,5980.831788579558,-0.06589853619769778,582.3242380414507,588.465073026599,591.1679888115679,1771.4203404436917,0.15024433651368332
"CA-SD015, USA",1030043.0,971559.0,0.06019603544406464,923863.0,0.11493046046870586,3426.9126554570853,3323.7307056563595,0.031044016178906928,3328.8515145034917,0.029457949844368392,379.56397565739724,358.0130117147781,340.4373538218987,2713.7533223904775,0.18479459996748346
"CA-SD021, USA",1024690.0,981145.0,0.044381819201035524,906803.0,0.13000287824367585,2425.0307613607224,2398.509483334393,0.011057399693688044,2247.381500248058,0.079047220551142,54.86938146456691,52.537664344389526,48.55685106736053,18675.078388877333,0.1509525935599329
"CA-SD005, USA",1024101.0,887461.0,0.15396732926855378,735244.0,0.3928722981758437,2078.3774182547545,1933.1287507224545,0.0751365719836391,1898.8387046707858,0.09455185063498932,214.24970299700848,185.66357778327347,153.81862592686903,4779.941281945671,0.3162818804514456
"CA-SD011, USA",1021115.0,947498.0,0.07769620621890495,919029.0,0.11108028147098731,9410.864461885649,8729.315555813337,0.07807586994818062,8715.824226047098,0.07974463663016912,1508.2357200547392,1399.4998881423007,1357.4498127695576,677.0261348557241,0.23356229452183508
"CA-SD037, USA",1018565.0,890078.0,0.1443547644139053,796705.0,0.2784719563703002,2872.3532384567334,2683.6950390413667,0.07029792754796632,2632.846860552189,0.0909685942973199,1041.760627466944,910.3476123512222,814.8482430733941,977.7342060590785,0.1203968230653232
"CA-SD013, USA",1011185.0,936897.0,0.07929153364777558,908884.0,0.11255671790899609,2830.238945668701,2644.769308301109,0.07012696222141585,2547.087787206111,0.11116662719080338,453.7743968702839,420.43728012636495,407.8663043113289,2228.387072902788,0.2550293546307771
"CA-SD022, USA",1010820.0,978204.0,0.03334273832452127,959776.0,0.05318324275664322,3071.407654372299,3131.8588045494316,-0.019302003682068764,3133.325036495651,-0.019760918960581658,1347.8678388944638,1304.376359270612,1279.8037266207366,749.9399947320397,0.08861885495665617
"CA-SD014, USA",1004564.0,942171.0,0.06622258592123935,804497.0,0.24868582480730195,1852.5204656704548,1776.1538367755963,0.04299550371914478,1696.8625355273914,0.0917327873555086,73.3228477760831,68.76880000879983,58.720012928310716,13700.558972665474,0.2563072451125861
"CA-SD017, USA",1001026.0,950118.0,0.05358071313247407,911231.0,0.09854252105119339,1879.6482252023904,1812.9320183258128,0.03680017022270257,1843.0645309976587,0.019849383236152245,48.427948191746324,45.96510508223127,44.083817661792196,20670.419404029322,0.29581560463514056
"CA-SD002, USA",996649.0,973639.0,0.023632989229067446,927410.0,0.0746584574244401,1200.3069316723427,1171.4322953669173,0.024649001414444732,1101.5998399678238,0.08960340054824446,23.878979337914295,23.32767660790061,22.220063661103453,41737.50418291757,0.18394270033219132
"CA-SD027, USA",991317.0,945950.0,0.04795919446059517,889341.0,0.1146646786778075,2803.4341702465317,2641.0688325581077,0.061477132169690134,2601.2330227661078,0.07773280813781407,1235.6571780196907,1179.1081032078805,1108.5460961097306,802.2589255611502,0.11661017312336215
"CA-SD009, USA",991163.0,905470.0,0.094639248125283,846069.0,0.17149192323557536,2304.489591208971,2125.8689530507177,0.08402241253014428,2061.17180443244,0.11804828023228792,613.3332183816149,560.3062556289942,523.5488236979331,1616.0269333126191,0.2299649315034439
"CA-SD030, USA",987892.0,978977.0,0.009106444788794833,964789.0,0.023946168540478797,3215.0370333740816,3227.3147288548166,-0.003804306834707642,3190.464798248012,0.007701772838729678,2013.9651742649135,1995.7906171993925,1966.8662632290489,490.5208951096065,0.1223252042794342
"CA-SD036, USA",986596.0,968720.0,0.01845321661574036,942472.0,0.046817305978320845,2998.427479233412,2942.150909581386,0.019127696498761015,2947.4721402544,0.017287810216456912,1124.147846915389,1103.7795635334783,1073.8720505435258,877.6390069217097,0.1374541217462995
"CA-SD028, USA",980597.0,935204.0,0.048538072976591205,889930.0,0.1018810468239075,6335.544939691056,6153.045766211852,0.029659973355205545,5931.817510090885,0.0680613368353582,5301.822937515092,5056.395255600277,4811.610974521446,184.95468663455503,0.3161991472620757
"CA-SD038, USA",973433.0,915550.0,0.0632221069302605,832260.0,0.16962607838896498,1980.557568556248,1936.227075144639,0.02289529672458355,1952.0833109126202,0.014586599600770038,488.36353984325126,459.3241023300922,417.53817640242755,1993.2548615575197,0.12803143538002668
"CA-SD018, USA",970127.0,928063.0,0.04532450921974047,756661.0,0.28211576914893194,2635.770901983371,2583.1919689522542,0.02035424918591817,2603.7865861001333,0.012283770126929952,34.3561178890046,32.86646164514881,26.79642409500211,28237.38709752423,0.16422593163031807
