longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"Houston TX HSA, Houston TX HRR, USA",0.029121340599868664,0.030716628035158285,0.011442606566206466,0.01620326887545323,0.012712549720332627,0.05824257251244479,0.013326363140823938,0.039363688899339326,0.01702734006694424,0.06334610637900474,0.10459192988711802,0.0739005342698355,0.0013069425788808347,0.031780742388932345,0.03593837824846728,0.050055170082069146,0.04271620190671799,0.10358173256571722,0.10233160315719475,0.040249681310484155,0.05317850915998371,0.025527440998185668,0.02507627067744031,0.011341980680011835,0.0069204172933846975
"Chicago IL HSA, Chicago IL HRR, USA",0.015418541863911069,0.04115144400297585,0.011328468454619624,0.030917568740874868,0.021353500832028364,0.06250286318256028,0.02233894551426191,0.04411541612147357,0.013496188913470113,0.08378140010461593,0.11477795417785122,0.030470314821997,0.0008263695566752697,0.017431372979854164,0.03533443774677364,0.0438447308862644,0.0402635316277422,0.10055342847072737,0.09225309883136933,0.033155137565508704,0.05410664896073865,0.033866361973183816,0.02956429498926272,0.01683231618258244,0.01031566349867749
"Brooklyn NY HSA, New York NY HRR, USA",0.011973629243291355,0.03522321126059148,0.008981086428917793,0.06254779237283035,0.02235405441662256,0.07577619424841216,0.020007974121674595,0.03662793471782116,0.015506213465655226,0.05701844645342491,0.09765515263518466,0.04204911620938694,0.000581408586649313,0.015025010925776058,0.020444608897039675,0.021702354211923233,0.04528874662915301,0.10913705472211184,0.08093167965213234,0.03559196895500446,0.04846887409884561,0.07500809380036705,0.03320241633391149,0.019224498268002932,0.009672479345269746
"Dallas TX HSA, Dallas TX HRR, USA",0.018028379257090745,0.046237542855161975,0.007028931626836867,0.020736326496316924,0.012964016661435642,0.0512984476285796,0.015077214617578685,0.035257272023408705,0.01453292545451162,0.07634737309473487,0.10938601770903111,0.07053037293256728,0.001081681255883559,0.026882248663281632,0.04188282231145645,0.04287706197564778,0.03791874992596006,0.1180526513238277,0.10177123332725167,0.03671066853859765,0.05060871997343111,0.02657253194607448,0.02240381031549726,0.01049706606347818,0.00531593402235823
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.01614828322240459,0.03315762445044112,0.00645652687339358,0.018187539096296196,0.015864906437996366,0.046912620740377164,0.01011197765752981,0.03788501350504338,0.018242124968169224,0.05902501090622266,0.09830873384181063,0.06189551743789938,0.003351042601422331,0.03438654743148187,0.04452137252946562,0.04320454874547404,0.03814297119077586,0.12943549346608355,0.10421787743810974,0.04843481387389314,0.055828075244157935,0.030550373871306123,0.024940124076916908,0.013073707548647296,0.00771717284468175
"San Antonio TX HSA, San Antonio TX HRR, USA",0.01507317370184518,0.034199674822269495,0.00722095545087373,0.01574191540363809,0.015521594734436251,0.06159423710449906,0.009513383394046927,0.04326323780142889,0.02153983215353662,0.054671005372538196,0.09846093583000627,0.06226634957490455,0.0025430391677604145,0.033889876056985374,0.03459779496307385,0.038473292452430606,0.03925254058705144,0.12558454566998006,0.10484879180438243,0.038401507044785524,0.06439330369002458,0.03360494263373218,0.025397141893720467,0.010666361087308434,0.009280567604741335
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.011385132241971055,0.02189915133514581,0.004510216180562956,0.02226098053109166,0.01040589230480687,0.04575707588921153,0.010015750992208047,0.03264612429556184,0.01555082911711131,0.04397962521962545,0.08779272669804053,0.051811074256301236,0.0011602829312878967,0.02935255922300455,0.03711658110290046,0.030283487632249244,0.04805244826298235,0.11649161506324338,0.11056517595443005,0.05979089311090341,0.10202024268813777,0.02391704941744567,0.05099126779199941,0.02402907812672961,0.008214739633048059
"New York NY HSA, New York NY HRR, USA",0.013224464944860043,0.04701009562474576,0.019056022300022717,0.07913239350176463,0.01812755925440674,0.06803741402498398,0.03999156843790707,0.046956838095057095,0.008599994301231135,0.10698478859247347,0.16170211098870926,0.01746753682600099,0.0003929585000694043,0.007391295719899729,0.012250840112376433,0.013564796044458673,0.02204332731941446,0.08237491454241737,0.09265234088162405,0.025816213688161855,0.04036176949875664,0.029770164643964963,0.031079212476125807,0.010839363246605912,0.005172016433961825
"Miami FL HSA, Miami FL HRR, USA",0.011415403394518549,0.019537877751422243,0.0049316220735899415,0.018520690124363404,0.013351679408023863,0.049360495008080624,0.017996899694939564,0.03995530366855555,0.017521123834876567,0.051742820851811755,0.11192607802289065,0.061317171278524804,0.002889363144592194,0.03293069560279564,0.031172046924359948,0.02782124937555409,0.05110056999085863,0.11896289011199254,0.12099800142362542,0.054493667978237174,0.05326294852359728,0.03112004104776273,0.02918973109938723,0.019138771895168775,0.009342857770470813
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.01208302938236001,0.023801632475870332,0.00889505546275287,0.07279637592829312,0.015494828261932953,0.046028646087137075,0.018550634106469385,0.026892924504266863,0.01123109598014299,0.05160097182055259,0.09667149967989876,0.05381954762750356,0.0032726668461894063,0.018641979330631272,0.0375176885065277,0.05606098546046879,0.03740398494064348,0.10103935810898905,0.09495849315921902,0.056565287809951056,0.0715660697162682,0.038368284699957594,0.029633438048186456,0.014153542895884035,0.002951979159903462
