longname,Silent %,Boomer %,Gen X %,Millennial %,Gen Z %,Gen Alpha %
"New York City Department Of Education, New York, USA",0.06418766616289805,0.20762377020512449,0.19040420408252287,0.24653394168463907,0.1736879458830444,0.1175624719817712
"Los Angeles Unified School District, California, USA",0.05235135735242337,0.1905604928580862,0.198585188110381,0.2527053900575694,0.19304340819300062,0.11275416342853943
"Puerto Rico Department of Education, Puerto Rico, USA",0.09836141081228951,0.24762085681521023,0.1936225603099816,0.18491036175175882,0.1904201013535196,0.08506470895724018
"Chicago Public School District 299, Illinois, USA",0.05193936861777496,0.18817795278306484,0.18450312483739478,0.2754631580290979,0.18651589308399302,0.11340050264867452
"Dade County School District, Florida, USA",0.07329624273702573,0.21636736310217025,0.2161767452195885,0.20680515733897317,0.1757903698059892,0.11156412179625319
"Clark County School District, Nevada, USA",0.05570722144260329,0.21127429075717558,0.19929480218022388,0.22013072200083633,0.1893344544308376,0.12425850918832332
"Broward County School District, Florida, USA",0.0713426526361931,0.23178556678009524,0.2078735582571873,0.1995858470518482,0.17734347659999658,0.11206889867467955
"Philadelphia City School District, Pennsylvania, USA",0.055937041567869716,0.19812376205856028,0.17153819873753795,0.2600594954891052,0.19106187964929083,0.1232796224976361
"Palm Beach County School District, Florida, USA",0.11937824771659826,0.25326130325208795,0.18458743492752322,0.17663932683109274,0.16405049036849706,0.10208319690420076
"Houston Independent School District, Texas, USA",0.0447334047049075,0.179316578342407,0.18324914380718932,0.26104420056885647,0.19664725458925353,0.13500941798738625
"Hillsborough County School District, Florida, USA",0.05555375185769203,0.20896306511580026,0.20055535828814414,0.2235932733692679,0.19073646415584283,0.12059808721325288
"Hawaii Department of Education, Hawaii, USA",0.07783954016153793,0.23466027640359424,0.18207404751371828,0.20746053305785825,0.1777499796748847,0.1202156231884065
"Orange County School District, Florida, USA",0.04605060183027897,0.18822737560011035,0.20215341122267544,0.24026400954928157,0.20358183168327365,0.11972277011438003
"Fairfax County Public Schools, Virginia, USA",0.05269529877948926,0.21109867495169365,0.21043900475918745,0.20747060640129195,0.19114878690503775,0.1271476282032999
"Wake County Schools, North Carolina, USA",0.04336304894584606,0.19019250002021776,0.2182727204926304,0.21991530106938464,0.2030950243646457,0.12516140510727541
"Charlotte-Mecklenburg Schools, North Carolina, USA",0.04213503556818264,0.1823868466753377,0.20539535542750847,0.24595543622795607,0.193411530049483,0.13071579605153208
