longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",0.1770281498870469,0.006835021474612002,0.36278136704120023,0.33437463377443216,0.11898082782270875,0.3849901835514023,0.5338959845685594,0.08111383188003818
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",0.1554668111512707,0.007245285783838755,0.3455701082103313,0.3454142978586337,0.14630349699592554,0.4110842839978618,0.505371284052392,0.08354443194974631
"Chicago [Urban Area], IL-IN, USA",0.18020754252365795,0.0064663996964719195,0.38702616265527984,0.3357125104528328,0.0905873846717574,0.37875609892825757,0.5335844307107254,0.08765947036101718
"Miami-Fort Lauderdale [Urban Area], FL, USA",0.18078609900084985,0.008411029125935228,0.3689518768219459,0.32286298617602166,0.1189880088752475,0.3397323303663754,0.5314229746658096,0.12884469496781514
"Houston [Urban Area], TX, USA",0.1547640776117208,0.005427821737651553,0.382022922605506,0.37081212970971855,0.08697304833540294,0.3502508658808115,0.5571951290627891,0.09255400505639937
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",0.1663875545633958,0.006757571920294412,0.38166662112047534,0.35412388032363656,0.09106437207219792,0.34783683793576614,0.548292236636327,0.10387092542790687
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",0.19097115494899497,0.006610657857418914,0.3861263222394628,0.32393545193427226,0.09235641301985097,0.3824873421733443,0.5253824794153249,0.09213017841133057
"Washington-Arlington [Urban Area], DC-VA-MD, USA",0.17585868634453197,0.008482519415476706,0.38344414639600727,0.3157565543304824,0.11645809351350175,0.37651843974399696,0.5382718088887707,0.08520975136723244
"Atlanta [Urban Area], GA, USA",0.1786882677626323,0.007906772706634318,0.37329031991716843,0.3401700306335726,0.09994460897999224,0.3751823762925839,0.5196620133145977,0.10515561039281834
"Boston [Urban Area], MA-NH, USA",0.17971763913889885,0.0092789697235008,0.4026138266401773,0.2895762170292833,0.11881334746813974,0.38474336892251854,0.529751862876413,0.08550476820106849
"Phoenix-Mesa-Scottsdale [Urban Area], AZ, USA",0.17352041688227127,0.008144980768680362,0.4093165982833266,0.31372727583142906,0.09529072823429272,0.3410491291501411,0.5396064256261112,0.1193444452237477
"Detroit [Urban Area], MI, USA",0.20297218455044705,0.004737281870783311,0.3817003265816351,0.333957126027119,0.07663308097001555,0.3693151374078373,0.5166376217463715,0.11404724084579121
"Seattle-Tacoma [Urban Area], WA, USA",0.170035731506057,0.010825404029245301,0.43296886629440773,0.2822547498665191,0.10391524830377098,0.34252567658773786,0.5507763520489617,0.10669797136330039
"San Francisco-Oakland [Urban Area], CA, USA",0.17225234469301354,0.01334299744293027,0.3782416044588653,0.2809203996718023,0.15524265373338866,0.38959358721283766,0.5245870958431755,0.08581931694398677
