longname,2020 Presidential Election,2016 Presidential Election,2016-2020 Swing
"9th Circuit, USA",0.1952517425445038,0.18900090269763334,0.006250839846870471
"11th Circuit, USA",-0.051628204787658324,-0.05830637839642049,0.006678173608762168
"5th Circuit, USA",-0.08444146106190271,-0.11626415714186218,0.03182269607995947
"6th Circuit, USA",-0.09517602426887299,-0.11446515309147141,0.019289128822598423
"4th Circuit, USA",0.047921384349613794,0.01208802617474487,0.03583335817486892
"7th Circuit, USA",0.045110985288784156,0.035050397231347445,0.01006058805743671
"2nd Circuit, USA",0.22788758575537363,0.2085610802505124,0.01932650550486123
"3rd Circuit, USA",0.07540958479681906,0.05293272720562671,0.022476857591192348
"8th Circuit, USA",-0.10243927348214339,-0.13772261785827072,0.03528334437612733
"10th Circuit, USA",-0.06775899683857987,-0.11740136057312398,0.0496423637345441
"1st Circuit, USA",0.25225224753798564,0.18957101708851282,0.06268123044947282
"DC Circuit, USA",0.867518296611184,0.8677600409870583,-0.00024174437587431985
