longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"CA-HD034, USA",0.8729257694628082,0.0742324669852133,0.05284176355197855,0.12707423053719202,0.21552112485305835,0.6574046446097496,0.7508836773139229,0.2007661317751474,0.04835019091092964
"CA-HD027, USA",0.7365060650038615,0.09741789084954298,0.16607604414659544,0.263493934996138,0.09282111981535429,0.6436849451885077,0.45212703178116487,0.4740614064630349,0.0738115617558003
"CA-HD011, USA",0.8107919591140652,0.11297413331196572,0.07623390757396911,0.18920804088593585,0.20824052143192193,0.6025514376821421,0.710174428774345,0.17095091318471897,0.11887465804093598
"CA-HD032, USA",0.8834248578645947,0.06158286730369719,0.05499227483170817,0.11657514213540325,0.16893672481856756,0.7144881330460291,0.7465610708394054,0.19347699933016846,0.05996192983042619
"CA-HD017, USA",0.6452577356775342,0.20594915220093854,0.14879311212152724,0.3547422643224648,0.2645702218310397,0.38068751384649546,0.5603642862123602,0.13425808896065572,0.3053776248269841
"CA-HD006, USA",0.8041043042672924,0.10317629804530634,0.09271939768740127,0.1958956957327074,0.18664748670815196,0.6174568175591406,0.6946798145257486,0.13405274117983135,0.17126744429442006
"CA-HD016, USA",0.7364151966498879,0.15423384408403315,0.10935095926607896,0.2635848033501124,0.22776138192454823,0.5086538147253393,0.6854987675064956,0.054201815943393974,0.26029941655011035
"CA-HD042, USA",0.8244179307397577,0.11652650942231574,0.05905555983792653,0.17558206926024286,0.2530222009193664,0.5713957298203908,0.7662284943048053,0.11095375098986815,0.12281775470532642
"CA-HD047, USA",0.8266983591438225,0.09705981575382006,0.07624182510235743,0.17330164085617814,0.2507117307197539,0.5759866284240679,0.6979938894415902,0.24549754236012203,0.05650856819828771
"CA-HD020, USA",0.6347389805186481,0.22020560075845938,0.14505541872289252,0.36526101948135253,0.11714733931816002,0.5175916412004875,0.46694380343866637,0.21801703251308002,0.3150391640482536
"CA-HD052, USA",0.6068012064763093,0.20886314100485806,0.1843356525188327,0.3931987935236915,0.1415147287422047,0.4652864777341037,0.3354112068643267,0.47588369771574784,0.18870509541992553
"CA-HD010, USA",0.7414442609111748,0.1648886112766552,0.09366712781217001,0.25855573908882445,0.14826928230283135,0.5931749786083441,0.5883271182879649,0.15147179794920448,0.26020108376283063
"CA-HD040, USA",0.7255309714297566,0.18522025592209979,0.08924877264814361,0.274469028570244,0.16128644568957856,0.5642445257401775,0.5916359319088021,0.22161439936388017,0.18674966872731766
"CA-HD033, USA",0.7652278551230475,0.08039382141833891,0.15437832345861366,0.23477214487695047,0.10534955643376834,0.6598782986892813,0.4700421838896446,0.48976309760013126,0.04019471851022406
"CA-HD080, USA",0.6876523662218682,0.17952978635926764,0.13281784741886415,0.3123476337781318,0.16814923668833598,0.5195031295335323,0.38873596211037076,0.5176650723874582,0.09359896550217105
"CA-HD044, USA",0.6749704594559726,0.22722528353497373,0.09780425700905368,0.3250295405440257,0.2362505844742256,0.43871987498174875,0.5598950771135626,0.14097100346647357,0.2991339194199637
"CA-HD001, USA",0.9369542768498346,0.03217820303575238,0.030867520114413072,0.06304572315016525,0.25907900323187594,0.6778752736179589,0.8997406396543982,0.067336955476599,0.03292240486900281
