longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"New York-Newark-Jersey City MSA, NY-NJ-PA, USA",7.224824313702093,0.6502926537398515,0.12712862704583527,0.025937731656651235,0.16828040536649638,0.013955403206818302,0.014405178984347455
"Los Angeles-Long Beach-Anaheim MSA, CA, USA",11.147009124448665,0.6574139846779833,0.2661894236318094,0.015574335905461376,0.0007792940589500608,0.007751577200473196,0.052291384525322615
"Chicago-Naperville-Elgin MSA, IL-IN-WI, USA",8.403351864461124,0.8327279158588679,0.13503626116114192,0.01639921810378239,0.0011198604006081906,0.00657123520013448,0.008145509275465139
"Dallas-Fort Worth-Arlington MSA, TX, USA",7.926183069977456,0.3508574986702972,0.6209285032433014,0.019425633764609727,0.00057819637283778,0.0035136548810911343,0.0046965130678629395
"Houston-The Woodlands-Sugar Land MSA, TX, USA",8.131136435315462,0.4398372184452416,0.5295523542246822,0.020694171585780453,0.0007358381443432093,0.003068160483623337,0.006112257116329362
"Washington-Arlington-Alexandria MSA, DC-VA-MD-WV, USA",7.045467982911117,0.4872216224617919,0.4365026310658488,0.026397426069473217,0.03078103040512633,0.012347037652981037,0.0067502523447788626
"Philadelphia-Camden-Wilmington MSA, PA-NJ-DE-MD, USA",7.303181201151844,0.5913734558866548,0.23813635869429034,0.03526349243520437,0.11749270283606722,0.012470832253046371,0.005263157894736854
"Miami-Fort Lauderdale-West Palm Beach MSA, FL, USA",6.941137273238894,0.027759268910418435,0.9239619318364567,0.004328302419782851,0.0013304641031415764,0.001720312756150311,0.04089971997405025
"Atlanta-Sandy Springs-Roswell MSA, GA, USA",7.85378589938438,0.5455252501143193,0.4126443782081491,0.031591745668342934,0.0015446330821596813,0.004891471052928445,0.003802521874100687
"Boston-Cambridge-Newton MSA, MA-NH, USA",6.040622602398065,0.5305447390097425,0.16842163786484257,0.04797287587905677,0.23076063195783836,0.016169338697942532,0.006130776590577342
"Phoenix-Mesa-Scottsdale MSA, AZ, USA",9.156702848764454,0.27770468103537876,0.6913306763495644,0.010903383857276568,0.000598524502096799,0.011039514430121852,0.008423219825561483
"San Francisco-Oakland-Hayward MSA, CA, USA",8.13724314106474,0.657061005051252,0.28366620403229054,0.018543419668370795,0.0009434722228277022,0.014114829082249586,0.02567106994300933
"Riverside-San Bernardino-Ontario MSA, CA, USA",10.13089819310292,0.7102817098684879,0.22010143489741843,0.030993859622891765,0.0007369347720434564,0.021453708290610492,0.016432352548547937
"Detroit-Warren-Dearborn MSA, MI, USA",8.131985403777092,0.8576742589981171,0.09979312548057472,0.02493932701367592,0.002837664449645052,0.009845748211583905,0.004909875846403355
"Seattle-Tacoma-Bellevue MSA, WA, USA",5.506303734201778,0.4023650232831094,0.5283392552210546,0.022138579508872946,0.01932144132820718,0.02168913291366717,0.006146567745088619
"Minneapolis-St. Paul-Bloomington MSA, MN-WI, USA",7.065262485165908,0.7585131180006662,0.1686710247287892,0.044280481606757974,0.004405264725985406,0.015853064371965916,0.008277046565835318
"San Diego-Carlsbad MSA, CA, USA",8.741375162548263,0.5682358969255202,0.32635588235279384,0.035504196540775496,0.001000997977160524,0.024860869806368268,0.04404215639738169
"Tampa-St. Petersburg-Clearwater MSA, FL, USA",7.57536628431573,0.04919462073021227,0.9257894753638831,0.006803039403629881,0.0010075127661180819,0.004439815379332469,0.012765536356824257
"Denver-Aurora-Lakewood MSA, CO, USA",6.824556783388341,0.6895611805085521,0.26541591646619433,0.023737220283075133,0.0009016859707583028,0.014645051130278884,0.005738945641141124
