longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"Historical Congressional District CA-1, 40th-42nd Congress, USA",10.243516973044583,0.6420588370412895,0.27619968282940927,0.026295644995004547,0.0009397617161101337,0.017105530520813605,0.03740054289737307
"Historical Congressional District CA-1, 39th Congress, USA",10.243603005055489,0.642074835443376,0.2762037925034161,0.02629117145483042,0.0009360269137477055,0.017093289847538613,0.03740088383709154
"Historical Congressional District CA-4, 43rd-47th Congress, USA",10.302468054530864,0.6435723656843496,0.27428756463966425,0.026846710620128923,0.0010093136243195058,0.017677465890950855,0.036606579540586826
"Historical Congressional District CA-4, 48th Congress, USA",10.302468054530864,0.6435723656843496,0.27428756463966425,0.026846710620128923,0.0010093136243195058,0.017677465890950855,0.036606579540586826
"Historical Congressional District CA-6, 49th-52nd Congress, USA",10.552166245782312,0.6466055721123445,0.26871274945245394,0.026499064924662263,0.0009907610104199463,0.01730407183177723,0.039887780668342275
"Historical Congressional District TX-2, 29th-31st Congress, USA",7.697797796286669,0.3490161625740382,0.6118813438799743,0.02760056981530329,0.0008971797465136599,0.004966342355129976,0.0056384016290405735
"Historical Congressional District TX-2, 32nd-36th Congress, USA",7.683396661679231,0.3493545707219259,0.6105726000148418,0.028472037505097206,0.0009201070615989104,0.005083106286822919,0.0055975784097133455
"Historical Congressional District CA-7, 53rd-57th Congress, USA",10.551056590753767,0.6433806072983832,0.2734376329909739,0.032857812463595676,0.0009126821228174612,0.023213303670680755,0.026197961453549
"Historical Congressional District CA-8, 58th-62nd Congress, USA",9.984435216765569,0.6611797472684777,0.2569283229123439,0.029966967658593937,0.0009239872623078142,0.02055711616116352,0.03044385873711288
"Historical Congressional District FL-2, 48th-57th Congress, USA",6.9971843680746995,0.044085127364099676,0.9178491891355495,0.007631896748368932,0.0016130929052062789,0.0036214783895548493,0.025199215457220807
"Historical Congressional District FL-2, 44th-47th Congress, USA",6.994698079739131,0.04004869760942237,0.9215216869176241,0.007491905341810967,0.0016504064775957126,0.0035243617637631675,0.025762941889783775
"Historical Congressional District FL-2, 58th-62nd Congress, USA",7.001153003658133,0.038053350874041394,0.9235097618059618,0.0069608652954079525,0.001629771302867131,0.0034357260672862946,0.026410524654435556
"Historical Congressional District FL-2, 63rd Congress, USA",7.001153003658133,0.038053350874041394,0.9235097618059618,0.0069608652954079525,0.001629771302867131,0.0034357260672862946,0.026410524654435556
"Historical Congressional District CA-6, 53rd-57th Congress, USA",10.530659826006826,0.6504703756054349,0.2639762352727658,0.02048845270192767,0.000849189186085456,0.01079495616622122,0.05342079106756502
"Historical Congressional District FL-4, 64th-68th Congress, USA",7.008280271185184,0.03476005086006975,0.9265970659375207,0.006278219535922322,0.0015873905823308094,0.0031400349904430937,0.02763723809371361
"Historical Congressional District FL-4, 69th-72nd Congress, USA",7.008280271185184,0.03476005086006975,0.9265970659375207,0.006278219535922322,0.0015873905823308094,0.0031400349904430937,0.02763723809371361
"Historical Congressional District FL-4, 73rd-74th Congress, USA",7.008280271185184,0.03476005086006975,0.9265970659375207,0.006278219535922322,0.0015873905823308094,0.0031400349904430937,0.02763723809371361
"Historical Congressional District CA-11, 63rd-72nd Congress, USA",9.961675163580903,0.6540230490945688,0.2659247579843952,0.028285763954589472,0.0009756217446138059,0.019807665429096757,0.030983141792735952
"Historical Congressional District IL-3, 23rd-27th Congress, USA",8.212677973259389,0.8067005243883667,0.1481041164047573,0.028715707681763958,0.001152834506770091,0.007567256352953278,0.007759560665388576
"Historical Congressional District CA-7, 58th-62nd Congress, USA",11.204609093175529,0.6469982296508138,0.27129448157254665,0.015702838510490584,0.000862241005220854,0.007608638686645522,0.05753357057428264
"Historical Congressional District TX-2, 41st-42nd Congress, USA",7.554219361989524,0.36572628298861265,0.5979726174281386,0.025803540594149917,0.0008686132861623656,0.005099757852078702,0.0045291878508578
"Historical Congressional District TX-2, 43rd Congress, USA",7.554219361989524,0.36572628298861265,0.5979726174281386,0.025803540594149917,0.0008686132861623656,0.005099757852078702,0.0045291878508578
