longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"9th Circuit, USA",0.019754654634091547,0.0024614162676056617,0.0766219126057606,0.02679316474254607,0.06890175852639498,0.08611273840570832,0.1286427200599688,0.03883711879606689,0.021892820853057684,0.024466134567937465,0.08560657743932547,0.04788825835483458,0.04526306462205709,0.0013989145916610834,0.0856901535570258,0.04867420052270457,0.10837340971244921,0.04897938314012075,0.008009570744353867,0.025632027856329474
"11th Circuit, USA",0.008396762784606882,0.0012383447175631555,0.07998346121092995,0.023383434875031663,0.07508731105639706,0.0824539826364735,0.1302741978103777,0.046576589950057604,0.024251313405034905,0.018142340255243146,0.07841336883111284,0.04989388446709426,0.053405046560414164,0.001336333476421154,0.07403426417107084,0.0459439633062001,0.11897830610185059,0.05354355473885987,0.00876632020834199,0.025897219436918566
"5th Circuit, USA",0.00858592293006125,0.019417911719108054,0.07327127668290447,0.016150984786380964,0.08492216449885108,0.09630430853271332,0.12691235321160685,0.045150043546919386,0.01940691393343513,0.01578778184017284,0.08750458926594777,0.04974964261862423,0.042839542708825555,0.0016263356090665696,0.0683207378767755,0.04378376356961606,0.11159529505122201,0.052698517440509386,0.009414568333131966,0.02655734584412755
"6th Circuit, USA",0.008960292402925167,0.0021132723939347067,0.07173762268923865,0.01705038471652978,0.05941051270382951,0.08634063139232077,0.14944645373935003,0.04504851263156591,0.015342258837264333,0.014242097879570535,0.15619200604795921,0.04496611932831091,0.03885273418406158,0.0016103553072685658,0.05703307318904067,0.03868548043676905,0.11201391186586734,0.04815080456698154,0.008551287569981846,0.02425218811722989
"4th Circuit, USA",0.007555855823363367,0.0024212428037959483,0.0695159588894303,0.017990909198060796,0.06969253347853098,0.09475492308257792,0.1341784026777524,0.043595679185939575,0.019188482961430813,0.017121175747072424,0.09166624646695275,0.0507862389903016,0.04271267667576132,0.0011158592791195433,0.09070243830410432,0.07035209544581,0.10617550602104586,0.041360343340513896,0.008506966001944718,0.020606465626491325
"7th Circuit, USA",0.0116101863692309,0.0016328216709656843,0.06556704391439046,0.018463197183989886,0.05798783525862937,0.09187675300638028,0.14176316350084608,0.04985422555975221,0.015379913446622297,0.01583342566773307,0.15029647177548916,0.04484953180326064,0.03703435575459742,0.0015550596282748832,0.06637662279938351,0.0363021227020797,0.10627572994844868,0.0530000310506441,0.007311035189706029,0.027030473769575434
"2nd Circuit, USA",0.0052138138818494,0.000625870363552921,0.06237203664387395,0.024452157672217964,0.0588636598960989,0.11370851768343142,0.16945134874150417,0.05945970803874357,0.02172605322354163,0.026409740870653287,0.06728357945051225,0.046585320084036576,0.037173975229473355,0.0011912205090382818,0.0841926247619895,0.04574889236129912,0.10009139665888264,0.04738793176261803,0.00654257716161404,0.021519575005068788
"3rd Circuit, USA",0.006308936775467054,0.0022676597733983423,0.05799332638295927,0.019129811451684055,0.06056891321814059,0.09847264748062302,0.1545702781778341,0.05832288841278921,0.016733589937326366,0.019908073803602377,0.1006766676784909,0.04486333195203918,0.03811072376378326,0.0015462293642725291,0.08049807523168243,0.04239201863092328,0.1088197306979924,0.052566906613680416,0.008341485783933582,0.02790870486937773
"8th Circuit, USA",0.025673203127280407,0.0033028155531007646,0.06135829062120385,0.017436561712240534,0.06646688770097857,0.09398178467084796,0.1527913966514568,0.05644392176575914,0.013956833868409428,0.015173205052520991,0.12384549195421829,0.045056925378437584,0.032151018720340284,0.001622915736254553,0.056118324996258906,0.04021560220021153,0.11434285991422653,0.044387639386833475,0.008794208507622484,0.02688011248179777
"10th Circuit, USA",0.015313824460724242,0.014918522662160878,0.06926747851570622,0.02277990951449568,0.07470739102841022,0.09840791249844563,0.13046813585161385,0.04526708056088695,0.019198207572562926,0.019828129961118657,0.08530042495583053,0.048404222704864185,0.0387534268613619,0.001192229765643552,0.07817765701607826,0.053201652030248944,0.10937213476373787,0.04223411145259629,0.009648450491520742,0.023559097331992566
"1st Circuit, USA",0.007644857284625964,0.0004216769778509625,0.06505440977356097,0.0183845375783039,0.06184456184473375,0.11119265075124474,0.15634721078053443,0.0523835182279191,0.015625411398004052,0.019572166955871762,0.0945028661602317,0.045417034905419915,0.04052847859392757,0.0012658995978114065,0.08742152080878235,0.04731256399155255,0.11180398787259342,0.033395015700040095,0.007448950148653482,0.02243268064833793
"DC Circuit, USA",0.0015002816285411649,0.00012301774494276926,0.05765132705319782,0.02533231821649791,0.026766086509536165,0.09095400518267525,0.08378243966428435,0.036412759105296046,0.02941129142938179,0.036639597690594924,0.011916675466629984,0.09544229952182291,0.03893382266008165,0.0012595947362618331,0.20870502337840952,0.173208300756469,0.045240034840184344,0.02770338885112686,0.0032974104242268387,0.005720325139838772
