longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"California, USA",0.8455924482156125,0.34443242974796817,0.1310427586270197,0.1728570333697167,0.10941163227402716,0.062163764104224375,0.006880162353367636,0.010331886281698788,-0.0008139658905597091
"Texas, USA",0.8545818024704038,0.3020914260631281,0.10699744893511559,0.13499599537880705,0.09632525638385651,0.07077017430046459,0.014446999540413619,0.014002325356587464,0.0007741794085080467
"Florida, USA",0.8947766565194968,0.30263051522586704,0.11264619185725509,0.1300889335731604,0.09862048368817028,0.07392109796453639,0.015074056214496201,0.004568000401191097,-0.002997764299772554
"New York, USA",0.8791435261036123,0.36652428545300253,0.161887685561006,0.16087883749345042,0.13739413200271658,0.06825131595683552,0.008697539822550171,0.026327133614061582,0.027283105734420776
"Pennsylvania, USA",0.916804563602819,0.31886778052122056,0.1271989546404777,0.14157495963501338,0.11481547916172194,0.06247734172448522,0.01051980182793133,0.01302011636811723,0.013675551156020982
"Illinois, USA",0.9024937256635447,0.3490205556923612,0.13859846205144213,0.1512430644406954,0.1236901811984925,0.07408731005317327,0.01355722215180033,0.02041748554178563,0.014199178041159943
"Ohio, USA",0.914689611784401,0.28585941861021835,0.10909280835225069,0.1218821494497575,0.10297821488046796,0.06099905427999292,0.011177713463632166,0.01464919313621843,0.01011931275429441
"Georgia, USA",0.8876035459196893,0.31546268078644646,0.12276996330332601,0.13355050875861393,0.10653830398192038,0.0753738680459121,0.025133729100015767,0.023018505454790894,0.019201606653153902
"North Carolina, USA",0.8947578673442428,0.31691135843918733,0.11615286976552036,0.1390163294303022,0.1131571269979771,0.06473790201090805,0.030271990982368324,0.02834395086574859,0.011961188962599234
"Michigan, USA",0.9189956377453299,0.29456266367299194,0.11559532475037117,0.13199743452954477,0.10029883044141821,0.06226639870202898,0.013931318049265617,0.012809775409546253,0.004175917185514022
"New Jersey, USA",0.907361904043775,0.4048552433058366,0.15965999170325224,0.186688880745533,0.12910468792309646,0.08906167463720713,0.007212591743664953,0.006697186522199583,-0.0011542680699416774
"Virginia, USA",0.911700731754821,0.38820003031343014,0.16912409714251492,0.18807213798503616,0.1272157508781344,0.07291214145025958,0.01342342884318315,0.010859250777706553,-0.004887958318552904
"Washington, USA",0.9222005417924836,0.3589396933483107,0.1368621344577855,0.18287805280251265,0.11750332023031138,0.05855832031548669,0.011198738853395396,0.009272957014449412,0.003186582013229161
"Arizona, USA",0.8875331705508117,0.3000829163435899,0.11479799877030167,0.1317482907032558,0.1042155295167735,0.0641190961235606,0.013546945415768619,0.003549028876134841,0.0002592582108615765
"Massachusetts, USA",0.9140759955814078,0.4396339509397553,0.19843998755416753,0.21749991380033387,0.14417039726050834,0.07796363987891312,0.007181739283854127,0.015614016823785548,0.01405787691796942
"Tennessee, USA",0.8936662941243085,0.27473752186248884,0.10207235616777226,0.11282917480252339,0.10079426986844406,0.06111407719152138,0.021372756096273426,0.01978289736002098,0.012832818298013582
"Indiana, USA",0.9027942433116157,0.26456714222505934,0.09611692048920367,0.11137202649346614,0.09842209522651509,0.05477302050507814,0.013813685477382487,0.01814006038723115,0.00793253154152411
"Maryland, USA",0.9104531988373722,0.40328612111684364,0.18956512963371527,0.2034222965982876,0.1276955865210033,0.07216823799755279,0.01753644843307922,0.02193124981172062,0.015303747488413927
"Missouri, USA",0.913817735139142,0.2933768409228817,0.11305060577167182,0.11931145208999563,0.10887574640725436,0.06518964242563163,0.01383460251203883,0.02158340741512277,0.015375065602718396
"Wisconsin, USA",0.9315413215664682,0.3043277443120459,0.10428917364124533,0.13281112401713974,0.11110375668155043,0.060412863613355725,0.017482570369923844,0.03793821035529632,0.01347704651737859
"Colorado, USA",0.9265101693282752,0.41220236276332717,0.1552683520451842,0.19644754333924766,0.1343935927780388,0.08136122664604069,0.009597999256470424,0.02040317043299872,0.00829225830237143
"Minnesota, USA",0.9375498815024365,0.3645649605185394,0.1262866173574532,0.16124798738268575,0.13094116649436063,0.07237580664149305,0.009338166443330964,0.02864444567919555,0.012278680922855001
"South Carolina, USA",0.8925997381238943,0.28564440717502765,0.10712390002220452,0.1202599322765595,0.10126166951349556,0.06412280538497263,0.02541091499713699,0.01649982443077791,0.016304751958492902
"Alabama, USA",0.8802293182746013,0.25354831590220833,0.0965819407844337,0.10174379366110768,0.09231371121266774,0.05949081102843289,0.025599196841675886,0.01879871833510438,0.009815081484066637
"Louisiana, USA",0.8694257319384203,0.24205585366459478,0.08732325723423581,0.09917590117831854,0.09516239369495422,0.04771755879132203,0.03466298004769708,0.0442924402558324,0.020298558772992525
"Kentucky, USA",0.8840474409891533,0.24148080880995434,0.09942282051283842,0.0998551720010669,0.09485849861178286,0.04676713819710458,0.02493247034310131,0.026671309980574986,0.02634650537492776
"Oregon, USA",0.9185210552942664,0.3358199100495471,0.12782671644541121,0.16413911303645082,0.12076556831353864,0.050915228699557606,0.018533133797871915,0.01902345280281198,0.00888242408697354
"Oklahoma, USA",0.8928691775206845,0.25567061996483986,0.08869466243023064,0.0999798990872158,0.09755657878749216,0.05813414209013188,0.018327889340958192,0.02016558340930158,0.004453035259190399
"Connecticut, USA",0.913198453597737,0.3934475176829984,0.17682855877883277,0.17813596165679976,0.1369675303513305,0.07834402567486817,0.015422929206664437,0.02061435181260568,0.016598401633266063
"Puerto Rico, USA",0.7883559983408137,0.2682312516482209,0.07672408777364842,0.10369043951138861,0.08617833373750454,0.07836247839932782,0.047658612413145396,0.09316338173115707,0.024841976867396545
"Utah, USA",0.933086085705441,0.3438332775309173,0.11610235526595533,0.15029282380930017,0.1274784731448979,0.06606198057671923,0.009320338005871065,-0.039697634924941716,-0.04511714976585289
"Iowa, USA",0.9308526882730461,0.2857556447086061,0.09341920705213638,0.11602889865730423,0.11050682465543193,0.05921992139586995,0.013474128140421149,0.03122843703194872,0.00960117889119734
"Nevada, USA",0.8754890756119733,0.24996578623237992,0.08696188087808389,0.10704468272734935,0.08445589233584415,0.058465211169186404,0.004017282351358453,0.008427092956840798,0.0018057351102508945
"Arkansas, USA",0.8839569713914608,0.22920592221434188,0.08292704416103748,0.09358837329248905,0.08752587660588025,0.04809167231597259,0.02107607224022745,0.025812162352767065,0.011659340019151462
"Mississippi, USA",0.8645386692392188,0.2192311599572219,0.08530365599863088,0.08562303482845464,0.08652297410071355,0.047085151028053676,0.04012929061140458,0.04905577839010017,0.025265853233326807
"Kansas, USA",0.919291354342844,0.3308722716491699,0.1231117960829839,0.13488586211382764,0.12441029592786446,0.07157611360747776,0.016420400084577347,0.024664956206697064,0.008636534852504762
"New Mexico, USA",0.8735547390087801,0.27273086654016443,0.1216129836297559,0.12826373031443306,0.10119909089934498,0.04326804532638643,0.017060953084574004,0.028046543963397563,0.009176776051179808
"Nebraska, USA",0.9200158747350108,0.3182331480523533,0.1102074697596144,0.12586559340532,0.12227105655601563,0.07009649809101767,0.014085715506012675,0.030708896704658317,0.011529391087207463
"Idaho, USA",0.9159847512038524,0.2771123595505618,0.09151123595505618,0.12492215088282504,0.10241492776886035,0.0497752808988764,0.016953767686338495,0.006350044997577464,-0.01505957036684924
"West Virginia, USA",0.88763261822892,0.20495214725443536,0.08271211950296632,0.08657588860071194,0.08057917721262708,0.037797081441096364,0.0219036096799321,0.03027069827072032,0.018720901272961957
"Hawaii, USA",0.9289026032398966,0.3345228957988543,0.11838127937657489,0.1555470135235963,0.11331771801062336,0.06565816426463462,-0.005833962111567614,0.03350173106153209,0.008708330149549082
"New Hampshire, USA",0.9388367973478495,0.36708393051676813,0.14284612260444193,0.1747647965313987,0.12301327839662972,0.06930585558873968,0.017571483201006433,0.023857092274366,0.018555276914210217
"Maine, USA",0.9400353491537984,0.32025327201214765,0.11988123598420401,0.14381258504670139,0.13018318423270103,0.04625750273274525,0.02135513024475555,0.05567991438572639,0.02575708718434451
"Rhode Island, USA",0.8958885240360585,0.3375230904303718,0.13742387344645293,0.14852922426680676,0.12484059837614112,0.06415326778742395,0.008956686434589911,0.014694195118078957,0.009548977136276143
"Montana, USA",0.9460557074622512,0.32144707867856953,0.1079922256754872,0.14735646096779847,0.12263625859993064,0.051454359110840425,0.01366960494350733,0.022330827625132,0.006406637421290162
"Delaware, USA",0.9134375727165321,0.32549027676856707,0.13744205466412934,0.14275755878360408,0.1118171674109444,0.07091555057401856,0.02762606783081656,0.028343773777573467,0.01660769988234309
"South Dakota, USA",0.9286447139810446,0.28661511985046484,0.09009329479673592,0.12259907940350617,0.10955757021812702,0.054458470228831636,0.014350117783772154,0.03349100571273783,0.008110755137416562
"North Dakota, USA",0.935470744635383,0.29877023362234856,0.0851161539595953,0.1264209126927517,0.1126924025575089,0.05965691837208796,0.011373506649220433,0.05886264982377021,0.02212458537619494
"Alaska, USA",0.9359515461104309,0.2903493614384408,0.10879431775982569,0.14512608908156005,0.1043030820231139,0.040920190333766794,0.009244301599489302,0.07899817888670163,0.026624231783113697
"District of Columbia, USA",0.9240934088654649,0.5991839957453275,0.35049828178368986,0.31910743549177334,0.20238604684486358,0.07769051340869054,0.0050345607513101465,-0.011200075019910272,-0.0009257395294613446
"Vermont, USA",0.9403691629362783,0.39666863736451125,0.1616888176182992,0.1817263871423707,0.1692855542389823,0.045656695983158226,0.030307130816445427,0.07232958814732382,0.045633174710361685
"Wyoming, USA",0.9405400143582006,0.27081756567659976,0.10093084944574912,0.12699220033340228,0.10627502038134408,0.03755034496185342,0.009088233249157085,0.028925419944111463,0.0011172269711506588
