longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site
"New York-Newark-Jersey City MSA, NY-NJ-PA, USA",0.04488564322150968,0.9545495054472762,3.1784312622272743,0.9447600965412144,0.6723425660633966,0.8472475862896732,17.905028849495668,0.811975902033636,6.966783945130615
"Los Angeles-Long Beach-Anaheim MSA, CA, USA",0.020284134591736537,0.9856877357073374,2.8473880347839122,0.9871505671748346,0.6003526791115682,0.9222340307627928,16.58261383869222,0.5356882016013573,11.476082178877311
"Chicago-Naperville-Elgin MSA, IL-IN-WI, USA",0.03932138576290461,0.9304691591265202,4.216880181028094,0.9406976990854492,0.7916861478444358,0.6550383485758472,25.015152077660893,0.23450718783627014,17.759933666311703
"Dallas-Fort Worth-Arlington MSA, TX, USA",0.028307827390613285,0.8976818163537743,4.9082487243382555,0.901901613738115,1.1035052267161154,0.5958693285972453,28.788659334185382,0.11090139189615202,25.09597796682481
"Houston-The Woodlands-Sugar Land MSA, TX, USA",0.01653198496721073,0.8929155268589776,5.28333471651035,0.89356827634681,1.1872886418462087,0.6470546030773439,26.713203094627406,0.42867009417480406,13.237508936365494
"Washington-Arlington-Alexandria MSA, DC-VA-MD-WV, USA",0.03910264482188287,0.8930434977777659,5.214398749153091,0.890467567719007,1.1016980220734012,0.7619989418157168,22.456998483204146,0.3585767782385077,14.176669688363106
"Philadelphia-Camden-Wilmington MSA, PA-NJ-DE-MD, USA",0.034779243173029974,0.949158461636262,3.8271525769246084,0.8803934507500419,1.0366157508799352,0.8511770360242054,17.456555730523423,0.9055202271366559,5.794392581288235
"Miami-Fort Lauderdale-West Palm Beach MSA, FL, USA",0.022763516229063353,0.990955773225993,3.226370536387835,0.9313860737807523,0.9377616207616294,0.9252685529253455,15.938949388792727,0.581741415275668,10.268452132691081
"Atlanta-Sandy Springs-Roswell MSA, GA, USA",0.01111543828267007,0.787066213423439,6.695279603009339,0.748699432548324,1.6570789435957043,0.33746478262682933,38.77402513916763,0.0,88.39734521260034
"Boston-Cambridge-Newton MSA, MA-NH, USA",0.026374481456975525,0.9412256967737939,3.7899359964337256,0.8717713951184437,1.0102764441507863,0.7073633061820873,21.332269096377594,0.5175812381502605,10.274003310102506
"Phoenix-Mesa-Scottsdale MSA, AZ, USA",0.02062532274996927,0.8960783205030632,5.187857634146352,0.9137844646698441,1.0384640809575874,0.7540535866699465,22.332177686191358,0.22171424845103999,17.71027211263351
"San Francisco-Oakland-Hayward MSA, CA, USA",0.042102996238023126,0.9847191215674514,3.0862273069408164,0.9815402557707629,0.6390915267178319,0.780844000977983,21.397899102475638,0.4220960971446225,12.618149361186706
"Riverside-San Bernardino-Ontario MSA, CA, USA",0.01616248566274319,0.8944115339438317,5.32498180549238,0.9024059268032494,1.0736327617600634,0.6536677617026124,25.996600493078788,0.3443795655031285,24.45546555122128
"Detroit-Warren-Dearborn MSA, MI, USA",0.03330593202492845,0.8713224378648646,5.6527456580468955,0.8916958861941148,1.123714963625295,0.5653072376390015,28.189384083857117,0.2534079835338476,20.270913452720094
"Seattle-Tacoma-Bellevue MSA, WA, USA",0.03563800719833582,0.883316026229159,5.189602147004648,0.9305468771190627,0.9737308038434975,0.820705368387498,18.891800889538903,0.5086486996280528,14.862725974404226
"Minneapolis-St. Paul-Bloomington MSA, MN-WI, USA",0.058620063752032915,0.7814240760768206,6.809382643092059,0.8381051832111278,1.3622199129474912,0.6786205597316346,25.61023467808096,0.5833617851300519,12.6585512741449
"San Diego-Carlsbad MSA, CA, USA",0.025703207483702795,0.9474162414264787,4.957866296251385,0.9460034900416185,0.847993814645846,0.6717290257957489,25.01868109542713,0.029725683698910543,53.06868464353221
