longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.9928386232116537,0.002732773826637641,0.004428602961708674,0.007161376788346315,0.1704156250610718,0.822422998150582,0.3505283565962931,0.008838613149989778,0.6406330302537171
"Oneida Indian Nation Reservation, USA",0.982017424094108,0.011150377889108998,0.006832198016783029,0.01798257590589203,0.10676673407410076,0.8752506900200072,0.9701557321607884,0.00709467705589778,0.02274959078331385
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.8448040372748838,0.0965005133694404,0.05869544935567579,0.15519596272511618,0.33787807857396823,0.5069259587009156,0.7670747613387836,0.07513358102514699,0.1577916576360695
"Osage Reservation, USA",0.9912440398786303,0.005830082358040746,0.002925877763328999,0.008755960121369744,0.2813827481577807,0.7098612917208496,0.9722914428110926,0.015751811801284835,0.011956745387622597
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.7529487873728835,0.08137177979799866,0.1656794328291178,0.24705121262711646,0.1568419572752497,0.5961068300976339,0.4555977668909529,0.5094303489395585,0.03497188416948873
"Flathead Reservation, USA",0.9757333424575517,0.011897880750565417,0.012368776791882863,0.02426665754244828,0.40648573745207434,0.5692476050054774,0.9372366841481802,0.015643233170044187,0.04712008268177565
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.9749330780480755,0.017145276760473047,0.007921645191451443,0.02506692195192449,0.18344765865066,0.7914854193974156,0.9447739444037491,0.01696700522138716,0.03825905037486371
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.8299886714629057,0.09954229923301645,0.07046902930407777,0.17001132853709422,0.4781956904397416,0.3517929810231643,0.8208638371955629,0.11536367901530135,0.06377248378913578
"Wind River Reservation and Off-Reservation Trust Land, USA",0.9850042674731343,0.007582712318085382,0.007413020208780356,0.014995732526865738,0.3901444360886639,0.5948598313844704,0.9088815578054189,0.019950896212736366,0.07116754598184474
"Isabella Reservation and Off-Reservation Trust Land, USA",0.9762740841149113,0.011179321610381345,0.012546594274707348,0.02372591588508869,0.14290704435851226,0.833367039756399,0.9486960987546459,0.019947017881271067,0.03135688336408305
"Uintah and Ouray Reservation and Off-Reservation Trust Land, USA",0.9671263646081381,0.012454546136173463,0.020419089255688548,0.032873635391862006,0.18233714596243625,0.7847892186457017,0.9137506816238385,0.04647754671597363,0.039771771660187805
"Pine Ridge Reservation, USA",0.9963446062981083,0.001515161666106565,0.002140232035785141,0.003655393701891707,0.16138547601361855,0.8349591302844899,0.8071469638572903,0.004258585585616035,0.18859445055709365
"Nez Perce Reservation, USA",0.9775492090012009,0.012269618336553021,0.010181172662246123,0.022450790998799142,0.47647888059311855,0.5010703284080823,0.9273663453111306,0.017254601226993866,0.05537905346187555
"Fort Apache Reservation, USA",0.9904937019769854,0.003794242365738231,0.005712055657276458,0.009506298023014689,0.05826620419967057,0.9322274977773147,0.4769672567210944,0.009825492665321109,0.5132072506135844
"Gila River Indian Reservation, USA",0.9748076109792945,0.007957288023900227,0.017235100996805263,0.025192389020705492,0.08008852187825355,0.8947190891010409,0.7796882411162513,0.06227424108785808,0.15803751779589043
"Southern Ute Reservation, USA",0.9776590739579466,0.010398511170463021,0.01194241487159041,0.02234092604205343,0.511902283815961,0.4657567901419856,0.8998967525548756,0.05863230496309986,0.041470942482024556
"Leech Lake Reservation and Off-Reservation Trust Land, USA",0.98841799018535,0.00933040649872957,0.002251603315920452,0.011582009814650024,0.19269560512268155,0.7957223850626686,0.9302203209089362,0.005142728990690524,0.06463695010037332
"Santa Clara Pueblo and Off-Reservation Trust Land, USA",0.9365172790717229,0.019507273185907677,0.04397544774236946,0.06348272092827714,0.1970066425628521,0.7395106365088707,0.46065293641514526,0.46056300026980845,0.07878406331504632
"Lake Traverse Reservation and Off-Reservation Trust Land, USA",0.9920031761207154,0.001257354469897635,0.006739469409387104,0.007996823879284737,0.27906652008442884,0.7129366560362864,0.9588055556482196,0.023183268240649688,0.018011176111130758
"Tulalip Reservation and Off-Reservation Trust Land, USA",0.940979076194236,0.0322739834188709,0.02674694038689301,0.05902092380576392,0.31514015001973944,0.6258389261744967,0.913093375065206,0.04110589462702139,0.04580073030777256
"Blackfeet Indian Reservation and Off-Reservation Trust Land, USA",0.9851478525135619,0.002202147609362346,0.012649999877075855,0.014852147486438204,0.16120120325975118,0.8239466492538107,0.9402734232988185,0.017659762833140986,0.04206681386804059
