longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site
"San Luis Obispo [Urban Area], CA, USA",0.07880143815125075,1.0,2.000601441673932,0.9509876282862365,0.8329084029320191,1.0,5.2003372326558726,0.0,43.56897172719679
"Traverse City-Garfield [Urban Area], MI, USA",0.019227602822209675,0.7625944805765512,6.285137744307227,0.6353664967481104,1.944783617754506,1.0,6.263492555926793,0.6436807874846194,8.403021702536758
"Hanover [Urban Area], PA, USA",0.006675786224829002,0.9986069967555368,3.5636231236994518,0.8497319791225842,1.1343075897014543,0.0,47.770992452303,0.6196219494992241,9.844593713415616
"Lake Jackson [Urban Area], TX, USA",0.0135964963097037,0.8459164377207693,4.973176876185284,0.9571127841010454,0.9612429812813228,0.0,70.43752396978331,0.18871088593142327,14.300480801519651
"Grants Pass [Urban Area], OR, USA",0.01534523184518266,0.8698765343478573,4.699869311514991,0.9098234154044936,1.0809664950097895,0.1011772306367095,37.3065852284069,0.0,46.87786001379794
"Cape Girardeau [Urban Area], MO-IL, USA",0.03617805686665796,0.7695243581896086,4.746167614474977,0.8874446404781623,1.0978244452033745,1.0,13.236546480328773,0.7165592481906888,7.099370985555124
"Williamsport [Urban Area], PA, USA",0.02459858720431661,0.9922846198323215,2.6391394878266463,0.9217620699624168,1.0330270297073034,1.0,7.47690746412555,0.9165221162185603,4.18492992274836
"Zephyrhills [Urban Area], FL, USA",0.00867972261538804,1.0,3.8594496153557274,0.5216657899987304,2.0845075018155574,0.0,44.467718716806786,0.0,23.80832993389064
"Grand Island [Urban Area], NE, USA",0.03473129015765682,0.9892920016697218,2.582827123350452,0.9356612642697689,0.807183357546375,1.0,7.069855166970353,1.0,2.375757631599357
"Lewiston [Urban Area], ID-WA, USA",0.023179770408604656,1.0,3.4169023363773587,0.9440490528851418,0.8520078991404058,1.0,4.176911497821569,0.0,132.8152871297517
"Fond du Lac [Urban Area], WI, USA",0.03264551251705914,1.0,2.810946253823559,0.9501562185964079,0.767782975416794,0.0,82.23451739656946,0.0,34.68145648099146
"Goldsboro [Urban Area], NC, USA",0.0014768507782911013,0.8293851917144116,5.763808726228436,0.6966909064198619,1.8757416431541494,0.0,69.53271916632912,0.0,79.38933997139252
"Bullhead City [Urban Area], AZ-NV, USA",0.011960033110909898,1.0,4.423649561148969,0.7946540186778439,1.4439745178219068,0.0,60.470391593255655,0.0,215.3528411855717
"Lompoc [Urban Area], CA, USA",0.033564172471156103,1.0,2.821009707272386,0.9356752076924494,0.7288433865860368,0.9948422274209295,26.823486168172288,0.0,24.06328483403266
"Sierra Vista [Urban Area], AZ, USA",0.017903625240085996,0.960146663227328,3.2642993345702433,0.820079596123374,1.3263225378909755,1.0,9.701584305549204,0.0,38.81963816332108
"Eagle Pass [Urban Area], TX, USA",0.013921956720407693,0.9740214115341235,4.62398456523733,0.9622617088549082,0.8020702893613139,1.0,10.765551688997364,0.0,200.7671766764754
"Wasilla-Knik-Fairview-North Lakes [Urban Area], AK, USA",0.011453467342732589,0.5924519122820148,10.033232539756467,0.7341142130080084,1.5241042424875244,0.0,56.73607808073803,0.0,40.847540216631735
