longname,PW Mean PM2.5 Pollution
"Cobourg CMA, ON, Canada",5.733218707214099
"Yellowknife CMA, NT, Canada",3.9874884202564633
"Sainte-Agathe-des-Monts CMA, QC, Canada",5.067046487413813
"Yorkton CMA, SK, Canada",5.304257570128907
"Lloydminster (Alberta part / partie de l'Alberta) CMA, AB, Canada",5.999168567132291
"Salmon Arm CMA, BC, Canada",9.121252265908508
"Terrace CMA, BC, Canada",4.7159281080069455
"North Battleford CMA, SK, Canada",6.145084467648848
"Nelson CMA, BC, Canada",8.194941867045008
"Amos CMA, QC, Canada",4.087218313066997
"Camrose CMA, AB, Canada",6.484756902211373
"Swift Current CMA, SK, Canada",4.799650696812759
"Tillsonburg CMA, ON, Canada",6.266034342398467
"Matane CMA, QC, Canada",3.768985072761455
"Petawawa CMA, ON, Canada",4.763606427829898
"Summerside CMA, PE, Canada",3.9234876855188476
"Dawson Creek CMA, BC, Canada",6.020828427494881
"Powell River CMA, BC, Canada",4.405304238904463
"Steinbach CMA, MB, Canada",5.089220299060629
"Port Hope CMA, ON, Canada",5.794507724775463
"Lloydminster (Saskatchewan part / partie de la Saskatchewan) CMA, SK, Canada",6.027980836022072
"Sylvan Lake CMA, AB, Canada",7.461440481468879
"Canmore CMA, AB, Canada",5.819903474747604
"Ladysmith CMA, BC, Canada",4.798999508514426
"Dolbeau-Mistassini CMA, QC, Canada",4.36609900688017
"Cowansville CMA, QC, Canada",6.191462513815242
"Kenora CMA, ON, Canada",5.950223416214169
"Brooks CMA, AB, Canada",5.7880042691225295
"Strathmore CMA, AB, Canada",7.291608593250391
"High River CMA, AB, Canada",6.995859587287736
"Trail CMA, BC, Canada",7.8996153366741515
"Lachute CMA, QC, Canada",6.257516395116041
"Grand Falls-Windsor CMA, NL, Canada",3.5257644598549835
"Ingersoll CMA, ON, Canada",6.351474551074454
"Prince Rupert CMA, BC, Canada",3.357054401132615
"Gander CMA, NL, Canada",3.573811756848057
"Lacombe CMA, AB, Canada",7.145523067137809
"Portage la Prairie CMA, MB, Canada",4.966623217792499
"Sainte-Marie CMA, QC, Canada",5.30714087504409
"Thompson CMA, MB, Canada",4.525876449987609
"Estevan CMA, SK, Canada",5.073872011429671
"Wetaskiwin CMA, AB, Canada",6.666332063779942
"Weyburn CMA, SK, Canada",5.043259078765569
"Campbellton (New Brunswick part / partie du Nouveau-Brunswick) CMA, NB, Canada",3.8879939844005973
"Elliot Lake CMA, ON, Canada",4.172809656959166
"Hawkesbury (Ontario part / partie de l'Ontario) CMA, ON, Canada",6.154917688667177
"Hawkesbury (partie du Québec / Quebec part) CMA, QC, Canada",6.187615837256481
"Campbellton (partie du Québec / Quebec part) CMA, QC, Canada",3.979159928891962
