longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %
"New York-Newark CSA, NY-NJ-CT-PA, USA",0.17327241174635313,0.006768408111218075,0.3750915217882279,0.33147003485255727,0.11339762350164355,0.37503104311279506,0.5407145122761621,0.08425444461104287
"Los Angeles-Long Beach CSA, CA, USA",0.14438063836051365,0.007030910793737082,0.3555936208670952,0.35658425292267315,0.1364105770559808,0.39113487876423436,0.5217746726526511,0.08709044858311465
"Chicago-Naperville CSA, IL-IN-WI, USA",0.17661295135263932,0.006152227696011699,0.3954181502714836,0.3335679820713433,0.08824868860852203,0.3698686309115342,0.53962511090341,0.09050625818505581
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",0.1711628764454614,0.007434619559666561,0.3977752190256006,0.3203131392448947,0.10331414572437685,0.35632825491056813,0.5505172478196311,0.09315449726980086
"San Jose-San Francisco-Oakland CSA, CA, USA",0.14776169496799976,0.00944660616123903,0.39694824266254153,0.3098936049593858,0.13594985124883385,0.3572930690881708,0.5547840879365331,0.08792284297529615
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",0.1743848727300287,0.008452512696435871,0.41969849420474153,0.2926494614063917,0.1048146589624021,0.3594486293107937,0.5426724082253498,0.09787896246385648
"Dallas-Fort Worth CSA, TX-OK, USA",0.15436075994628654,0.006286324999779965,0.4015873466391439,0.35088364882496825,0.08688191958982136,0.32251732268930067,0.5733435326001766,0.10413914471052284
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",0.1821477386036637,0.006341237017236439,0.39632111997184666,0.32285845967989774,0.09233144472735538,0.36773264583976073,0.5381393572659391,0.09412799689430028
"Houston-The Woodlands CSA, TX, USA",0.1508391968253152,0.005581108573911095,0.3909826864006692,0.3645066653625254,0.08809034283757924,0.3384494076159916,0.566481723268696,0.09506886911531223
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",0.17915036168596074,0.008300735060546254,0.3749661557488132,0.319669851179524,0.1179128963251557,0.33302538037865037,0.5378542912335338,0.1291203283878159
"Atlanta--Athens-Clarke County--Sandy Springs CSA, GA, USA",0.16884193355073923,0.007112995377190321,0.38661143887139127,0.3400539777818372,0.09737965441884179,0.3550969464442358,0.539029396985062,0.10587365657070232
"Detroit-Warren-Ann Arbor CSA, MI, USA",0.19302910475893148,0.005105321166325487,0.40043727565284143,0.3234322043552754,0.0779960940666259,0.3570498451002559,0.52929615615119,0.11365399874855417
"Seattle-Tacoma CSA, WA, USA",0.1617722140921516,0.009891308622551073,0.44394896572543574,0.28597156330666806,0.09841594825319358,0.3212216793824339,0.567966975030717,0.11081134558684907
"Minneapolis-St. Paul CSA, MN-WI, USA",0.16426358340359928,0.007043609891075289,0.43991521424210034,0.30760062219962464,0.08117697026360036,0.3372321436580027,0.561263521369279,0.10150433497271828
"Denver-Aurora CSA, CO, USA",0.17101138803088786,0.008711183058596835,0.42887149290847176,0.2968522231717362,0.09455371283030724,0.33665165232341066,0.5494713446210125,0.11387700305557671
"Cleveland-Akron-Canton CSA, OH, USA",0.2088355314938669,0.0061254054432753995,0.41194489016990127,0.3003579876707995,0.07273618522215698,0.341201787686957,0.5363449974545651,0.12245321485847792
"Orlando-Deltona-Daytona Beach CSA, FL, USA",0.1585764800990586,0.007953307406638008,0.4060621837499729,0.3098111535042083,0.11759687524012225,0.32659086977252527,0.5515229704393523,0.12188615978812256
"Portland-Vancouver-Salem CSA, OR-WA, USA",0.16414332177109525,0.009320037835581146,0.4330140328963112,0.2921256463245633,0.10139696117244916,0.3264407397169373,0.5527053367601795,0.1208539235228832
"St. Louis-St. Charles-Farmington CSA, MO-IL, USA",0.18824060733225786,0.005426326861550547,0.4229247929175573,0.3110119373712569,0.07239633551737742,0.3213213817855098,0.5633922395477435,0.11528637866674672
"Charlotte-Concord CSA, NC-SC, USA",0.1709701404738268,0.005349628891193897,0.4152814853077604,0.3285484773093579,0.07985026801786098,0.32852251818024786,0.567962476956401,0.10351500486335104
"Salt Lake City-Provo-Orem CSA, UT, USA",0.10994542064930034,0.0063064974239535904,0.40897482123594725,0.38473869601752975,0.09003456467326912,0.3143828289279587,0.5963066779371136,0.08931049313492773
"Sacramento-Roseville CSA, CA, USA",0.15611351168120066,0.0073703222392671715,0.4013683875860535,0.32472109501071217,0.11042668348276653,0.33422372445441084,0.5583452827904162,0.1074309927551731
"Pittsburgh-New Castle-Weirton CSA, PA-OH-WV, USA",0.2037240464791146,0.005373517675701438,0.44187956375598225,0.27489118772815857,0.07413168436104307,0.32440829735833726,0.5726430891208925,0.10294861352077027
"Columbus-Marion-Zanesville CSA, OH, USA",0.17892751429246345,0.006883805805298096,0.41857005334771474,0.3065311482518838,0.08908747830263973,0.33817621455027264,0.5463791446597124,0.11544464079001496
"Las Vegas-Henderson CSA, NV-AZ, USA",0.18066476577692459,0.007468755478899423,0.3781462674076032,0.31641669846183756,0.11730351287473528,0.33853280976579886,0.5252578553640594,0.13620933487014167
"Kansas City-Overland Park-Kansas City CSA, MO-KS, USA",0.17687765982415424,0.006153248834232237,0.42870338619632076,0.3106965009861613,0.07756920415913159,0.31568388991473495,0.5642231796750373,0.12009293041022774
"Indianapolis-Carmel-Muncie CSA, IN, USA",0.17492551857766314,0.006489454434204168,0.4200703658229606,0.3180633939895262,0.08045126717564591,0.32665906903713,0.5549075621739317,0.11843336878893829
"San Juan-Carolina CSA, PR, USA",0.1961732124351187,0.0038199523900326747,0.33062642620658494,0.39379043610116454,0.0755899728670992,0.4181234572813942,0.44376505143293465,0.13811149128567116
"Raleigh-Durham-Chapel Hill CSA, NC, USA",0.16637497039667065,0.005970945334863994,0.42285030206903906,0.3087760947820281,0.09602768741739819,0.33560158252298683,0.5647709175932771,0.09962749988373606
"Cincinnati-Wilmington-Maysville CSA, OH-KY-IN, USA",0.18031366561889337,0.00472835420915163,0.42087087831020903,0.31587501956628417,0.07821208229546182,0.32771597846949757,0.5582791270470548,0.1140048944834476
"Nashville-Davidson--Murfreesboro CSA, TN, USA",0.1689367804806964,0.006370544841509974,0.4179529751210922,0.3121699455447105,0.09456975401199082,0.32154095882142547,0.5664400780558716,0.112018963122703
"Milwaukee-Racine-Waukesha CSA, WI, USA",0.1950077666091135,0.0054264183600537825,0.4189648981894017,0.30421376699896086,0.07638714984247008,0.3603822179707243,0.5353496977789348,0.10426808425034087
"Virginia Beach-Norfolk CSA, VA-NC, USA",0.1825597560329182,0.005432223438013666,0.40425275457888316,0.30789174892195853,0.09986351702822634,0.3332446468518002,0.5591281490727312,0.10762720407546848
"Jacksonville-St. Marys-Palatka CSA, FL-GA, USA",0.17688783985329848,0.0066234349063211215,0.40318112110412596,0.3189698803393403,0.09433772379691412,0.3165426725799552,0.5513724614237269,0.13208486599631789
"Greensboro--Winston-Salem--High Point CSA, NC, USA",0.18783676653894368,0.005813902872902863,0.40859810122004786,0.3139617720387726,0.08378945732933306,0.3236039523091614,0.5634341513311104,0.11296189635972809
"Louisville/Jefferson County--Elizabethtown--Madison CSA, KY-IN, USA",0.18530229701118844,0.006529247438109925,0.41106895316150244,0.313054040169177,0.0840454622200221,0.311025524737541,0.5583693414942271,0.13060513376823166
"Greenville-Spartanburg-Anderson CSA, SC, USA",0.17783442606792074,0.004630402486690317,0.4184281827649629,0.31506365856354257,0.0840433301168834,0.31016701048382445,0.5825013012158996,0.10733168830027577
"New Orleans-Metairie-Hammond CSA, LA-MS, USA",0.20554580721251278,0.005430739943760524,0.3574826967333879,0.34005839599720905,0.0914823601131297,0.3697055860077597,0.5076975009475042,0.12259691304473619
"Oklahoma City-Shawnee CSA, OK, USA",0.17727249773600112,0.007005093572941111,0.408716641810394,0.3214653869331141,0.08554037994754948,0.31178758406761975,0.5644831661575758,0.12372924977480457
"Grand Rapids-Wyoming-Muskegon CSA, MI, USA",0.14980311486284795,0.005365229875147144,0.4440021882888695,0.3175662927776323,0.083263174195503,0.31464735364067953,0.5757679077704434,0.109584738588877
"Hartford-West Hartford CSA, CT, USA",0.18494351422450375,0.007320698635729618,0.4203858568245011,0.2921829304446649,0.09516699987060073,0.35254463981895157,0.5367032665428991,0.11075209363814917
"Birmingham-Hoover-Talladega CSA, AL, USA",0.1839411456549973,0.004269943902564074,0.3927723785924818,0.3312328356987737,0.0877836961511831,0.30710019013835776,0.5659916483422184,0.1269081615194238
"Memphis-Forrest City CSA, TN-MS-AR, USA",0.2017450594577355,0.004554365173155869,0.3467815404788967,0.3579530528661974,0.08896598202401448,0.38461886075540536,0.5052729142361794,0.11010822500841531
"Harrisburg-York-Lebanon CSA, PA, USA",0.1641294522093225,0.005607207283514975,0.453472196566084,0.2999136875069308,0.0768774564341478,0.29878912694645515,0.5958800629661094,0.10533081008743556
"Buffalo-Cheektowaga CSA, NY, USA",0.21600924069195607,0.006540112637065678,0.40747289337873877,0.2914923685242174,0.07848538476802222,0.3603623080219251,0.5294649141345893,0.11017277784348567
"Albany-Schenectady CSA, NY, USA",0.19016860544304792,0.009028960228249254,0.4293225544269194,0.28097424140581556,0.09050563849596766,0.34765194483220013,0.5417783747479286,0.11056968041987134
"Albuquerque-Santa Fe-Las Vegas CSA, NM, USA",0.19964323721169636,0.010289736423922913,0.38410500712424817,0.3179794391526448,0.08798258008748788,0.3530128415185446,0.5039297039599067,0.14305745452154875
"Rochester-Batavia-Seneca Falls CSA, NY, USA",0.19371258281659048,0.007798199115108141,0.4231991868296643,0.2845860029344068,0.09070402830423015,0.3526074340126753,0.5393441168229196,0.10804844916440517
"Tulsa-Muskogee-Bartlesville CSA, OK, USA",0.17630499969401786,0.005711604756950797,0.40904099436319225,0.32950774806383515,0.07943465312200403,0.2904060143952519,0.578222378847097,0.13137160675765097
"Fresno-Madera CSA, CA, USA",0.13511865095410266,0.004050202356024485,0.34324166149005314,0.3996367656625332,0.1179527195372866,0.3846219020465211,0.5218278560376631,0.09355024191581585
"Knoxville-Morristown-Sevierville CSA, TN, USA",0.17114430197422986,0.005140408832109539,0.44340244617357183,0.29495422339816507,0.08535861962192368,0.27622760891479164,0.5974581915943664,0.126314199490842
"Cape Coral-Fort Myers-Naples CSA, FL, USA",0.16525768295515697,0.007512707252549164,0.46558691127327434,0.2607146399780092,0.10092805854101024,0.24950457213152075,0.6267450987689857,0.12375032909949353
"Tucson-Nogales CSA, AZ, USA",0.19314178135213403,0.007983180080663189,0.4073971433480582,0.2968048804370512,0.09467301478209325,0.3417886637266551,0.5296831544490607,0.12852818182428435
"Dayton-Springfield-Sidney CSA, OH, USA",0.19371803442934776,0.005569399245258012,0.4277479110148503,0.29636055229875774,0.07660410301178623,0.31729861352680894,0.5565759217178001,0.12612546475539105
"El Paso-Las Cruces CSA, TX-NM, USA",0.1608574776979656,0.005332894624959791,0.3550229027952865,0.3912200405928464,0.08756668428894168,0.357265246922649,0.5381570028960517,0.10457775018129917
"North Port-Sarasota CSA, FL, USA",0.17918555372316539,0.008943258343102202,0.4862398651301416,0.23795348470207056,0.08767783810152022,0.22831585496362714,0.6412206268639216,0.1304635181724512
"Omaha-Council Bluffs-Fremont CSA, NE-IA, USA",0.17079739703277885,0.00503936059725755,0.4305010762075349,0.3201940685662096,0.07346809759621921,0.3201813758074561,0.5723085481132011,0.10751007607934286
"Chattanooga-Cleveland-Dalton CSA, TN-GA-AL, USA",0.17608242715519454,0.004879585646961943,0.41703251908650973,0.30981051611115423,0.09219495200017952,0.28226705396852,0.5909168374051765,0.12681610862630344
"Columbia-Orangeburg-Newberry CSA, SC, USA",0.1997747794635223,0.006004724705059016,0.37474770147296316,0.3182501016757521,0.10122269268270344,0.36538977233109954,0.5308022738837841,0.10380795378511629
"McAllen-Edinburg CSA, TX, USA",0.12530966609216526,0.002987398590059548,0.32736820063463506,0.46879714790415083,0.07553758677898932,0.3568035587324809,0.5640214148081307,0.07917502645938843
"Little Rock-North Little Rock CSA, AR, USA",0.19148176178369053,0.00505231224901124,0.3925177783360613,0.316991959032575,0.09395618859866203,0.3090500816509357,0.5556996685996356,0.13525024974942854
"Madison-Janesville-Beloit CSA, WI, USA",0.18989856727942878,0.007325204547869485,0.4498260014876148,0.2686472833209378,0.0843029433641491,0.35228957802778693,0.5428889569431468,0.10482146502906618
"Boise City-Mountain Home-Ontario CSA, ID-OR, USA",0.14676657416563482,0.004008111997280022,0.4342815686706436,0.3181923750098765,0.096751370156565,0.2901230852568563,0.5862033163802681,0.12367359836287549
"Des Moines-Ames-West Des Moines CSA, IA, USA",0.17478832648213902,0.005848610954898212,0.43460645838548567,0.29336540636115255,0.09139119781632465,0.3327072586852741,0.5606377492767615,0.1066549920379644
"Modesto-Merced CSA, CA, USA",0.1287411441515265,0.004494192491204389,0.35657140103137414,0.4054364065738109,0.10475685575208411,0.36764908998449297,0.5385822718055292,0.09376863820997787
"Huntsville-Decatur-Albertville CSA, AL, USA",0.1736226165098544,0.004449173184607967,0.4288479059016261,0.3197126247398702,0.07336767966404133,0.2809299130779516,0.6025738806620512,0.11649620625999722
"Spokane-Spokane Valley-Coeur d'Alene CSA, WA-ID, USA",0.16756832944084135,0.00541919744768178,0.44565983405189313,0.28953978973935457,0.09181284932022905,0.290309510665155,0.5704106900147543,0.13927979932009066
"Lexington-Fayette--Richmond--Frankfort CSA, KY, USA",0.1851948469205588,0.007617351057949328,0.4241568383383044,0.28288427447269643,0.10014668921049101,0.3277813838104744,0.5443632213473287,0.12785539484219677
"Syracuse-Auburn CSA, NY, USA",0.1844242629617068,0.0070999661131819596,0.4169623856319888,0.2900928498813967,0.10142053541172566,0.3564918446957785,0.5314038119174797,0.11210434338674176
"South Bend-Elkhart-Mishawaka CSA, IN-MI, USA",0.17213488437679988,0.004780725952962166,0.4139079148943169,0.3263666893472777,0.08280978542864331,0.3197206327893389,0.5577564990726012,0.12252286813805996
"Springfield-Greenfield Town CSA, MA, USA",0.1952478147145669,0.009116366498315613,0.3870564862838208,0.29389116263727416,0.11468816986602266,0.40140313327065036,0.49185183589898446,0.10674503083036521
"Wichita-Arkansas City-Winfield CSA, KS, USA",0.17528802581456554,0.004875179106042413,0.4131117272229574,0.3298914879489292,0.07683357990750549,0.3017331550062293,0.5716312318406064,0.12663561315316432
"Charleston-Huntington-Ashland CSA, WV-OH-KY, USA",0.1839236947749159,0.005264184855775104,0.4186215523587654,0.3137270581560262,0.07846350985451733,0.2817345746270343,0.5786512865626127,0.13961413881035303
"Jackson-Vicksburg-Brookhaven CSA, MS, USA",0.19304642864107105,0.0026009518823901746,0.36146031298421005,0.34893254474792057,0.09395976174440818,0.36109841780238094,0.5295559289978791,0.10934565319974016
"Portland-Lewiston-South Portland CSA, ME, USA",0.17622203987867177,0.012059042275423799,0.4728100534831,0.26287443323541987,0.0760344311273845,0.29596385173656115,0.5737347667214187,0.13030138154202026
"Reno-Carson City-Fernley CSA, NV, USA",0.17805559450742445,0.008527634683156924,0.42720460313522524,0.2818264609391494,0.10438570673504402,0.304418184906386,0.556501662115525,0.13908015297808904
"Toledo-Port Clinton CSA, OH, USA",0.20681042720306492,0.006659030790977266,0.4061102631436095,0.3020795554961919,0.07834072336615637,0.35989451879023954,0.5193447025538711,0.12076077865588936
"Mobile-Daphne-Fairhope CSA, AL, USA",0.18091436859270107,0.004298253537612287,0.3981272456348733,0.3366673763482656,0.07999275588654767,0.3038931466120449,0.5741884992233749,0.12191835416458019
