longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",14039.324403637747,13274.2478238577,0.05763615309373543,13603.31290753154,0.032051861121624885,12224.689591980254,11456.706329478704,0.06703351211207087,11503.810668728494,0.0626643591424334,8812.730597738697,8131.759538621078,0.08374215394385517,8045.408584458452,0.09537390242212215,7534.458657065725,6893.261643993477,0.09301794218575206,6797.581886981657,0.10840277944945285
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",6064.245713856482,6100.152225477172,-0.005886166491178116,6286.724524634942,-0.035388668599468924,5068.575494684817,5097.899485009001,-0.005752171146256333,5169.733293970283,-0.019567314894842026,3970.572380335734,3956.311111955627,0.0036046883009303366,3976.163205361208,-0.0014060853985911567,3488.8285739328167,3458.971250176122,0.00863185080106535,3449.0981491364046,0.011519076314589628
"Chicago [Urban Area], IL-IN, USA",4826.686063525193,4704.013330763379,0.02607831316283854,5409.802518634265,-0.10778886162674244,4020.037183290717,3897.6272652450534,0.03140626584208984,4321.017158053649,-0.06965488998393717,2888.3761716200693,2817.007108147718,0.025335066875027824,3131.80078244898,-0.07772672265525127,2511.6373644916557,2461.4303433611094,0.02039749825379502,2730.9825485176902,-0.08031731442044171
"Miami-Fort Lauderdale [Urban Area], FL, USA",4648.572943586419,4262.642840766739,0.09053775257189055,4587.018654199911,0.013419236769431504,3259.293492819191,2999.211258621008,0.08671687712914405,3000.6854561664795,0.08618298733086671,2340.723795286773,2176.133135293902,0.07563446248919053,2118.8143721410866,0.10473282891763874,1996.5019917399793,1859.174266788878,0.07386490196440303,1795.3995749154994,0.11200983872013268
"Houston [Urban Area], TX, USA",3685.36275494121,3698.2154885666605,-0.0034753879716273627,3920.3464643234274,-0.05993952614154243,2451.9372954326623,2389.640198847613,0.026069655429755242,2458.2950096498384,-0.0025862291515946975,1720.4191623014115,1614.790129977274,0.0654134740875732,1581.3055931607246,0.08797386775988424,1525.464132644823,1414.181505232766,0.07869048421315648,1354.326925555225,0.12636329076854017
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",3216.22479592867,3072.1178703614682,0.046908006674316216,3565.190233435242,-0.0978812951505048,2309.933891100173,2212.198691519403,0.044180118158212295,2363.565194473601,-0.022690850034019317,1609.9525658811096,1504.1350223320637,0.07035109347097224,1541.3518976281757,0.04450681791646429,1404.363024179038,1291.7885547831418,0.0871462043684034,1289.9943944944068,0.08865823772006083
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",4489.303656626139,4347.4188329236695,0.03263656646742981,4492.124973492826,-0.0006280584096246515,3616.109989891068,3444.10522566272,0.04994178544450557,3538.991954696212,0.02179096086740775,2670.1512942421973,2525.4411553062864,0.05730093478197095,2570.759131687441,0.03866257298462481,2246.80204215815,2128.922053154304,0.05537073977376939,2162.0357086588965,0.03920672223856736
"Washington-Arlington [Urban Area], DC-VA-MD, USA",5140.385418783152,4684.5372510844945,0.09730911363617108,5032.8968821690305,0.02135719032808739,3581.754806000404,3223.3197624979016,0.11120058508397394,3141.1436234130633,0.140270944411191,2444.970312236178,2189.951997267574,0.1164492716218406,2098.2325208057446,0.16525231974637503,2082.3089846126963,1865.7470775972904,0.11607248893258053,1797.7181565446713,0.15830669954128224
"Atlanta [Urban Area], GA, USA",3089.8766806540402,3289.784768608483,-0.06076631208886045,3511.088454440651,-0.11996615273360112,1515.1054177088283,1431.6426495913074,0.058298604153310965,1471.9462636888566,0.029321147846668165,1056.9101175733726,923.1426352177497,0.14490445707132796,913.7005966868146,0.15673572000046027,963.0085106084655,841.9691355248142,0.1437574965360284,826.0628919551798,0.16578110454659672
"Boston [Urban Area], MA-NH, USA",4756.842243982605,4389.609740035431,0.08365948813121829,4398.123244472828,0.0815618343484538,3793.89518507803,3453.3825191830415,0.09860264943240135,3402.8661481582044,0.11491167148360196,2743.4603130119604,2470.723002165019,0.11038765195772658,2383.7281340518252,0.150911579983187,2282.390864448318,2055.179888551208,0.11055527409684884,1968.8187890394354,0.15926914003186196
"Phoenix-Mesa-Scottsdale [Urban Area], AZ, USA",2965.453041175649,2842.484356782645,0.04326098896536758,3144.7019249946457,-0.05700027795775962,2320.4714251998985,2166.2871837544635,0.07117442350289549,2328.891574465172,-0.00361551793891796,1742.7893043010424,1608.9545378947948,0.08318119825893966,1741.4488579290291,0.0007697305412731815,1536.9461425904308,1417.7563045450283,0.08406934087565324,1545.6805580547127,-0.005650854194138582
"Detroit [Urban Area], MI, USA",2355.847532524053,2308.4861675203474,0.020516200473740996,2695.064575611108,-0.12586601677629092,1871.499056286495,1848.0212752180548,0.012704280726243251,2162.167005276348,-0.13443362528451056,1440.922361573561,1451.2700503325484,-0.00713009185066307,1713.9697525548117,-0.15930700677433277,1302.6114833553254,1324.184253355907,-0.016291365756622846,1568.8433816059955,-0.16969947502225083
