longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",0.8739325631565023,0.4066060535859115,0.1726368023959459,0.18084516667398723,0.14191298749145578,0.08384789942046487,0.003113579523258192,0.014065328556316481,0.014028037290872819
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",0.8118945317097601,0.34527594602209893,0.12206749381779024,0.15716179606553107,0.12094710284341705,0.06716704711315356,-4.4478535951797404e-05,0.005824583880383094,0.0017215153211039003
"Chicago [Urban Area], IL-IN, USA",0.894498682305019,0.394434571346254,0.1595497164736133,0.1720722180457855,0.13466547181499466,0.08769688148547133,0.01103922644207489,0.015359270819853499,0.0142838989872128
"Miami-Fort Lauderdale [Urban Area], FL, USA",0.8699763898065168,0.33319024746445264,0.12742433362093525,0.14318257960526062,0.10163150875276908,0.08837615910642452,0.002937837927177167,0.004889151070058606,-0.0025019245853135086
"Houston [Urban Area], TX, USA",0.8421223924068333,0.3390494460003063,0.12699994049051153,0.1686475732296883,0.08846581605996141,0.08193605671065712,0.023875866972249415,0.012446821711668832,-0.0008227501246130253
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",0.8573473825443025,0.3510564727331003,0.12602864969341235,0.15228876256884522,0.1051745614576748,0.09359314870657892,0.019087074003325544,0.0009686897616691392,-0.006486162268762641
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",0.9171367580140338,0.38752573309207655,0.1607599955267973,0.17505765771974813,0.13060168984345702,0.08186638552887474,0.007479167667450604,0.006850980241375315,0.011934703548995451
"Washington-Arlington [Urban Area], DC-VA-MD, USA",0.9138501179459927,0.5456539182815366,0.27763275849271496,0.28866022810047165,0.16146707021703913,0.09552661996402605,0.0064917325832266615,-0.0038388184776076972,-0.01175608984845522
"Atlanta [Urban Area], GA, USA",0.9122080187478669,0.4236161400994984,0.16342751632194824,0.18536314233197704,0.1310524575432004,0.10720054022431927,0.01545645013234287,0.011944040134114986,0.014320372320310998
"Boston [Urban Area], MA-NH, USA",0.9160917973530428,0.4879875846306128,0.22727777729538823,0.2483546997280702,0.1517596651593002,0.08787321974324316,0.0029314415466805688,0.007153846734696656,0.009869590945141449
